"Title","Year","Source title","Link","Abstract"
"New paradigm for understanding in-flight decision making errors: A neurophysiological model leveraging human factors","2008","Hippokratia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949148567&partnerID=40&md5=a09f1a82dc7af1c5e76c8f90a5115d9f","Human factors centered aviation accident analyses report that skill based errors are known to be cause of 80% of all accidents, decision making related errors 30% and perceptual errors 6%1. In-flight decision making error is a long time recognized major avenue leading to incidents and accidents. Through the past three decades, tremendous and costly efforts have been developed to attempt to clarify causation, roles and responsibility as well as to elaborate various preventative and curative countermeasures blending state of the art biomedical, technological advances and psychophysiological training strategies. In-flight related statistics have not been shown significantly changed and a significant number of issues remain not yet resolved. Fine Postural System and its corollary, Postural Deficiency Syndrome (PDS), both defined in the 1980's, are respectively neurophysiological and medical diagnostic models that reflect central neural sensory-motor and cognitive controls regulatory status. They are successfully used in complex neurotraumatology and related rehabilitation for over two decades. Analysis of clinical data taken over a ten-year period from acute and chronic post-traumatic PDS patients shows a strong correlation between symptoms commonly exhibited before, along side, or even after error, and sensory-motor or PDS related symptoms. Examples are given on how PDS related central sensory-motor control dysfunction can be correctly identified and monitored via a neurophysiological ocular-vestibular-postural monitoring system. The data presented provides strong evidence that a specific biomedical assessment methodology can lead to a better understanding of in-flight adaptive neurophysiological, cognitive and perceptual dysfunctional status that could induce in flight-errors. How relevant human factors can be identified and leveraged to maintain optimal performance will be addressed."
"Linking task analysis to information relevance","2008","Human Factors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57749171346&partnerID=40&md5=e917614da6c730b5c6fe0ba51f3fc081","Objective: The main objective of this study is to present a methodology for computing information relevance. Background: Relevance is a pervasive term used in several domains, such as pragmatics, information science, and psychology. Quantifying the relevance of information can be helpful in effective display design. Displays should be designed so that the more relevant information is more easily accessed. Method: This procedure focuses on computing the relevance of a piece of information by taking into account three aspects of tasks that use the information: the number of different tasks that make use of the information, the frequency of occurrence of those tasks, and the criticality of those tasks. The methodology can be used to compute the aggregate relevance of a piece of information for a particular component of a system or for the entire system. This methodology was illustrated using the domain of air traffic control (ATC). Results: In support of the validity of the methodology, we were able to confirm the value of weather information and traffic information in ATC towers. Conclusion: The method can be used to derive information relevance, a characteristic of information that has implications for display design for any domain. Application: Designers can use information about aggregate relevance to design information displays that feature the most relevant information. Copyright © 2008, Human Factors and Ergonomics Society."
"De-individualized psychophysiological strain assessment during a flight simulation test-Validation of a space methodology","2008","Acta Astronautica","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48549107643&partnerID=40&md5=a6834c40c9560f45cd906fe0ad65225c","For the evaluation of an operator's skill reliability indicators of work quality as well as of psychophysiological states during the work have to be considered. The herein presented methodology and measurement equipment were developed and tested in numerous terrestrial and space experiments using a simulation of a spacecraft docking on a space station. However, in this study the method was applied to a comparable terrestrial task-the flight simulator test (FST) used in the DLR selection procedure for ab initio pilot applicants for passenger airlines. This provided a large amount of data for a statistical verification of the space methodology. For the evaluation of the strain level of applicants during the FST psychophysiological measurements were used to construct a ""psychophysiological arousal vector"" (PAV) which is sensitive to various individual reaction patterns of the autonomic nervous system to mental load. Its changes and increases will be interpreted as ""strain"". In the first evaluation study, 614 subjects were analyzed. The subjects first underwent a calibration procedure for the assessment of their autonomic outlet type (AOT) and on the following day they performed the FST, which included three tasks and was evaluated by instructors applying well-established and standardized rating scales. This new method will possibly promote a wide range of other future applications in aviation and space psychology. © 2008 Elsevier Ltd. All rights reserved."
"Cognitive function following exposure to contaminated air on commercial aircraft: A case series of 27 pilots seen for clinical purposes","2008","Journal of Nutritional and Environmental Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51049112949&partnerID=40&md5=23e8aeeae83e649bd35045c858ac6bc5","Background. Cabin air on commercial aircraft is sometimes contaminated with hydraulic fluids, synthetic jet engine oils and combusted or pyrolized materials. The incidence of contaminated air events is hard to quantify as commercial aircraft do not have air quality monitoring systems on board. In the UK, around 350 aircrew have advised their union that they may be suffering physical and psychological ill health following exposure to contaminated air. Design. This paper presents a case series of 27 pilots referred for psychological assessment. The general aim of the assessment was to determine whether pilots show evidence of cognitive impairment and whether this relates to exposure history. Materials and method. All pilots underwent neuropsychological and adult mental health assessment, undertaken by 12 examiners, instructed to search for alternative explanations other than exposure to toxic fumes for any symptoms reported. Results. Pilots reported alarming cognitive failures at work such as being unable to retain or confusing numerical information from Air Traffic Control. Nine pilots were excluded from further analysis because they had a medical or psychiatric condition which might otherwise explain these difficulties. In the remaining 18 pilots, language, perceptual skills and general intellectual ability were preserved, but performance on tests of psychomotor speed, attention and executive functioning was below expected levels. Conclusions. The cognitive deficits identified in this cohort of pilots cannot be attributed to factors such as mood disorder or malingering. However, the evidence available in this study does not enable firm conclusions to be drawn regarding a causal link with contaminated air; the cohort of pilots was self-selected and only crude indices of exposure were available. Further research is warranted given the scientific uncertainty regarding the health effects of inhalation of heated or pyrolized engine oil. © 2008 Informa UK Ltd."
"Organizational problems of disaster victim identification in mass casualties as exemplified by Tu 154-M and Airbus A310 passenger plane crashes","2008","Sudebno-Meditsinskaya Ekspertisa","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149357562&partnerID=40&md5=b2273cd43254ceb18b88d6b7affc2ae2","Managerial experience is described that was gained during the large-scale work on victim identification following mass casualties in the Tu 154-M and Airbus A310 passenger plane crashes. The authors emphasize the necessity to set up a specialized agency of constant readiness meeting modern requirements for the implementation of a system of measures for personality identification. This agency must incorporate relevant departments of the Ministries of Health, Defense, and Emergency Situations as well as investigative authorities and other organizations."
"Study on the health status of the residents near military airbases in Pyeongtaek city","2008","Journal of Preventive Medicine and Public Health","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149157985&partnerID=40&md5=32b1b437485f5a10dabc6232ccfad42c","Objectives: We conducted an epidemiologic survey to evaluate the effect of the aircraft noise exposure on the health of the residents near the military airbases in Pyeongtaek City. Methods: The evaluation of environmental noise level, questionnaire survey, and health examination were performed for 917 residents. The study population consisted of four groups: subjects who lived in the village close to the fighter airbase (high exposure), subjects who lived along the course of fighters (intermediate exposure), and subjects near a helicopter airbase, and the control group. Results: The prevalence of the aircraft noise related accident and irritable bowel syndrome in the exposure groups were higher than that of the control group. The risks of noise induced hearing loss, hypertension and diabetes mellitus were higher in the exposed groups than in the control group. The prevalence of anxiety disorder and primary insomnia were higher in the exposed groups than in the control group. Prevalence odd ratios of the risk for primary insomnia after adjusting age, sex, agricultural noise, and occupation were 4.03 [95% confidence interval (95% CI) 1.56-10.47] for the subject near the helicopter airbase, 1.23 (95% CI 0.40-3.76) for those intermediately exposed to fighter noise, and 4.99 (95% CI 2.14-11.64) for those highly exposed to fighter noise. Conclusions: The results of the present study suggest that the aircraft noise may have adverse effects on hearing function, cardiovascular health and mental health. Therefore, it seems to be needed to take proper measures including the control of the aircraft noise and the management of the exposed people' s health."
"The Flight Anxiety Situations Questionnaire and the Flight Anxiety Modality Questionnaire: Norms for people with fear of flying","2008","Travel Medicine and Infectious Disease","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049112667&partnerID=40&md5=d9b5e4ce7921d9bd4fb95b25d1fbab65","Background: The Flight Anxiety Situations Questionnaire (FAS) and the Flight Anxiety Modality Questionnaire (FAM) are widely used in clinical practice and research studies. The aim of this study was to derive norms for people suffering from fear of flying completing the FAS and FAM. Methods: The sample is composed of 2072 individuals suffering from fear of flying and 1012 non-patients. Means, standard deviations and percentile ranks for raw FAS and FAM subscale scores will be presented. Normative data are provided enabling the comparison of individual scores. Results: The results showed a conspicuous difference between the patient and non-patient samples. As a whole the patient group scored higher on the scale assessing the level of anxiety experienced in different flight or flight-related situations and on the scale measuring the symptoms of anxiety or anticipatory anxiety in flight situations than the normal controls. Conclusions: The findings of this study suggest that the FAS and FAM questionnaires can be applied in the investigation of fearful flyers and the normal population. A considerable number of flying phobics obtained scores in the clinically significant range on the subscales assessing anticipatory anxiety, in-flight anxiety, generalized flight anxiety, somatic complaints and cognitive complaints. © 2008 Elsevier Ltd. All rights reserved."
"Enumeration: Shape information and expertise","2008","Acta Psychologica","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49349101708&partnerID=40&md5=e828bcddb8adcfaab47ca50ab874a3f9","This study examined the interaction between grouping information and expertise in a simple enumeration task. In two experiments, participants made rapid judgements about the number of items present in a visual display. Within each display, items were grouped into a canonical representation (e.g., triangle, square, and pentagon) or were arranged linearly. In both experiments, grouping information facilitated enumeration performance, replicating previous findings in the literature. In Experiment 2, the facilitative effect of grouping information was found to be greater for Air Traffic Controllers (ATCs) than for matched novices, though they were no better than novices on linear arrays. This may be because linear, like canonical arrays, hold unique numerosity information, but only when they contain the minimum number of points necessary to define a line (i.e., 2). So ATCs' performance on linear arrays containing more than two items does not benefit from a facilitative effect of grouping information. That their experience of being ATCs, in terms of years served, was shown to account for the expertise effect suggests that such visuospatial expertise is acquired through frequent exposure to spatial arrays. © 2008 Elsevier B.V. All rights reserved."
"Risk tolerance and pilot involvement in hazardous events and flight into adverse weather","2008","Journal of Safety Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50949124514&partnerID=40&md5=0efa890729629d6e71f1d3c44275cdd2","Introduction: According to Lopes [Lopes, L.L. (1987). Between hope and fear: The psychology of risk. Advances in Experimental Social Psychology, 20, 255-295] tolerance of risk may be governed by sensitivity to either the opportunities for gain or threats of loss involved. Methods: In the initial study, qualified pilots were presented with 36 written flight scenarios that varied in the levels of opportunity and threat present. The pilots rated the likelihood that they would undertake each flight. Pilots were largely risk averse, as their ratings were all significantly influenced by threat. Results: The pilots whose ratings were significantly influenced by opportunity had been involved in more hazardous aviation incidents than the other pilots. In the final study, 32 qualified pilots completed both the risk tolerance measure and a simulated flight into adverse weather. The pilots who continued flying into adverse weather were less risk averse compared to the pilots who diverted. This further highlighted the link between risk tolerance and risk-taking, and suggested that some pilots may fly into adverse weather because of a greater tolerance of risk. Impact on Industry:The studies provide evidence that a measure of risk tolerance can predict potential accident involvement amongst general aviation pilots. © 2008 National Safety Council and Elsevier Ltd."
"Testing a multidimensional nonveridical aircraft collision avoidance system","2008","Human Factors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52049124267&partnerID=40&md5=8bce6ca80e2647ec2d1756b2cdf925d7","Objective: This study explores operators' ability to use a multidimensional, nonveridical control display. Background: Veridical displays represent realistic scenes. State space displays represent nonveridical n-dimensional information based on informative coordinate axes plus variable features such as color and shading. Empirical investigation of state space displays is relatively new to human factors research. Method: Twelve licensed general aviation pilots flew flight scenarios, trying to deviate as little as possible from a preassigned course while still maintaining standard en route separation from traffic. Flight performance using only a veridical cockpit display of traffic information (CDTI) was compared with performance using the CDTI augmented by a 4-D nonveridical state space collision avoidance system (CDTI+4CAS). Results: Using moderate traffic density and complex traffic geometry, the CDTI+4CAS condition showed performance superiority over the baseline CDTI-only condition for five of five dependent measures of maneuver efficiency, four of four measures of maneuver safety, and six of nine measures of user workload. Conclusion: Results suggest that nonveridical information display may enhance operator performance on a control task involving simultaneous processing of multidimensional information. Application: Nonveridical information displays have potential application wherever human control of multidimensional processes is involved. Copyright © 2008, Human Factors and Ergonomics Society."
"The Acquisition of Robust and Flexible Cognitive Skills","2008","Journal of Experimental Psychology: General","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449103900&partnerID=40&md5=fc7b26297cbd4fd8ea89e1bbdcfe2089","The authors introduce a model of skill acquisition that incorporates elements of both traditional models and models based on embedded cognition by striking a balance between top-down and bottom-up control. A knowledge representation is used in which pre- and postconditions are attached to actions. This model captures improved performance due to learning not only in terms of shorter solution times and lower error rates during the task but also in an increased flexibility to solve similar problems and robustness against unexpected events. In 3 experiments using a complex aviation task, the authors contrasted instructions that explicitly stated pre- and postconditions with conventional instructions that did not. The instructions with pre- and postconditions led to better and more robust performance than other instructions, especially on problems that required transfer. The parameters of the model were estimated to obtain a quantitative fit of the results of Experiment 1, which was then successfully used to predict the results of Experiments 2 and 3. © 2008 American Psychological Association."
"Risk Management by Early Recognition of Warning Signs in Patients in Forensic Psychiatric Care","2008","Archives of Psychiatric Nursing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47149093014&partnerID=40&md5=7b1a760bae7141dfafe394e17b0a5b2b","Purpose: To clarify the concept of early recognition for the field of forensic nursing. The concept is based on the proposition that patient behavior deteriorating toward aggression is idiosyncratic but nevertheless reconstructable like a ""signature."" Once reconstructed, this signature can be used to detect ""early signs"" of deterioration and thus prevent violent behavior. Concept: Early recognition is approached from the perspective of deteriorating behavior. Special attention is paid to the social and interpersonal factors related to the individual behaving violently. From this perspective, the thoughts, feelings, and behavior of the patient can indicate the onset of aggression, and early recognition of these warning signs can help thwart such deterioration. The aviation metaphor of a ""black box"" is used to emphasize the importance of attention to early warning signs. Patients in forensic care must draw upon their previous experiences (i.e., their own black boxes) to gain insight into their violent behavior and the warning signals for this. The emphasis is on the cooperation between the patient and the nurse in the application of risk management strategies. The Early Recognition Method provides an approach in which patients and nurses also gradually attune their perspectives on aggressive behavior. Conclusion: The concept of early recognition is important because it extends the idea of early intervention to include enabling patients to control their own behavior. Early recognition has strong practical implications for forensic nurses as it allows them to attenuate aggression by assisting patients with the detection of early warning signs. © 2008 Elsevier Inc. All rights reserved."
"Expertise and age differences in pilot decision making","2008","Aging, Neuropsychology, and Cognition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649114088&partnerID=40&md5=c453143247b279a157b6ff69774df02d","We examined the influence of age and expertise on pilot decision making. Older and younger expert and novice pilots read at their own pace scenarios describing simpler or more complex flight situations. Then in a standard interview they discussed the scenario problem and how they would respond. Protocols were coded for identification of problem and solutions to this problem, and frequency of elaborations on problem and solution. Scenario comprehension was measured as differential reading time allocation to problem-critical information and scenario memory by the accuracy of answering questions about the scenarios after the interview. All groups accurately identified the problems, but experts elaborated problem descriptions more than novices did. Experts also spent more time reading critical information in the complex scenarios, which may reflect time needed to develop elaborate situation models of the problems. Expertise comprehension benefits were similar for older and younger pilots. Older experts were especially likely to elaborate the problem compared to younger experts, while older novices were less likely to elaborate the problem and to identify appropriate solutions compared to their younger counterparts. The findings suggest age invariance in knowledge-based comprehension relevant to pilot decision making. © 2008 Psychology Press."
"Carrier density dependence of nonresonant carrier tunneling in GaAs double quantum wells - Effect of exciton and free carrier thermodynamic","2008","Physica Status Solidi (C) Current Topics in Solid State Physics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45749130524&partnerID=40&md5=2188b7a6befffc70a9db6ed4d69f5482","Nonresonant carrier tunneling dynamics in GaAs/AlGaAs double quantum wells as a function of carrier density was investigated by using time-resolved pump and probe measurements. At low temperatures, tunneling time increases with increasing carrier density. At high temperatures, no dependence of tunneling time on carrier density was shown. This unique behavior is well explained by the thermodynamic effect between excitons and free carriers as a function of carrier density on the tunneling process. At low temperatures, a larger fraction of excitons at a higher carrier density, which have a relatively slow tunneling time in contrast to free electrons, leads to a slow tunneling time. The independence of the tunneling time at high temperatures is attributed to the insensitivity of the exciton population to the increased carrier density. © 2008 WILEY-VCH Verlag GmbH & Co. KGaA."
"Aviation","2008","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350596131&partnerID=40&md5=fe89e88776a88819654ea8c1c7eb9a0a","[No abstract available]"
"Nondiscrimination on the basis of disability in air travel. Final rule.","2008","Federal Register","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47249140400&partnerID=40&md5=be35aec6f7bb00adb024e609e06ebdd4","The Department of Transportation is amending its Air Carrier Access Act (ACAA) rules to apply to foreign carriers. The final rule also adds new provisions concerning passengers who use medical oxygen and passengers who are deaf or hard-of-hearing. The rule also reorganizes and updates the entire ACAA rule. The Department will respond to some matters raised in this rulemaking by issuing a subsequent supplemental notice of proposed rulemaking."
"Offering a medical examination following disaster exposure does not result in long-lasting reassurance about health complaints","2008","General Hospital Psychiatry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-42149192476&partnerID=40&md5=199296ddcea269d1fea078cd16a96864","Objective: This study tested the hypothesis that large-scale provision of individual medical examination will reduce persistent anxiety about health and subjective health complaints after involvement in an aviation disaster with alleged exposure to hazardous chemicals. Method: Three measurements were performed: during the medical examination, 6 weeks later during consultation with the physician and 12 weeks after the first examination. Rescue workers (n=1736) and residents (n=339) involved in the disaster participated. Standardized questionnaires on health complaints and concerns were administered. Results: Both groups reported increased health anxiety and somatic sensitivity after 12 weeks. Residents reported more posttraumatic stress symptoms, whereas rescue workers seemed to have gained a better quality of life and were somewhat reassured. Participants who attended the consultation with the physician showed increased reassurance scores after 6 weeks, but their worries had increased again on follow-up. However, nonattendees reported more health anxiety on follow-up. More participants judged participation to have had a positive impact, instead of a negative impact, on their health. Conclusion: Our study does not indicate that a large-scale medical examination offered after involvement in a disaster has long-lasting reassuring effects and suggests that such examination may have counterproductive effects by sensitizing participants to health complaints. © 2008 Elsevier Inc. All rights reserved."
"Who is too old for shift work? Developing better criteria","2008","Chronobiology International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47349122186&partnerID=40&md5=79b0e95170ba7b3040e71648c25fa37a","Demographic and social trends in industrialized countries are expected to lead to increasing numbers of older shift workers, raising concerns about possible health and safety risks. For older night workers, the International Labour Organization has recommended options for transferring to day work or early retirement, but few States have adopted these measures. For commercial air transport pilots, the International Civil Aviation Organization has implemented a series of regulatory measures that could manage the risks associated with aging, including a mandatory retirement age, regular medical assessments for fitness to fly, and limits on the duration of duty and rest. Each of these approaches has strengths and weaknesses. The mandatory retirement age is effectively arbitrary, has been controversial, and was recently increased from 60 to 65 yrs for one member of a two-person cockpit crew. Medical assessments offer a more individualized approach, but to improve safety, they must address aspects of health and physical or mental function that affect work performance and safety outcomes. The traditional focus has been on cardiovascular risk factors, although cardiac incapacitation is not a cause of accidents in a two-person cockpit aircraft. On the other hand, while pilot fatigue is an acknowledged cause of accidents, there is currently no requirement to consider issues associated with fatigue or sleep problems in fitness-to-fly medical assessments. Older long-haul pilots show greater sleep fragmentation than their younger colleagues and those in the general population. Sleep becomes more fragmented with increasing age, but the functional significance of this remains unclear. Among younger adults, experimental sleep fragmentation leads to increased sleepiness and degradation of performance and mood. Greater sleep loss is reported by older long-haul pilots, as well as other older shift workers, compared to younger people working similar duty patterns. Experimental sleep restriction causes a degradation of performance and mood that is cumulative and dose-dependent. In addition, a recent large-scale flight simulation study indicates that the duration of sleep obtained by individual pilots is an independent predictor of crew performance in a two-person cockpit. Based on these considerations, we propose that fatigue and sleep-related issues should become a standard part of fitness-for-work medical assessments, particularly for older shift workers. A multi-layered approach is proposed, with a routine structured sleep history leading to referral to specialist sleep services where appropriate. Criteria for specialist referral and medical retirement should be related to the workplace risk represented by an older worker. Additional research is needed to develop and validate sleep-related criteria for assessing fitness for work. For example, a better understanding of the effects of sleep fragmentation on the waking function of older workers might lead to a fragmentation threshold for fitness for work. The potential negative effects of unemployment and early retirement also need to be taken into account when considering the options for managing the occupational health and safety needs of older shift workers. Copyright © Informa Healthcare."
"Frances McGehee (1912-2004): The first earwitness researcher","2008","Perceptual and Motor Skills","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44349104233&partnerID=40&md5=3e1b9a9fa31d1b283de94d95db822c7e","The conviction of Bruno Richard Hauptmann (State v. Hauptmann, 1935) for the kidnap and murder of baby Charles Lindbergh, Jr. in 1932, which attracted world-wide attention and still remains controversial today, was based in part on voice identification evidence. This trial was the stimulus for the development of the first scientific experiments on voice identification. However, the historical contributions of Frances McGehee (1937, 1944), who can legitimately be called the First Ear-witness Researcher, have generally been overlooked. An outline of the voice identification evidence presented by the State in the Hauptmann trial is described. A description of McGehee's research methodology, major findings, and scientific criticisms are presented, and a brief sketch of McGehee's life (1912-2004) is offered. © Perceptual and Motor Skills 2008."
"Cabin cruising altitudes for regular transport aircraft","2008","Aviation Space and Environmental Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41549116751&partnerID=40&md5=77e7543e81e85778b8469148e44c8001","The adverse physiological effects of flight, caused by ascent to altitude and its associated reduction in barometric pressure, have been known since the first manned balloon flights in the 19th century. It soon became apparent that the way to protect the occupant of an aircraft from the effects of ascent to altitude was to enclose either the individual, or the cabin, in a sealed or pressurized environment. Of primary concern in commercial airline transport operations is the selection of a suitable cabin pressurization schedule that assures adequate oxygen partial pressures for all intended occupants. For the past several decades, 8000 ft has been accepted as the maximum operational cabin pressure altitude in the airline industry. More recent research findings on the physiological and psycho-physiological effects of mild hypoxia have provided cause for renewed discussion of the "" acceptability"" of a maximum cabin cruise altitude of 8000 ft; however, we did not find sufficient scientific data to recommend a change in the cabin altitude of transport category aircraft. The Aerospace Medical Association (AsMA) should support further research to evaluate the safety, performance and comfort of occupants at altitudes between 5000 and 10,000 ft. Copyright © by the Aerospace Medical Association."
"Retention of knowledge and skills in first aid and resuscitation by airline cabin crew","2008","Resuscitation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38849114983&partnerID=40&md5=5d7ad60586fece6efa65e1a5c83f5107","The study was conducted to investigate the retention of CPR and AED skills, first aid knowledge and perceived levels of confidence for a sample of 35 cabin crew 12 months after recurrent training. The 35 cabin crew undertook a mock resuscitation scenario using the AED and bag-valve-mask carried in the medical kit. Of the 35 subjects, 33 subjects failed to use the bag-mask correctly, 18 performed chest compressions at the incorrect site, only 13 achieved the correct compression depth, only 20 placed the AED pads correctly, and the average time to first shock was 110 s after commencement of the resuscitation. While theoretical first aid knowledge was high, the participants held low levels of self-confidence in their CPR and AED skills. The results of this study indicate that cabin crew may not have sufficiently high levels of skill to manage a cardiac arrest adequately. This suggests that existing approaches to training of cabin crew require further investigation and modification. © 2007 Elsevier Ireland Ltd. All rights reserved."
"The effect of preferred music listening on stress levels of air traffic controllers","2008","Arts in Psychotherapy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949192523&partnerID=40&md5=49ee02db1e6ec809cf279240523073ab","The effect of preferred music listening on stress levels of 33 air traffic controllers (31 males, mean age = 34) was examined. A stratified random sample was employed to evenly represent Extraversion-Introversion and Low-High-Trait Anxiety in the experimental conditions. The control condition was sitting in silence, while the experimental condition was preferred music listening. Dependent variables included heart rate, mean arterial pressure, state anxiety, and perceived air traffic activity. Results indicated that in both the control and experimental conditions state anxiety levels significantly decreased over time (p < .05), with no difference in decrease between the conditions. There were no significant differences in physiological measures found between or within groups. However, a significant interaction effect revealed that the group with High-Trait Anxiety and Introversion experienced no decrease in state anxiety over time. This same personality combination also perceived significantly higher air traffic activity than the three other personality combination types. Self-reports of degree of liking the music and effectiveness in stress reduction indicate a positive report of music in reducing work stress for air traffic controllers. This study contributes to the development of a model that aspires to elucidate music and workplace interactions; as well, it has implications for music therapy practice in organizations. © 2007 Elsevier Ltd. All rights reserved."
"Determinants of conflict detection: A model of risk judgments in air traffic control","2008","Human Factors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40449115093&partnerID=40&md5=b6dd7b09d44f01d009f95627f67faea2","Objective: A model of conflict judgments in air traffic control (ATC) is proposed. Background: Three horizontal distances determine risk judgments about conflict between two aircraft: (a) Dt<inf>0</inf> is the distance between the crossing of the aircraft trajectories and the first aircraft to reach that point; (b) Dt<inf>h</inf> is the distance between the two aircraft when they are horizontally closest; and (c) Dt<inf>v</inf> is the horizontal distance between the two aircraft when their growing vertical distance reaches 1,000 feet. Methods: Two experiments tested whether the variables in the model reflect what controllers do. In Experiment 1, 125 certified controllers provided risk judgments about situations in which the model variables were manipulated. Experiment 2 investigated the relationship between the model and expertise by comparing a population of certified controllers with a population of ATC students. Results: Across both experiments, the model accounted for 44% to 50% of the variance in risk judgments by certified controllers (N = 161) but only 20% in judgments by ATC students (N = 88). There were major individual differences in the predictive power of the model as well as in the contributions of the three variables. In Experiment 2, the model described experts better than novices. Conclusion: The model provided a satisfying account of the data, albeit with substantial individual differences. It is argued that an individual-differences approach is required when investigating the strategies involved in conflict judgment in ATC. Application: These findings should have implications for developing user-friendly interfaces with conflict detection devices and for devising ATC training programs. Copyright © 2008, Human Factors and Ergonomics Society. All rights reserved."
"A season of scrutiny","2008","Aerospace America","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40249094490&partnerID=40&md5=48607093686121c94c55251b6153d375","The age 60 rule law that many in Washington thought popped out of nowhere is passed unanimously by both houses of Congress and signed by Bush in a two-day blitz in December 2007. The new law, says that pilots can fly until age 65 and there are no restrictions on domestic operations, on international flights, because of International Civil Aviation Organization (ICAO), rules at least one person on flight deck still must be under 60. The change took place and the age 60 rule ended because of shifts in priorities, power, and personalities in the nation's capital. The retirement age provision is originally included in a larger bill to reauthorize FAA programs. The delay with STS-122 meant a corresponding delay in hauling ESA's Columbus laboratory to the ISS and even Columbus is an issue of prestige to some in Europe."
"The secretary of state for aviation and the policy of excluding Jews; Le secrétariat d'État à l'Aviation et la politique d'exclusion des Juifs","2008","Archives Juives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749139408&partnerID=40&md5=00a7940dab994f5ed3b3db39b6edf634","Under the command of general Bergeret, the Air Force office intends to prove overzealously how the anti Jewish laws can be enforced. At the time of the interdepartmental meeting prior to the law of June 1941, it is the only department to ask for and obtain a more restrictive revision of the text. Very minute inquests enable the department to check that no civil servant or military man managed to escape the law. There are various reasons to this attitude : this department which is very anxious about its efficiency, is essential for the government, and cares to gain the favour of the German services on which the civilian as well as the military aviation district depend; it can also be pointed out that this district endeavours to dismiss the politics of nationalization of the Popular Front to which personalities of Jewish origin were associated. This article presents results backed up by figures of these politics of exclusion in the Air Force Office, and moves on to the very specific problem of the aviation industries among which the exclusion of Jews was enforced in a discretionary way."
"Caffeine: Mitigating the effects of Fatigue on the flight deck?","2008","Proceedings of the Human Factors and Ergonomics Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350576556&partnerID=40&md5=5e439148c6eb668b18b6cec1e3e5ac82","Fatigue relating from sleep loss or circadian disruptions continues to pose a significant threat within aviation. Caffeine is one method employed by pilots on the flight deck to alleviate some of the symptoms associated with fatigue. The present study sought to investigate the effects of caffeine on pilot performance during a demanding task. Employing a repeated measures design, forty-two pilots were randomly divided into three groups (Omg/kg, 3mg/kg and 5mg/kg of caffeine) and completed a base-line task followed by a test task, thirty minutes post caffeine consumption. Both experimental tasks involved pilots completing games on Space Fortress - a computer-based research tool developed at the University of Illinois - Cognitive Psychophysiology Laboratory for the study of complex skills. The results failed to reveal any difference in pilots' performance from the consumption of caffeine. The results are discussed from both an applied and experimental perspective."
