year,title,doc
1991,Attitude Changes in Navy/Marine Flight Instructors Following an Aircrew Coordination Training Course,<title>Attitude Changes in Navy/Marine Flight Instructors Following an Aircrew Coordination Training Course</title>
1991,Display Formatting Techniques for Improving Situation Awareness in the Aircraft Cockpit,<title>Display Formatting Techniques for Improving Situation Awareness in the Aircraft Cockpit</title>
1991,Practitioner Paper: Simulator Qualification: Just as Phony as It Can Be,<title>Practitioner Paper: Simulator Qualification: Just as Phony as It Can Be</title>
1991,"Comparing the Cattell, 16PF profiles of male and female commercial airline pilots","<title>Comparing the Cattell, 16PF profiles of male and female commercial airline pilots</title>"
1991,Pilot Personality and Crew Coordination: Implications for Training and Selection,<title>Pilot Personality and Crew Coordination: Implications for Training and Selection</title>
1991,"Cockpit Task Management: Ftefimraary Definitions, Normative Theory, Error Taxonomy, and Design Recommendations","<title>Cockpit Task Management: Ftefimraary Definitions, Normative Theory, Error Taxonomy, and Design Recommendations</title>"
1991,Heart Period as a Useful Index of Pilot Workload in Commercial Transport Aircraft,<title>Heart Period as a Useful Index of Pilot Workload in Commercial Transport Aircraft</title>
1991,The Impact of Personality and Task Characteristics on Stress and Strain During Helicopter Flight,<title>The Impact of Personality and Task Characteristics on Stress and Strain During Helicopter Flight</title>
1991,Examining Transfer of Training Using Curve Fitting: A Second Look,<title>Examining Transfer of Training Using Curve Fitting: A Second Look</title>
1990,How effective is cockpit resource management training? Exploring issues in evaluating the impact of programs to enhance crew coordination.,<title>How effective is cockpit resource management training? Exploring issues in evaluating the impact of programs to enhance crew coordination.</title>
1990,Lessons from the aftermath of flight 232: Practical considerations for the mental health profession's response to air disasters,<title>Lessons from the aftermath of flight 232: Practical considerations for the mental health profession's response to air disasters</title>
1990,On risk factors causing neuroses and psychosomatic diseases in the flying personnel,<title>On risk factors causing neuroses and psychosomatic diseases in the flying personnel</title>
1990,Specific features of aviation specialists with different psychological compatibility in small groups,<title>Specific features of aviation specialists with different psychological compatibility in small groups</title>
1990,The pharmacological correction with asparkam of the functional status of pilots in army aviation in a hot climate; Farmakologicheskaia korrektsiia asparkamom funktsional'nogo sostoianiia letchikov armeǐskoǐ aviatsii v usloviiakh zharkogo klimata.,<title>The pharmacological correction with asparkam of the functional status of pilots in army aviation in a hot climate; Farmakologicheskaia korrektsiia asparkamom funktsional'nogo sostoianiia letchikov armeǐskoǐ aviatsii v usloviiakh zharkogo klimata.</title>
1990,Human-Computer Interaction research at the University of Illinois,<title>Human-Computer Interaction research at the University of Illinois</title>
1990,Psychiatric effects of military low-altitude flights on children; UBER DIE PSYCHISCHEN AUSWIRKUNGEN VON MILITARISCHER TIEFFLUGTATIGKEIT AUF KINDER,<title>Psychiatric effects of military low-altitude flights on children; UBER DIE PSYCHISCHEN AUSWIRKUNGEN VON MILITARISCHER TIEFFLUGTATIGKEIT AUF KINDER</title>
1990,"Correlation Among Exact Word, Clozentropy and Pseudo-Clozentropy as Three Scoring Methods in Efl Cloze Tests","<title>Correlation Among Exact Word, Clozentropy and Pseudo-Clozentropy as Three Scoring Methods in Efl Cloze Tests</title>"
1990,"The 'problem' with automation: inappropriate feedback and interaction, not 'over-automation'.","<title>The 'problem' with automation: inappropriate feedback and interaction, not 'over-automation'.</title>"
1990,Cross-cultural evaluation of the booklet version of the Category Test,<title>Cross-cultural evaluation of the booklet version of the Category Test</title>
1990,Corporate instability is related to airline pilots' stress symptoms,<title>Corporate instability is related to airline pilots' stress symptoms</title>
1990,Proceedings of the Human Factors Society 34th Annual Meeting - Orlando '90,<title>Proceedings of the Human Factors Society 34th Annual Meeting - Orlando '90</title>
1990,A retrospective study of marital discord in pilots: The USAFSAM experience,<title>A retrospective study of marital discord in pilots: The USAFSAM experience</title>
1990,Community psychological effects following a non-fatal aircraft accident,<title>Community psychological effects following a non-fatal aircraft accident</title>
1989,Adjustment of sleep and the circadian temperature rhythm after flights across nine time zones,<title>Adjustment of sleep and the circadian temperature rhythm after flights across nine time zones</title>
1989,Accident Simulation as a New Therapy Technique for Post‐ Traumatic Stress Disorder: A case study,<title>Accident Simulation as a New Therapy Technique for Post‐ Traumatic Stress Disorder: A case study</title>
1989,The impact of a military air disaster on the health of assistance workers: A prospective study,<title>The impact of a military air disaster on the health of assistance workers: A prospective study</title>
1989,Personal characteristics related to accident histories of Canadian pilots,<title>Personal characteristics related to accident histories of Canadian pilots</title>
1989,A long‐term psychosocial follow‐up study of burned adults,<title>A long‐term psychosocial follow‐up study of burned adults</title>
1989,"Decision-Making in the International Civil Aviation Organization: Politics, Processes and Personalities","<title>Decision-Making in the International Civil Aviation Organization: Politics, Processes and Personalities</title>"
1989,Selected papers from the Fourth Symposium on Aviation Psychology: I,<title>Selected papers from the Fourth Symposium on Aviation Psychology: I</title>
1989,Causes of the deterioration in the general state of health of pilots in flight (1); Prichiny ukhudsheniia samochuvstviia letchikov v polete (soobshchenie pervoe).,<title>Causes of the deterioration in the general state of health of pilots in flight (1); Prichiny ukhudsheniia samochuvstviia letchikov v polete (soobshchenie pervoe).</title>
1989,Possibilities for the use of aviation simulators during dynamic medical observation of flight personnel; Vozmozhnosti ispol'zovaniia aviatsionnykh trenazherov v protsesse dinamicheskogo vrachebnogo nabliudeniia za letnym sostavom.,<title>Possibilities for the use of aviation simulators during dynamic medical observation of flight personnel; Vozmozhnosti ispol'zovaniia aviatsionnykh trenazherov v protsesse dinamicheskogo vrachebnogo nabliudeniia za letnym sostavom.</title>
1989,A long-term psychosocial follow-up study of burned adults,<title>A long-term psychosocial follow-up study of burned adults</title>
1988,Importance Of Specialized Cognitive Function In The Selecti,<title>Importance Of Specialized Cognitive Function In The Selecti</title>
1988,Perspective flight path displays: application of ergonomically driven display design principles,<title>Perspective flight path displays: application of ergonomically driven display design principles</title>
1988,Correction of the body function of flight instructors in aviation schools during intensive flights; Korrektsiia funktsional'nogo sostoianiia organizma letchikov-instruktorov aviatsionnykh uchilishch v period intensivnykh poletov.,<title>Correction of the body function of flight instructors in aviation schools during intensive flights; Korrektsiia funktsional'nogo sostoianiia organizma letchikov-instruktorov aviatsionnykh uchilishch v period intensivnykh poletov.</title>
1988,The Neglected Entity in Air Disaster Planning: Psychological Services,<title>The Neglected Entity in Air Disaster Planning: Psychological Services</title>
1988,An Airport Director's Perspective on Disaster Planning and Mental Health Needs,<title>An Airport Director's Perspective on Disaster Planning and Mental Health Needs</title>
1988,Primary Prevention in Aircraft Disasters: Integrating Research and Practice,<title>Primary Prevention in Aircraft Disasters: Integrating Research and Practice</title>
1988,Increase in the effectiveness of shaping flight habits with the use of a G-load simulation system in the trainer; O povyshenii éffektivnosti formirovaniia letnykh navykov s pomoshch'iu sistemy imitatsii peregruzok na trenazhere.,<title>Increase in the effectiveness of shaping flight habits with the use of a G-load simulation system in the trainer; O povyshenii éffektivnosti formirovaniia letnykh navykov s pomoshch'iu sistemy imitatsii peregruzok na trenazhere.</title>
1988,Adult children of alcoholics - A treatable entity: An aviation case report,<title>Adult children of alcoholics - A treatable entity: An aviation case report</title>
1988,The psychological health and stress of pilots in a labor dispute,<title>The psychological health and stress of pilots in a labor dispute</title>
1988,The aviation psychology program at RAF Upper Heyford,<title>The aviation psychology program at RAF Upper Heyford</title>
1987,The Macy Reports: Combat fatigue in World War II fliers,<title>The Macy Reports: Combat fatigue in World War II fliers</title>
1987,The visual stress model-A psycho-physiological method for the evaluation of operational reliability of pilots and cosmonauts,<title>The visual stress model-A psycho-physiological method for the evaluation of operational reliability of pilots and cosmonauts</title>
1987,The Prospective impact of psychosocial variables on rates of illness and injury in professional employees,<title>The Prospective impact of psychosocial variables on rates of illness and injury in professional employees</title>
1987,The healthy motivation to fly: No psychiatric diagnosis,<title>The healthy motivation to fly: No psychiatric diagnosis</title>
1987,HISTORY OF THE AERONAUTICAL RESEARCH COUNCIL; A PERSONAL VIEW.,<title>HISTORY OF THE AERONAUTICAL RESEARCH COUNCIL; A PERSONAL VIEW.</title>
1987,A psychophysiological assessment of operator workload during simulated flight missions,<title>A psychophysiological assessment of operator workload during simulated flight missions</title>
1987,Relation between the personality traits of athletes and the quality of their parachute jumps; Vzaimosviaz' mezhdu osobennostiami lichnosti sportsmenov i kachestvom vypolneniia parashiutnykh pryzhkov.,<title>Relation between the personality traits of athletes and the quality of their parachute jumps; Vzaimosviaz' mezhdu osobennostiami lichnosti sportsmenov i kachestvom vypolneniia parashiutnykh pryzhkov.</title>
1987,Effect of a short-term exposure to carbon monoxide high concentrations on man's psychophysiological functions,<title>Effect of a short-term exposure to carbon monoxide high concentrations on man's psychophysiological functions</title>
1987,Experience in evaluating the mental preparedness of pilots for flight; Opyt otsenki psikhicheskoǐ gotovnosti letchika k poletam.,<title>Experience in evaluating the mental preparedness of pilots for flight; Opyt otsenki psikhicheskoǐ gotovnosti letchika k poletam.</title>
1987,Scientific-theoretical problems in the rationale for the system of sociopsychological selection of flight crews; Nauchno-teoreticheskie problemy obosnovaniia sistemy sotsial'no-psikhologicheskogo otbora letnogo sostava.,<title>Scientific-theoretical problems in the rationale for the system of sociopsychological selection of flight crews; Nauchno-teoreticheskie problemy obosnovaniia sistemy sotsial'no-psikhologicheskogo otbora letnogo sostava.</title>
1987,Medico-psychological problems in guaranteeing flight safety today; Mediko-psikhologicheskie voprosy obespecheniia bezopasnosti v sovremennykh usloviiakh.,<title>Medico-psychological problems in guaranteeing flight safety today; Mediko-psikhologicheskie voprosy obespecheniia bezopasnosti v sovremennykh usloviiakh.</title>
1987,The visual stress model--a psycho-physiological method for the evaluation of operational reliability of pilots and cosmonauts,<title>The visual stress model--a psycho-physiological method for the evaluation of operational reliability of pilots and cosmonauts</title>
1986,A review of the psychological aspects of space flight,<title>A review of the psychological aspects of space flight</title>
1986,A Review of the Medical Standards for Civilian Airmen: Synopsis of a Two-Year Study,<title>A Review of the Medical Standards for Civilian Airmen: Synopsis of a Two-Year Study</title>
1986,Use of a Behavior-Based Personality Instrument in Aviation Selection,<title>Use of a Behavior-Based Personality Instrument in Aviation Selection</title>
1986,Marital adjustment and personality in aviation-rated and nonrated warrant officers.,<title>Marital adjustment and personality in aviation-rated and nonrated warrant officers.</title>
1986,Possibilities and limits of using speech signals in aviation and space psychophysiology.,<title>Possibilities and limits of using speech signals in aviation and space psychophysiology.</title>
1985,Back to basics: suggested solutions to some flight instruction problems,<title>Back to basics: suggested solutions to some flight instruction problems</title>
1985,"Color discrimination as a function of saturation, field size, and adaptation level","<title>Color discrimination as a function of saturation, field size, and adaptation level</title>"
1985,Bigness is in the eye of the beholder,<title>Bigness is in the eye of the beholder</title>
1985,GLOC AND DISORIENTATION CRITICAL AREAS IN AEROSPACE PHYSIOLOGY TODAY.,<title>GLOC AND DISORIENTATION CRITICAL AREAS IN AEROSPACE PHYSIOLOGY TODAY.</title>
1985,Trends in the work of the aviation physician; O nekotorykh napravleniiakh raboty aviatsionnogo vracha.,<title>Trends in the work of the aviation physician; O nekotorykh napravleniiakh raboty aviatsionnogo vracha.</title>
1985,ROLE OF SAFETY ENGINEERING IN PRODUCT DEVELOPMENT: IMPROVING THE MANAGEMENT/TECHNICAL INTERFACE.,<title>ROLE OF SAFETY ENGINEERING IN PRODUCT DEVELOPMENT: IMPROVING THE MANAGEMENT/TECHNICAL INTERFACE.</title>
1985,The USAF pilot selection and classification research program,<title>The USAF pilot selection and classification research program</title>
1984,AVIATION PSYCHOLOGY (SELECTED PAPERS PRESENTED AT THE SECOND SYMPOSIUM).,<title>AVIATION PSYCHOLOGY (SELECTED PAPERS PRESENTED AT THE SECOND SYMPOSIUM).</title>
1984,Effects of personality on body temperature and mental efficiency following transmeridian flight,<title>Effects of personality on body temperature and mental efficiency following transmeridian flight</title>
1984,Fear of flying: An Israeli Air Force short case report,<title>Fear of flying: An Israeli Air Force short case report</title>
1984,The pilot and death; Le pilote et la mort.,<title>The pilot and death; Le pilote et la mort.</title>
1984,"The ""personality"" factor and its significance in the occupational suitability of the pilot for combat aviation; ""Licni"" faktor i njegov znacaj u profesionalnom prilagodavanju pilota borbene avijacije.","<title>The ""personality"" factor and its significance in the occupational suitability of the pilot for combat aviation; ""Licni"" faktor i njegov znacaj u profesionalnom prilagodavanju pilota borbene avijacije.</title>"
1984,Medico-psychological problems of the occupational fitness of flight personnel; Mediko-psikhologicheskie voprosy professional'noǐ nadezhnosti letnogo sostava.,<title>Medico-psychological problems of the occupational fitness of flight personnel; Mediko-psikhologicheskie voprosy professional'noǐ nadezhnosti letnogo sostava.</title>
1984,Principles of S-C-R compatibility with spatial and verbal tasks: The role of display-control location and voice-interactive display-control interfacing,<title>Principles of S-C-R compatibility with spatial and verbal tasks: The role of display-control location and voice-interactive display-control interfacing</title>
1984,An investigation of the effectiveness of pilot judgment training,<title>An investigation of the effectiveness of pilot judgment training</title>
1984,Computer-aided testing of pilot response to critical in-flight events,<title>Computer-aided testing of pilot response to critical in-flight events</title>
1984,Application of a multifactor approach to transfer of training research,<title>Application of a multifactor approach to transfer of training research</title>
1983,Achievements of aviation medicine--practical implications; Dostizheniia aviatsionnoǐ meditsiny - v praktiku.,<title>Achievements of aviation medicine--practical implications; Dostizheniia aviatsionnoǐ meditsiny - v praktiku.</title>
1983,Neuropsychiatric symptoms in workers occupationally exposed to jet fuel — a combined epidemiological and casuistic study,<title>Neuropsychiatric symptoms in workers occupationally exposed to jet fuel — a combined epidemiological and casuistic study</title>
1983,Psychological well-being in united states air force fliers,<title>Psychological well-being in united states air force fliers</title>
1983,Characteristics of the medical support for aviation and space flight; Nekotorye osobennosti meditsinskogo obespecheniia aviatsionnykh i kosmicheskikh poletov.,<title>Characteristics of the medical support for aviation and space flight; Nekotorye osobennosti meditsinskogo obespecheniia aviatsionnykh i kosmicheskikh poletov.</title>
1983,"Locus of control, self-serving biases, and attitudes towards safety in general aviation pilots","<title>Locus of control, self-serving biases, and attitudes towards safety in general aviation pilots</title>"
1982,Selected papers from the First International Symposium on Aviation Psychology: III.,<title>Selected papers from the First International Symposium on Aviation Psychology: III.</title>
1982,"The role of communications, socio-psychological, and personality factors in the maintenance of crew coordination","<title>The role of communications, socio-psychological, and personality factors in the maintenance of crew coordination</title>"
1982,Functional optical invariants: A new methodology for aviation research,<title>Functional optical invariants: A new methodology for aviation research</title>
1982,Selected papers from the First International Symposium on Aviation Psychology: I.,<title>Selected papers from the First International Symposium on Aviation Psychology: I.</title>
1982,Variations in the health state of heavy transport helicopter pilots during flight shifts,<title>Variations in the health state of heavy transport helicopter pilots during flight shifts</title>
1982,A method for investigating human factor aspects of aircraft accidents and incidents,<title>A method for investigating human factor aspects of aircraft accidents and incidents</title>
1981,Psychophysiological and other factors affecting human performance in accident prevention and investigation,<title>Psychophysiological and other factors affecting human performance in accident prevention and investigation</title>
1981,Identification of features associated with flying phobia in aircrew,<title>Identification of features associated with flying phobia in aircrew</title>
1981,Space flight and the development of aviation medicine; Kosmonautika i razvitie aviatsionnoǐ meditsiny.,<title>Space flight and the development of aviation medicine; Kosmonautika i razvitie aviatsionnoǐ meditsiny.</title>
1981,Psychophysiological selection: status and prospects; Psikhofiziologicheskiǐ otbor: sostoianie i perspektivy.,<title>Psychophysiological selection: status and prospects; Psikhofiziologicheskiǐ otbor: sostoianie i perspektivy.</title>
1981,Causes of fatigue in civil aviation helicopter crews; O prichinakh utomleniia ékipazheǐ vertoletov grazhdanskoǐ aviatsii.,<title>Causes of fatigue in civil aviation helicopter crews; O prichinakh utomleniia ékipazheǐ vertoletov grazhdanskoǐ aviatsii.</title>
1980,An information-processing interpretation of air traffic control stress,<title>An information-processing interpretation of air traffic control stress</title>
1980,Psychological compatibility on Earth and in outer space,<title>Psychological compatibility on Earth and in outer space</title>
1980,The autogenous training in the psychophysiological preparation for parachute jumping; AUTOGENES TRAINING BEI DER PSYCHOPHYSIOLOGISCHEN VORBEREITUNG AUF FALLSCHIRMSPRUNGE,<title>The autogenous training in the psychophysiological preparation for parachute jumping; AUTOGENES TRAINING BEI DER PSYCHOPHYSIOLOGISCHEN VORBEREITUNG AUF FALLSCHIRMSPRUNGE</title>
1980,Investigation of life change as a contributing factor in aircraft accidents: A prospectus,<title>Investigation of life change as a contributing factor in aircraft accidents: A prospectus</title>
1980,The psychiatrist confronted with psychosomatic disorders in aviators; LE PSYCHIATRE DEVANT LES TROUBLES PSYCHOSOMATIQUES DU PERSONNEL NAVIGANT,<title>The psychiatrist confronted with psychosomatic disorders in aviators; LE PSYCHIATRE DEVANT LES TROUBLES PSYCHOSOMATIQUES DU PERSONNEL NAVIGANT</title>
1980,Complex evaluation of the individual psychological characteristics of flight personnel in medical aviation expertise; Kompleksnaia otsenka individual'no-psikhologicheskikh osobennosteǐ letnogo sostava pri vrachebno-letnoǐ ékspertize.,<title>Complex evaluation of the individual psychological characteristics of flight personnel in medical aviation expertise; Kompleksnaia otsenka individual'no-psikhologicheskikh osobennosteǐ letnogo sostava pri vrachebno-letnoǐ ékspertize.</title>
1980,Relationship between shifts in psychophysiologic indices of civil aviation helicopter crews and the size of their flight loads; Osobennosti sdvigov psikhofiziologicheskikh pokazateleǐ u chlenov ékipazheǐ vertoletov grazhdanskoǐ aviatsii v zavisimosti ot velichiny letnoǐ nagruzki.,<title>Relationship between shifts in psychophysiologic indices of civil aviation helicopter crews and the size of their flight loads; Osobennosti sdvigov psikhofiziologicheskikh pokazateleǐ u chlenov ékipazheǐ vertoletov grazhdanskoǐ aviatsii v zavisimosti ot velichiny letnoǐ nagruzki.</title>
1980,Aviation physician and light work; Aviatsionnyǐ vrach i letnaia rabota.,<title>Aviation physician and light work; Aviatsionnyǐ vrach i letnaia rabota.</title>
1980,The effect of propranolol on human psychomotor performance,<title>The effect of propranolol on human psychomotor performance</title>
1980,Freudian theories and aviation psychology; TEORIE FREUDIANE E PSICOLOGIA AERONAUTICA,<title>Freudian theories and aviation psychology; TEORIE FREUDIANE E PSICOLOGIA AERONAUTICA</title>
1980,Contribution to the history of doctrinaire evolution concerning the psychological selection of aircraft pilots in Italy; CONTRIBUTO ALLA STORIA DELL'EVOLUZIONE DOTTRINARIA IN TEMA DI SELEZIONE PSICOLOGICA DEL PILOTA DI AEREO IN ITALIA,<title>Contribution to the history of doctrinaire evolution concerning the psychological selection of aircraft pilots in Italy; CONTRIBUTO ALLA STORIA DELL'EVOLUZIONE DOTTRINARIA IN TEMA DI SELEZIONE PSICOLOGICA DEL PILOTA DI AEREO IN ITALIA</title>
1980,Investigation of life changes as a contributing factor in aircraft accidents: a prospectus,<title>Investigation of life changes as a contributing factor in aircraft accidents: a prospectus</title>
1980,New ideas on the theme of psychological selection of the aircraft pilot; NUOVE IDEE IN TEMA DI SELEZIONE PSICOLOGICA DEL PILOTA DI AEREO,<title>New ideas on the theme of psychological selection of the aircraft pilot; NUOVE IDEE IN TEMA DI SELEZIONE PSICOLOGICA DEL PILOTA DI AEREO</title>
1979,Flight fitness of pilots in their sixties: Clinical observations and medico-legal considerations; IDONEITA' AL VOLO DEL PILOTA ULTRASESSANTENNE: RILIEVI CLINICI E CONSIDERAZIONI MEDICO-LEGALI,<title>Flight fitness of pilots in their sixties: Clinical observations and medico-legal considerations; IDONEITA' AL VOLO DEL PILOTA ULTRASESSANTENNE: RILIEVI CLINICI E CONSIDERAZIONI MEDICO-LEGALI</title>
1979,Contribution to the establishment of a general theory in the field of aviation psychology; CONTRIBUTO ALL'ELABORAZIONE DI UNA TEORIA GENERALE NEL CAMPO DELLA PSICOLOGIA AERONAUTICA,<title>Contribution to the establishment of a general theory in the field of aviation psychology; CONTRIBUTO ALL'ELABORAZIONE DI UNA TEORIA GENERALE NEL CAMPO DELLA PSICOLOGIA AERONAUTICA</title>
1979,Comparison of three studies of aircraft noise and psychiatric hospital admissions conducted in the same area,<title>Comparison of three studies of aircraft noise and psychiatric hospital admissions conducted in the same area</title>
1979,The current nosographic and clinical validity of flight phobias; ATTUALE VALIDITA NOSOGRAFICA E CLINICA DELLE FOBIE DA VOLO,<title>The current nosographic and clinical validity of flight phobias; ATTUALE VALIDITA NOSOGRAFICA E CLINICA DELLE FOBIE DA VOLO</title>
1979,Personality correlates in a sample of male nurses in the British Royal Air Force,<title>Personality correlates in a sample of male nurses in the British Royal Air Force</title>
1979,Age-related changes of psychophysiological functions of civil pilots due to the vibration-noise effects,<title>Age-related changes of psychophysiological functions of civil pilots due to the vibration-noise effects</title>
1979,"Airline physician defends care: victims' relatives ignored, MD claims.","<title>Airline physician defends care: victims' relatives ignored, MD claims.</title>"
1979,Effect of aviation noise on the functional state of the body in operators; Vliianie aviatsionnogo shuma na funktsional'noe sostoianie organizma operatorov.,<title>Effect of aviation noise on the functional state of the body in operators; Vliianie aviatsionnogo shuma na funktsional'noe sostoianie organizma operatorov.</title>
1979,On the not defendable policy of rejecting candidates for flying training on psychological ground; SULL'INAMMISSIBILITA' DEL CONCETTO DI INIDONEITA' PSICOATTITUDINALE IN RAPPORTO AL VOLO,<title>On the not defendable policy of rejecting candidates for flying training on psychological ground; SULL'INAMMISSIBILITA' DEL CONCETTO DI INIDONEITA' PSICOATTITUDINALE IN RAPPORTO AL VOLO</title>
1979,Considerations on doctrinary elaboration by Gemelli on aeronautical psychology; CONSIDERAZIONI SULL'ELABORAZIONE DOTTRINARIA DEL GEMELLI IN TEMA DI PSICOLOGIA AERONAUTICA,<title>Considerations on doctrinary elaboration by Gemelli on aeronautical psychology; CONSIDERAZIONI SULL'ELABORAZIONE DOTTRINARIA DEL GEMELLI IN TEMA DI PSICOLOGIA AERONAUTICA</title>
1979,"The responsibility of the Air Force Medical Officer in judgements, within the military sphere, for flight fitness; LA RESPONSABILITA' DELL'UFFICIALE MEDICO DELL'AERONAUTICA MILITARE NEL GIUDIZIO DI IDONEITA' AL VOLO NELL'AMBITO MILITARE","<title>The responsibility of the Air Force Medical Officer in judgements, within the military sphere, for flight fitness; LA RESPONSABILITA' DELL'UFFICIALE MEDICO DELL'AERONAUTICA MILITARE NEL GIUDIZIO DI IDONEITA' AL VOLO NELL'AMBITO MILITARE</title>"
1979,Researches on variations in respect of age of mental intellective-perceptive factors and on their practical-doctrinal implications in relation to in-flight errors; INDAGINE SULLE VARIAZIONI IN RAPPORTO ALL'ETA' DEI FATTORI MENTALI INTELLETTIVO-PERCETTIVI E SUE IMPLICAZIONI DOTTRINARIE E PRATICHE IN RELAZIONE AGLI ERRORI IN VOLO,<title>Researches on variations in respect of age of mental intellective-perceptive factors and on their practical-doctrinal implications in relation to in-flight errors; INDAGINE SULLE VARIAZIONI IN RAPPORTO ALL'ETA' DEI FATTORI MENTALI INTELLETTIVO-PERCETTIVI E SUE IMPLICAZIONI DOTTRINARIE E PRATICHE IN RELAZIONE AGLI ERRORI IN VOLO</title>
1979,Sociopsychological factors affecting the human response to noise exposure,<title>Sociopsychological factors affecting the human response to noise exposure</title>
1978,Engineering and psychological principles of the optimization of control systems of flying vehicles,<title>Engineering and psychological principles of the optimization of control systems of flying vehicles</title>
1978,Psychology of the development of special skills of action in flight contingency situations,<title>Psychology of the development of special skills of action in flight contingency situations</title>
1978,The deliberate use of sky diving in the achievement of key educational goals for individuals with environmentally created behavioral disorders; DER INTENTIONALE EINFLUSZ DES FALLSCHIRMSPORTS AUF NOTWENDIGE ERZIEHUNGSZIELE BEI MILIEUREAKTIVEN VERHALTENSSTORUNGEN,<title>The deliberate use of sky diving in the achievement of key educational goals for individuals with environmentally created behavioral disorders; DER INTENTIONALE EINFLUSZ DES FALLSCHIRMSPORTS AUF NOTWENDIGE ERZIEHUNGSZIELE BEI MILIEUREAKTIVEN VERHALTENSSTORUNGEN</title>
1978,Successful transfer of adaptation acquired in a slow rotation room to motion environments in navy flight training,<title>Successful transfer of adaptation acquired in a slow rotation room to motion environments in navy flight training</title>
1978,Fliers mental health problems; PROBLEMES DE SANTE MENTALE EN MILIEU AERONAUTIQUE,<title>Fliers mental health problems; PROBLEMES DE SANTE MENTALE EN MILIEU AERONAUTIQUE</title>
1978,Speech intelligibility through communication headsets for general aviation,<title>Speech intelligibility through communication headsets for general aviation</title>
1978,Emergency mental health services during and after a major aircraft accident,<title>Emergency mental health services during and after a major aircraft accident</title>
1978,Psychophysiological characteristics of pilot performance during short-term exposures to intensive light stimuli,<title>Psychophysiological characteristics of pilot performance during short-term exposures to intensive light stimuli</title>
1978,Autogenic training in the psycophysiological preparation for parachute jumps,<title>Autogenic training in the psycophysiological preparation for parachute jumps</title>
1978,Psychological states and aerobic fitness of male and female recruits before and after basic training,<title>Psychological states and aerobic fitness of male and female recruits before and after basic training</title>
1978,Case report of an obsessive-compulsive personality: A precursor to accident proneness,<title>Case report of an obsessive-compulsive personality: A precursor to accident proneness</title>
1978,The human factor in the genesis and prevention of aeroplane accidents due to disorientation during flights; IL FATTORE UMANO NELLA GENESI E NELLA PREVENZIONE DEGLI INCIDENTI AEREI DOVUTI A DISORIENTAMENTO IN VOLO,<title>The human factor in the genesis and prevention of aeroplane accidents due to disorientation during flights; IL FATTORE UMANO NELLA GENESI E NELLA PREVENZIONE DEGLI INCIDENTI AEREI DOVUTI A DISORIENTAMENTO IN VOLO</title>
1978,The unfitness of the military pilot cadets; IL DISADATTAMENTO DELL'ALLIEVO PILOTA MILITARE,<title>The unfitness of the military pilot cadets; IL DISADATTAMENTO DELL'ALLIEVO PILOTA MILITARE</title>
1978,Morphoscopic perimetry: Utility of visual perception in aviation medicine and in neuropsychology; PERIMETRIA MORFOSCOPICA: SUA UTILITA IN MEDICINA AERONAUTICA ED IN NEUROPSICOLOGIA DELLA PERCEZIONE VISIVA,<title>Morphoscopic perimetry: Utility of visual perception in aviation medicine and in neuropsychology; PERIMETRIA MORFOSCOPICA: SUA UTILITA IN MEDICINA AERONAUTICA ED IN NEUROPSICOLOGIA DELLA PERCEZIONE VISIVA</title>
1978,The mental confabulation in schizoid thought and in the error in flight; LA CONFABULAZIONE MENTALE NEL PENSIERO SCHIZOIDE E NELL'ERRORE IN VOLO,<title>The mental confabulation in schizoid thought and in the error in flight; LA CONFABULAZIONE MENTALE NEL PENSIERO SCHIZOIDE E NELL'ERRORE IN VOLO</title>
1977,Helicopter pilots and 'fatigue from flight'; PILOTI DI ELICOTTERO E 'FATICA DA VOLO',<title>Helicopter pilots and 'fatigue from flight'; PILOTI DI ELICOTTERO E 'FATICA DA VOLO'</title>
1977,Annoyance and Behavioral Aftereffects Following Interfering and Noninterfering Aircraft Noise,<title>Annoyance and Behavioral Aftereffects Following Interfering and Noninterfering Aircraft Noise</title>
1977,Lights and shades regarding the increased interest towards the psychology in the Italian Air Force; LUCI ED OMBRE SULL'AUMENTATO INTERESSE PER LA PSICOLOGIA NELL'AERONAUTICA MILITARE,<title>Lights and shades regarding the increased interest towards the psychology in the Italian Air Force; LUCI ED OMBRE SULL'AUMENTATO INTERESSE PER LA PSICOLOGIA NELL'AERONAUTICA MILITARE</title>
1977,Results of sociologic research on the environmental problem of aircraft noise; SOZIALWISSENSCHAFTLICHE FORSCHUNGSERGEBNISSE ZUM UMWELTPROBLEM FLUGLARM,<title>Results of sociologic research on the environmental problem of aircraft noise; SOZIALWISSENSCHAFTLICHE FORSCHUNGSERGEBNISSE ZUM UMWELTPROBLEM FLUGLARM</title>
1977,The psychophysiological potential of man in space; LES POSSIBILITES PSYCHOPHYSIOLOGIQUES DE L'HOMME DANS L'ESPACE,<title>The psychophysiological potential of man in space; LES POSSIBILITES PSYCHOPHYSIOLOGIQUES DE L'HOMME DANS L'ESPACE</title>
1977,Relevant MMPI Norms for Young Adult Air Force Trainees,<title>Relevant MMPI Norms for Young Adult Air Force Trainees</title>
