"Title","Year","Source title","DOI","Link","Abstract","Author Keywords","Index Keywords"
"The cockpit as multiple activity system: A computational model for understanding situated team performance","2003","International Journal of Aviation Psychology","10.1207/S15327108IJAP1301_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037253310&doi=10.1207%2FS15327108IJAP1301_1&partnerID=40&md5=223ec5353d037f1863504da8bab9ad55","The complex activity that takes place in airline cockpits is productively understood as cognitive action distributed across agents and technology. This article focuses on how the activities of crew members in a B-727 cockpit collectively constitute a functional unit of cognition - a team of cognitive agents who must be coordinated with each other and their task environment. The article addresses actual crew performance executing the Before Takeoff Checklist and applies a model previously developed for characterizing individual cognitive properties underlying use of multiprocess systems. The analysis reveals mechanisms that are interruption-tolerant and enable robust preflight verification of aircraft configuration.","",""
"An information-centered analysis of the tunnel-in-the-sky display, Part one: Straight tunnel trajectories","2003","International Journal of Aviation Psychology","10.1207/S15327108IJAP1301_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037252062&doi=10.1207%2FS15327108IJAP1301_4&partnerID=40&md5=da26ac9362d05e0b1e80ea9b345e5682","The tunnel-in-the-sky display has the potential to become the primary flight display of future aircraft. To understand pilot interaction with a perspective tunnel display and to benefit from this understanding in display design, it is essential to investigate the manner in which pilots use the presented information. A theoretical information-centered analysis is described that studies the effectiveness of the information presented by the tunnel display in the pilot task of controlling an aircraft along straight trajectories. It is shown that in straight tunnel sections, the concept of using the optical gradients of perspective and compression in conjunction with pseudohorizons and the vanishing point, is very useful in understanding pilot behavior. Results from a simulator experiment validate the concept and confirm the effectiveness of following an information-centered methodology in tunnel display design.","",""
"Understanding how pilots make weather-related decisions","2003","International Journal of Aviation Psychology","10.1207/S15327108IJAP1301_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037251739&doi=10.1207%2FS15327108IJAP1301_5&partnerID=40&md5=5ee7eb59ce2f77245444d103abbea008","The decision-making strategies of pilots were examined using a linear modeling technique. Three hundred twenty-six American, 104 Norwegian, and 51 Australian pilots completed a scenario-based judgment task in which they assigned a comfort rating to each of 27 weather scenarios for each of three routes. These data were then used to develop individual regression equations, for each pilot, that described the information combination process used to assign the comfort ratings. The results demonstrate the use of a consistent weather decision model among pilots in these diverse groups. Intercorrelations of mean comfort levels for the 27 scenarios were very high, and each group demonstrated a similar pattern of information use. For each group, the compensatory models of information utilization were favored over noncompensatory models. The results suggest that pilots share a common model for the use of weather information and that training interventions may be equally effective across countries.","",""
"The shape of aviation psychology II: Inspiration and continuation","2003","International Journal of Aviation Psychology","10.1207/S15327108IJAP1301_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037248495&doi=10.1207%2FS15327108IJAP1301_2&partnerID=40&md5=3182e598db2e8086b29de8202d7adc4b","The present study follows that undertaken by O'Hare and Lawrence (2000) that reviewed 104 articles published in The International Journal of Aviation Psychology (IJAP) for the period from 1991 to 1995 (inclusive). Utilizing the same methodology, continuity and change were traced in the 112 articles published during 1996 to 2000 (inclusive) on the dimensions examined in the inaugural review. It was noted that IJAP articles remain characterized by experimental methods in realistic settings using operational personnel as participants, and the analysis of variance as the primary method of analysis. There was, however, a move toward a greater proportion of articles submitted by multiple authors and a decrease in the number of practitioner articles published. While authors from the United States remained predominant as contributors, one of the most exciting changes identified was the move toward more international participation ensuring that IJAP is truly an internationally focused publication.","",""
"U.S. Army Initial Entry Rotary-wing Transfer of Training Research","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1204_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141651885&doi=10.1207%2FS15327108IJAP1204_3&partnerID=40&md5=121a2576b6deb61baa6517309bf9ad14","Early fixed-wing research demonstrated that potential cost and training benefits could be derived from simulation-augmented primary flight training. More recent research in this area has been the exception, not the rule. This is especially true for rotary-wing aircrew training research. Currently, the U.S. Army does not use simulation in the primary (contact) phase of initial entry rotary-wing (IERW) training. Research performed by the Army Research Institute showed that a combination of synthetic flight simulation and criterion-based training during the primary phase of IERW had the potential for saving training time and costs in the aircraft. This research was performed using a low-cost simulator based upon the UH-1 helicopter. In the 4 quasi-experiments reported, positive transfer effectiveness ratios (TERs) were observed for most flight maneuvers pretrained in the simulator; student pilots in the simulator group required fewer iterations than control participants to reach proficiency on most flight maneuvers in the UH-1 training aircraft. As the visual display and flight modeling systems were upgraded, greater TERs were observed, and differences among groups tended to become significant.","",""
"Flight Psychophysiology","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042881135&doi=10.1207%2Fs15327108ijap1201_1&partnerID=40&md5=4cb7a5484b3bfcffd7b8f9935e8c1ff6","[No abstract available]","",""
"Similarities and Differences in Psychophysiological Reactions Between Simulated and Real Air-to-Ground Missions","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042380121&doi=10.1207%2Fs15327108ijap1201_5&partnerID=40&md5=7b645680b45acbfa6ef458687d80d793","This study examines the similarities and differences in psychophysiological reactions in simulated and real flight. Five fighter pilots from the Swedish Air Force participated in the study, flying the same type of mission in a simulator and in real flight. Each pilot flew the same mission 3 times in the simulator and later 3 times in real flight. The pilots' heart rate, heart rate variability, and eye movements were continuously measured. Analyses of these data indicate that the pilots' psychophysiological reactions are very analogous in the simulator and in real flight.","",""
"A comparison of three cardiac ambulatory recorders using flight data","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042380117&doi=10.1207%2Fs15327108ijap1201_9&partnerID=40&md5=189adaf96056b395950b95fc5e13feff","Several ambulatory recording devices are available to record pilots' electrocardiograms (ECG) during flight. The procedures these devices use to record these data vary a great deal. Some record the data in analog form, others in digital form, and others save only the interbeat intervals. With the variety of available devices the comparability of their resulting data needs to be verified for researchers to be confident of their results when sharing data among laboratories. Three ECG recording devices were compared using data collected from pilots during an approximately 60-min flight. The data were simultaneously recorded from the pilots by all 3 recorders. The results show that the devices provide essentially identical heart rate data.","",""
"Improving Rater Calibration in Aviation: A Case Study","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1203_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042378642&doi=10.1207%2FS15327108IJAP1203_7&partnerID=40&md5=9bb3710d7429692fe4313dc141cf2baa","The assessment of pilot performance relies on systematic observation and assessment by a single trained rater or instructor/evaluator (I/E). Because of the importance of aviation safety, it is imperative that the rating and evaluation processes used by these I/Es yield reliable and valid data. This article describes a case study focused on improving the reliability and validity of crew assessment at a commercial carrier. The process for improving reliability involved the evaluation of current training methods, the construction and evaluation of 5 metrics for assessing inter-rater reliability, and a standardized process for using these metrics to train I/Es. A separate set of interventions was developed and implemented to improve structural validity. Data collected from 2 fleets in this airline during a 3-year period indicate aspects of reliability and validity that should be the focal points of continuing I/E training.","",""
"Special Issue on Training Instructors to Evaluate Aircrew Performance","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1203_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042378638&doi=10.1207%2FS15327108IJAP1203_1&partnerID=40&md5=06bda7ed00eebf1daad1866949a9d126","[No abstract available]","",""
"Measuring the Seat of the Pants: Commercial Airline Pilot Turbulence Assessments in a Full-Motion Simulator","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1202_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042378592&doi=10.1207%2FS15327108IJAP1202_2&partnerID=40&md5=f756ed39ca2f71359294d423616114a7","There are significant costs associated with turbulence encounters; for example, turbulence can cause serious injuries for crew and passengers. These problems are exacerbated by the subjective and imprecise way in which turbulence is currently assessed and reported. To study this issue, 16 commercial airline pilots rated simulated turbulence in a full-motion Boeing 767-300ER simulator. We found interpilot variability in judgments of turbulence intensity. Compounding this issue was that pilots created nonstandard descriptions for turbulence. As these pilots, who fly the same aircraft type for one company, judged the same phenomena differently, we surmise that even larger differences will be found across other pilot populations.","",""
"A Comparative Study of Psychophysiological Reactions During Simulator and Real Flight","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041878891&doi=10.1207%2Fs15327108ijap1201_4&partnerID=40&md5=5994731ee22a61dadaeab6008fc51bf2","During selection tests in a flight simulator and a real aircraft, physiological workload measures were evaluated. The selection context guaranteed high motivation in the participant to exert additional effort during difficult flight tasks. The aim of the study was to obtain information about the sensitivity to mental effort of several physiological measures and to explore the applicability of these measures in real flight. The following measures were used: heart rate, heart rate variability, respiration (frequency and amplitude), blood pressure, eye blinks (frequency, duration, and amplitude), and saliva cortisol. Blood pressure was the only measure that was difficult to obtain during real flights. All physiological measures showed large differences between baseline and flight tasks. Heart rate, heart rate variability, and respiratory frequency showed similar results in the simulator and real flight. Blink frequency showed an expected decrease during simulator flight, whereas a large increase was found during real flight. This can be partly explained by eye movements, which were made more frequently during real flight. Blink duration was shorter and amplitude was larger during both flights. This indicates that a combination of blink parameters provides better information about workload than blink frequency alone. Cortisol was not affected by the simulator flight, whereas greatly increased levels were found after the real flight. This indicates that cortisol is not affected by mental effort. G-forces during the real flight most likely caused the increased cortisol levels.","",""
"An Analysis of Mental Workload in Pilots During Flight Using Multiple Psychophysiological Measures","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041878889&doi=10.1207%2Fs15327108ijap1201_2&partnerID=40&md5=67b7ea5d95e598e2a776e2c3e5e81e8e","Piloting an aircraft is a complex task that places demands on several aspects of a pilot's cognitive capabilities. Because of the multifaceted nature of flying, several measures are required to identify the effects of these demands on the pilot. Several psychophysiological measures were recorded so that a wider understanding of the effects of these demands could be achieved. Heart rate, heart rate variability, eye blinks, electrodermal activity, topographically recorded electrical brain activity, and subjective estimates of mental workload were recorded. Ten pilots flew an approximately 90-min scenario containing both visual and instrument flight conditions. To determine the reliability of the psychophysiological measures, the pilots flew the same scenario twice. The responses during the 2 flights were essentially identical. Cardiac and electrodermal measures were highly correlated and exhibited changes in response to the various demands of the flights. Heart rate variability was less sensitive than heart rate. Alpha and delta bands of the brain activity showed significant changes to the varying demands of the scenarios. Blink rates decreased during the more highly visually demanding segments of the flights.","",""
"Workload Issues in Military Tactical Airlift","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041878888&doi=10.1207%2Fs15327108ijap1201_7&partnerID=40&md5=5dfbcf1b7d4d87a2274e90edcdd064e1","Military airlift is following the trend in commercial aviation to 2-pilot flightdecks with significant levels of automation. A critical issue is whether the reduced crew can handle the workload involved in military tactical missions, which have many high workload elements the crew do not encounter in the commercial aviation environment. This article outlines a workload assessment strategy based on direct measures of aircrew and mission performance, aircrew subjective evaluations of workload, and psychophysiological indexes and describes its application to tactical airlift missions. The article discusses significant workload challenges one must address in the transition to 2-pilot tactical airlift.","",""
"Ergavionics: Designing the Job of Flying an Airplane","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1204_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041877412&doi=10.1207%2FS15327108IJAP1204_1&partnerID=40&md5=6288b6c723b49f46e208fe77a90df89e","Ergavionic principles governing the design and operation of an airplane cockpit were discovered through simulator and flight experiments starting during World War II and continuing through the 1970s, but their systematic application has not happened. These principles deal with control location and operation, display integration and pictorial realism, and control/display direction-of-motion relationships. Systematic application of these principles would make the job of flying an airplane so much easier and safer that hundreds of lives would be saved every year, and in the decades to come, thousands of lives.","",""
"The Reliability of Instructor Evaluations of Crew Performance: Good News and Not So Good News","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1203_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041877400&doi=10.1207%2FS15327108IJAP1203_4&partnerID=40&md5=c710ac49fb75d352b8d6a33f0cc638e3","Two instructors rated the crew performance of helicopter crews (N = 45) who flew a simulated mission in a full-motion simulator. The instructors were given dimension training and behavior-observation training before the ratings. Before making their ratings, instructors completed an observation form as they watched videotapes of the crews and then completed a form that helped link behaviors to dimensions. For their ratings, instructors recorded or evaluated crew behaviors using 3 types of items: (a) specific crew behaviors in response to scenario events (e.g., whether the crew kept out of icing conditions), (b) evaluations of crew responses to scenario events (e.g., overall handling of the icing problem), and (c) crew resource management (CRM) dimensions for the entire scenario (e.g., evaluations of decision making). Results showed (a) both interjudge agreement and internal consistency were high for evaluations of crew responses to scenario events, (b) interjudge agreement was low but internal consistency was high on CRM items and scales, and (c) interjudge agreement was high but internal consistency was low for specific observable behaviors. The results for the evaluations of crew responses to scenario events were very encouraging and showed reliability over time and over crews. Suggestions for improving the reliability for the other 2 item types are provided.","",""
"Physiological Self-Regulation and Adaptive Automation","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1202_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041877345&doi=10.1207%2Fs15327108ijap1202_5&partnerID=40&md5=cce26e73f9b775dc7a0ebc46425d7948","Adaptive automation has been proposed as a solution to current problems of human-automation interaction. Past research has shown the potential of this advanced form of automation to enhance pilot engagement and lower cognitive workload. However, there have been concerns voiced regarding issues, such as automation surprises, associated with the use of adaptive automation. This study examined the use of psychophysiological self-regulation training with adaptive automation that may help pilots deal with these problems through the enhancement of cognitive resource management skills. Eighteen participants were assigned to 3 groups (self-regulation training, false feedback, and control) and performed resource management, monitoring, and tracking tasks from the Multiple Attribute Task Battery. The tracking task was cycled between 3 levels of task difficulty (automatic, adaptive aiding, manual) on the basis of the electroencephalogram-derived engagement index. The other two tasks remained in automatic mode that had a single automation failure. Those participants who had received self-regulation training performed significantly better and reported lower National Aeronautics and Space Administration Task Load Index scores than participants in the false feedback and control groups. The theoretical and practical implications of these results for adaptive automation are discussed.","",""
"Heart Rate Measures of Flight Test and Evaluation","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041378173&doi=10.1207%2Fs15327108ijap1201_6&partnerID=40&md5=a955e8cd4690b7774ce8949b0a873c1e","One of the goals of aircraft test and evaluation is to determine whether the crew can operate a new system safely and effectively. Because flying is a complex task, several measures are required to derive the best evaluation. This article describes the use of heart rate to augment the typical performance and subjective measures used in test and evaluation. Heart rate can be nonintrusively collected and provides additional information to the test team. Example data illustrate the nature of the results provided by heart rate during the test and evaluation of a transport aircraft. Comparison with subjective workload estimates shows discrepancies that provide valuable insights into the crews' responses to the demands of the test missions. Heart rate should be considered as an additional measure in the test and evaluation tool kit.","",""
"Psychological and Psychophysiological Models of Pilot Performance for Systems Development and Mission Evaluation","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041378170&doi=10.1207%2Fs15327108ijap1201_8&partnerID=40&md5=76bc7597a1edfb67c4776defd89e2ecc","The purpose of our study was to analyze the effects of mission complexity on pilot mental workload, situational awareness, and pilot performance and to develop models by means of structural equation modeling. Earlier studies indicate that mission complexity affects mental workload and that mental workload affects situational awareness, which, in turn, affects pilot performance. In the first phase of this study, 20 fighter pilots performed 150 missions. In the second phase, 15 pilots performed 40 simulated missions. The pilots answered questionnaires on mission complexity, mental workload, mental capacity, situational awareness, and performance. During the simulated missions we measured eye fixation rate, heart rate, and blink rate. Model analyses show that mission complexity affects workload and that workload affects situational awareness and performance. Significant relationships occur between heart rate and rated workload, mental capacity, situational awareness, and performance. Model analyses show a workload factor combining psychological and physiological aspects and a performance factor combining situational awareness and pilot performance. Significant relationships occur among heart rate, eye fixation rate, and blink rate.","",""
"An Information Organization Tool for Planning in Air Traffic Control","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1204_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041376715&doi=10.1207%2FS15327108IJAP1204_4&partnerID=40&md5=1452ce213a680306fae1503603bb8828","An investigation of how en route air traffic controllers solved sequencing problems using paper flight progress strips led to the development of a new software interface to aid planning. The primary feature of the new interface involved replacing the strips with virtual tokens that were dynamically linked to their radar targets. In addition, an automated tool was developed that provided a tentative sequencing of the tokens. This experiment evaluated the automated sequencing tool. Utilization of the tool facilitated the development of the controllers' plans and reduced the workload of the tacticians who implemented the plan.","",""
"A Framework for Understanding Crew Performance Assessment Issues","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1203_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041376710&doi=10.1207%2FS15327108IJAP1203_2&partnerID=40&md5=62ada1b8c0edbd540a0d31f447fe6f53","The focus of this special issue is on training pilot instructors to assess crew performance. In this opening article we attempt to set the stage for the other articles in this issue by introducing a framework for understanding crew-performance assessment. We use this framework to outline issues that should be addressed when training pilot instructors, and we point to specific articles in the special issue that begin to answer these questions. We also look to literature from domains outside aviation psychology for guidance. Research on performance appraisal in the field of industrial psychology provides techniques and knowledge relevant to training instructors to evaluate crews reliably and validly. We conclude with a series of research questions that should be addressed.","",""
"Pilot Instructor Rater Training: The Utility of the Multifacet Item Response Theory Model","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1203_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041376703&doi=10.1207%2FS15327108IJAP1203_6&partnerID=40&md5=c20abe9ce23a9e555e2c5f37b3ce1fce","A multifacet 1-parameter item response theory (i.e., Rasch) model was used to examine interrater reliability training for pilot instructors. This model provides a means for examining individual instructor leniency or severity in ratings, difficulty of grade-sheet items, skill levels of flight crews, and interactions among these components. It was found that pilot instructor trainees differed in their levels of rating severity, and that higher crew resource management scores were easier to achieve than technical scores. Interaction analyses identified several pilot instructors who were evaluating crews in an unexpected manner, which is useful when providing feedback during training.","",""
"Landing Flare Accident Reports and Pilot Perception Analysis","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1202_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041376666&doi=10.1207%2FS15327108IJAP1202_3&partnerID=40&md5=fb9170c51e6b9987a4007fdead4f30c9","This study examined flare accident rates and probable causes for improper flares. Measures included the analysis of 6,676 aircraft accident reports published by the National Transportation Safety Board and a 21-item perception questionnaire administered to 134 pilots with varying experience levels. The results revealed relatively high flare accident rates and showed that pilots believed the flare to be more difficult than 9 other standard flight maneuvers. The results also showed that pilots reported experience and instruction as the most important factors for proper flares. This study indicates that those factors are also probable causes for improper flatesand discusses how they relate to depth perception.","",""
"International Journal of Aviation Paychology: Editor's Note","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1202_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041376665&doi=10.1207%2Fs15327108ijap1202_1&partnerID=40&md5=810d0b8b21f2bfc82f9fb05461220c66","[No abstract available]","",""
"Improved Usability of Aviation Automation Through Direct Manipulation and Graphical User Interface Design","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1202_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041376660&doi=10.1207%2FS15327108IJAP1202_4&partnerID=40&md5=36f86fa54515aa1e016b7c1068a2fc2f","Problems in advanced commercial aircraft pilot-flight management system (FMS) interaction through multifunction control display units (MCDUs) have been widely reported. Because this interaction plays an important role in ensuring aircraft safety, the MCDU should be designed to provide intuitive interfaces for ease of learning and use and to support pilot task performance in every aspect possible. Because of the increased complexity of computer-based systems, direct manipulation (DM) and graphical user interfaces (GUIs) have been proposed as vehicles to facilitate user-friendly interface design for improved usability of computer-based systems. This article takes a systematic approach toward the usability analysis of MCDU design; specifically it considers the application of foundational usability principles to aviation automation. The properties and advantages of DM and GUI design are reviewed from the perspective of MCDU design. In addition, discussion is provided on a usability inspection conducted on the MCDU interface design by human factors professionals. After this, general human-computer interaction design guidelines and recommendations on aspects of DM and GUIs relevant to the interface of the MCDU are formulated on the basis of previous empirical or analytical studies. The implications of specific usability design principles on the MCDU design, as suggested in the literature and by the usability judges, are also discussed in the constrained context of FMS operations with specific examples detailing how principles could be achieved and used to address aviation automation issues.","",""
"Assessing and Improving Evaluation of Aircrew Performance","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1203_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038763424&doi=10.1207%2FS15327108IJAP1203_3&partnerID=40&md5=da8d891cd1916d995262c40bb1c827e6","Evaluation of aircrew performance serves the critical functions of assessing the qualifications of individual pilots and, under newer proficiency-based training programs, providing data for modifying training programs. We apply psychometric methods to assessing and improving the quality of evaluation of aircrew performance. Quality evaluations require human judges to recognize and discriminate changes in performance levels (sensitivity) and map these observations onto the appropriate grade-scale values (accuracy). We define statistical measures for both of these properties. A distinction is made between referent-rater reliability (RRR) and traditional interrater reliability, and we argue that RRR more meaningfully measures evaluators' grading performance and has clearer training implications. We also discuss the implementation of training and calibration sessions that are intended to help improve evaluators' ratings of aircrew performance. We offer several practical guidelines for designing and conducting these sessions.","",""
"Developing a Method for Evaluating Crew Resource Management Skills: A European Perspective","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1203_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038763423&doi=10.1207%2FS15327108IJAP1203_5&partnerID=40&md5=6d27c62f90561b3899b473c96bcd4630","The European Commission in conjunction with the European Joint Aviation Authorities (Human Factors Project Advisory Group) has been sponsoring a series of studies investigating a culturally robust method for the evaluation of pilots' nontechnical skills (NTS) for multicrew operations. This article outlines the development of a European NTS behavioral marker system for crew resource management evaluation called NOTECHS and presents preliminary results from an ongoing-test phase of this system (Joint Aviation Requirements Translation and Elaboration of Legislation [JARTEL]). The JARTEL project has involved 105 instructors from 14 European airlines who were given a short training session to use the NOTECHS system. After the training phase, these instructor pilots used the system to evaluate the individual CRM skills of captains and first officers in 8 different video scenarios filmed in a Boeing 757 simulator. Issues relating to rater training, reliability, and accuracy, as well as the instructors' opinions on the acceptability of the method, are discussed.","",""
"Improving Pilot/Air Traffic Control Voice Communication in General Aviation","2002","International Journal of Aviation Psychology","10.1207/S15327108IJAP1204_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038407287&doi=10.1207%2FS15327108IJAP1204_2&partnerID=40&md5=cb066f0a455945c4148b4223fd7c9aa6","The influence of the air traffic control (ATC) message format and message length was investigated on the ability of general aviation pilots to read back ATC instructions. While flying a simulator, 12 pilots heard altitude and radio frequency instructions spoken in grouped format (""forty-one-hundred""), and 12 heard them sequentially (""four-thousand-one-hundred""). Only limited evidence was found that grouped message format improved pilot memory. Specifically, pilots who received altitude and radio frequency instructions in the grouped, rather than the sequential, format produced fewer requests for clarification, especially for longer messages. Pilots were also more likely to read back the grouped instructions in sequential format, suggesting that prior experience with the sequential format influenced pilot communication involving the relatively novel grouped format in this study.","",""
"EEG Data Collected from Helicopter Pilots in Flight Are Sufficiently Sensitive to Detect Increased Fatigue From Sleep Deprivation","2002","International Journal of Aviation Psychology","10.1207/s15327108ijap1201_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012085093&doi=10.1207%2Fs15327108ijap1201_3&partnerID=40&md5=273dc4928abf3676e8f12ad3c928b39d","This investigation determined whether the electroencephalographic (EEG) changes associated with sleep deprivation could be reliably recorded from aviators flying standardized maneuvers in an aircraft. In-flight EEG data were recorded from 10 UH-60 helicopter pilots who were kept awake for approximately 26 hr. In addition, resting EEGs and mood data were collected in the laboratory between flights. Results indicate that EEG theta activity, and to some extent delta activity, increases as a function of sleep deprivation in both settings. In addition, mood decrements were associated with the fatigue from sleep loss. These results indicate it is possible to monitor a pilot's general fatigue levels via the EEG without interfering with the primary duty of flying the aircraft.","",""
"Human error perspectives in aviation","2001","International Journal of Aviation Psychology","10.1207/S15327108IJAP1104_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041080926&doi=10.1207%2FS15327108IJAP1104_2&partnerID=40&md5=b6cf10640169647a5f07372194ea4381","As aircraft have become more reliable, humans have played a progressively more important causal role in aviation accidents, resulting in the proliferation of human error frameworks and accident investigation schemes. To date, however, few efforts have been made to systematically organize these different approaches based on underlying theoretical similarities, and formalized methods for evaluating the utility of these multiple approaches have not been clearly defined. Many safety professionals, therefore, have been at a loss when choosing which error analysis and prevention approach to use within their organizations. As a result, those tasked with instituting human-centered safety programs often rely primarily on personal experience and intuition to address their needs. The purpose of this article is to help remedy this situation by providing safety practitioners with an overview of the prominent human error perspectives in aviation, as well as a set of objective criteria for evaluating human error frameworks.","",""
"Distance estimation in a 3-D imaging display","2001","International Journal of Aviation Psychology","10.1207/S15327108IJAP1104_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040486957&doi=10.1207%2FS15327108IJAP1104_4&partnerID=40&md5=50abf191b7d0125d0ab12fe6b0420c2a","Imaging displays have lacked several characteristics of direct vision such as true stereopsis, and this may in part account for some loss in visual performance when compared with direct vision. One such decrement in performance is in judgments of distance. An experiment is reported in which judgments of distance of targets were obtained from videotaped images of targets in a natural outdoor scene. Presentations were made under 3 conditions: stereo with near or far zero disparities and binocular nonstereo (""biocular"") viewing. Underconstancy was found to be less for stereo presentation, but only when the point of zero disparity was in the plane of presentation of the virtual image. Some implications for the design of cockpit imaging displays are discussed.","",""
"The effect of providing automated clear air turbulence assessments to commercial airline pilots","2001","International Journal of Aviation Psychology","10.1207/S15327108IJAP1104_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039893928&doi=10.1207%2FS15327108IJAP1104_1&partnerID=40&md5=2dff752da2cc03d3662d76ab8a96f0f0","The current turbulence assessment and reporting system is subjective and depends on verbal communications on the radio. We prototyped a system that calculates and displays objective turbulence metrics. In a full motion simulator experiment, commercial airline pilots using objective turbulence metrics were able to provide significantly better passenger safety, flight attendant safety, and passenger comfort than those using the current convention. Pilots with displays of surrounding traffic's turbulence spent less time on the radio and made significantly better decisions with respect to passenger safety and passenger comfort than those relying on radio transmissions.","",""
"Comparing text and graphics in navigation display design","2001","International Journal of Aviation Psychology","10.1207/S15327108IJAP1101_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035654374&doi=10.1207%2FS15327108IJAP1101_4&partnerID=40&md5=4bae8fe8d578683b69a6e92fb29e7e4e","Thirty-six pilots were tested in a flight simulator on their ability to decide which of 2 airports was furthest from a storm front, based on the manner in which information was presented on a navigational display. The results support the superiority of graphical over textual information display. Pilots were faster using the map display than using either of 2 text displays. In addition, pilots performed better using a north-up display than when using a track-up display. Discussion of the results focuses on recommendations for moving-map displays and the support of the nearest airport function within a navigational display.","",""
"Priority and organization of information accessed by pilots in various phases of flight","2001","International Journal of Aviation Psychology","10.1207/S15327108IJAP1103_02","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035652650&doi=10.1207%2FS15327108IJAP1103_02&partnerID=40&md5=85f304d0d54a3f57b36dd3a0667cf16a","In 1 project, 27 pilots rated the priority of information required for flight. These pilots were divided by flight experience into novices (65-820 hrs) and experienced pilots (1,600 to 17,000 hrs). Participants rated 29 information elements across 7 phases of flight. These data show the shifting priorities of information across phases of flight, and some clear differences in priority assignments appeared between the novices and the experienced pilots. In another project, 34 pilots, some the same as before, participated in the collection of relatedness data for 231 pairs of information elements. Pathfinder analysis and hierarchical clustering were conducted showing connections among these elements and grouping of the elements. Pilot experience had little influence on the form of the network of associations. The discussion explores the potential of these data for instrumentation layout and integration of cockpit information systems, datalink design, and development of flight instruction curricula.","",""
