year,title,doc,topic
2006,"Temporal Variations in Vigilance, Working Memory and Arithmetic Abilities During Eight Hours of Acute Sleep Deprivation","<title>Temporal Variations in Vigilance, Working Memory and Arithmetic Abilities During Eight Hours of Acute Sleep Deprivation</title> <excerpt>Background & Objectives:Current operations require ‘round the clock’ engagement of both air and ground crew with a forced period of wakefulness. Earlier studies conducted during a short time frame, of forced wakefulness, have yielded conflicting results. The present study examined temporal variations in vigilance, working memory and arithmetic abilities across eight hours of acute sleep deprivation during an overnight period of forced wakefulness.Methods:Experiment involved hourly measurement of performance (response accuracy and latency) in the above tasks and recording of EEG (F3, C3, P3, O1, F4, C4, P4 and O2 configuration) in a group of 18 healthy male non smokers (31±3 yr) during the above period of sleep deprivation.</excerpt>",1
2006,Effects of automated conflict cuing and traffic density on air traffic controller performance and visual attention in a datalink environment,"<title>Effects of automated conflict cuing and traffic density on air traffic controller performance and visual attention in a datalink environment</title> <excerpt>Proposals to enhance the efficiency and capacity of the air traffic control system involve new technologies such as automated decision aids and datalink that could create additional demands for the limited visual attentional resources of controllers. This study investigated whether automated multimodal conflict cues could mitigate these demands, particularly under high-traffic load. Measures of conflict detection performance and eye movements were obtained from full performance controllers in a simulated air traffic control task with datalink.</excerpt>",8
2006,Mode monitoring and call-outs: An eye-tracking study of two-crew automated flight deck operations,"<title>Mode monitoring and call-outs: An eye-tracking study of two-crew automated flight deck operations</title> <excerpt>Mode awareness has been suggested as a critical factor in safe operations of automated aircraft. This study investigated mode awareness by measuring eye point of gaze of both pilots during simulated commercial flights, while recording call-outs and tracking aircraft performance. The results of this study show that the compliance to manufacturer or air carrier procedures regarding mode monitoring and call-outs was very low.</excerpt>",5
2006,"Display dimensionality, conflict geometry, and time pressure effects on conflict detection and resolution performance using cockpit displays of traffic information","<title>Display dimensionality, conflict geometry, and time pressure effects on conflict detection and resolution performance using cockpit displays of traffic information</title> <excerpt>Cockpit displays of traffic information are designed to support pilots' abilities to perform conflict detection and resolution tasks. Three experiments investigated the effects of display dimensionality, conflict geometry, and time pressure of in-flight conflicts on performance. The results indicated that interactive viewpoints in 2 3-D displays eliminated ambiguity costs, resulting in performance on both tasks comparable to a 2-D coplanar display.</excerpt>",2
2006,Criteria that influence the choice of vocation - The use of Holland's method to optimize the process of selecting students for aviation studies,"<title>Criteria that influence the choice of vocation - The use of Holland's method to optimize the process of selecting students for aviation studies</title> <excerpt>The work contains the use of Holland's method to optimize the process of picking students to study aviation. In the first stage of research, scientific literature was analyzed. Factors influencing the choice of profession were discussed and methods of research were chosen.</excerpt>",-1
2006,An interview with Mr Akbar Al Baker: The 2005 Airline Personality of the Year,"<title>An interview with Mr Akbar Al Baker: The 2005 Airline Personality of the Year</title> <excerpt>Purpose - To share the views and experiences of a chief executive. Design/methodology/approach - The article is an interview with Akbar Al Baker Findings - Akbar Al Baker, has been Chief Executive Officer of Qatar Airways since 1997 following a very successful career within the State of Qatar's Department of Civil Aviation. The airline is recognized as one of the fastest growing in the world.</excerpt>",-1
2006,Design of a competence-based assessment system for air traffic control training,"<title>Design of a competence-based assessment system for air traffic control training</title> <excerpt>Air traffic control (ATC) simulator and on-the-job training requires a valid and reliable assessment system. Competence-based assessment results in more effective learning processes and better founded pass-fail decisions, which may contribute to an increased output of competent controllers from training. At Air Traffic Control The Netherlands (LVNL) we designed an assessment system based on a newly defined set of competences.</excerpt>",8
2006,Difficult access: The impact of recall steps on flight management system errors,"<title>Difficult access: The impact of recall steps on flight management system errors</title> <excerpt>This study examines flight management system (FMS) tasks and errors by C-130 pilots who were recently qualified on a newly introduced advanced FMS. Twenty flight tasks supported by the FMS were analyzed using a cognitive stage model (Sherry, Polson, Feary, & Palmer, 2002) to identify steps with the potential for errors. If a step was found not to have visual cues such as labels or prompts for the required action sequence it was identified as a recall step and a potential source of difficulty.</excerpt>",-1
2006,Cognitive functions and performance shaping factors in aviation accidents and incidents,"<title>Cognitive functions and performance shaping factors in aviation accidents and incidents</title> <excerpt>Is the difference between an accident and an incident merely a matter of luck, or are there significant differences in terms of flight crew performance and associated performance shaping factors (PSFs)? This study obtained self-report data from a sample of 1,144 New Zealand pilots. There were differences between accident- and incident-involved pilots in terms of age, flight experience, and involvement in hazardous events. Incidents were more likely to be attributed to failures to detect or diagnose information, whereas accidents were more likely to be attributed to failures to choose an appropriate goal or strategy.</excerpt>",-1
2006,Contributions of Industrial/Organizational Psychology to Safety in Commercial Aircraft,<title>Contributions of Industrial/Organizational Psychology to Safety in Commercial Aircraft</title>,-1
2006,Criteria that influence the choice of vocation–the use of holland's method to optimize the process of selecting students for aviation studies,"<title>Criteria that influence the choice of vocation–the use of holland's method to optimize the process of selecting students for aviation studies</title> <excerpt>The work contains the use of Holland's method to optimize the process of picking students to study aviation. In the first stage of research, scientific literature was analyzed. Factors influencing the choice of profession were discussed and methods of research were chosen.</excerpt>",-1
2006,Dynamic task selection in flight management system training,"<title>Dynamic task selection in flight management system training</title> <excerpt>The effects of 3 task selection methods on test performance and training efficiency in a computer-based flight management system (FMS) training were investigated. A fixed condition was compared to a learner control condition and a condition using the participants' self-rated performance and mental effort. Although the experimental conditions revealed more positive training effects, no differences were found for training efficiency and test performance.</excerpt>",-1
2006,In loco intellegentia: human factors for the future European train driver,"<title>In loco intellegentia: human factors for the future European train driver</title> <excerpt>The European Rail Traffic Management System (ERTMS) represents a step change in technology for rail operations in Europe. It comprises track-to-train communications and intelligent on-board systems providing an unprecedented degree of support to the train driver. ERTMS is designed to improve safety, capacity and performance, as well as facilitating interoperability across the European rail network.</excerpt>",-1
2006,My copilot is a nurse-Using crew resource management in the OR,"<title>My copilot is a nurse-Using crew resource management in the OR</title> <excerpt>• CREW RESOURCE MANAGEMENT (CRM) has been used for more than 20 years in the aviation industry to teach individual error countermeasures by developing nontechnical (ie, cognitive, social) skills based on the observed traits of successful individuals and crews. • THE HEALTH CARE INDUSTRY began to investigate aviation CRM after the Institute of Medicine's report, To Err is Human: Building a Safer Health System, recommended that medicine adopt aviation's approach to safety and error management. • INITIAL RESULTS of implementing CRM in health care arenas have demonstrated reduced adverse outcomes, reduced errors, reduced length of stay, improved nurse retention, and changed attitudes and behaviors toward teamwork.</excerpt>",10
2006,Investigating systematic individual differences in sleep-deprived performance on a high-fidelity flight simulator,"<title>Investigating systematic individual differences in sleep-deprived performance on a high-fidelity flight simulator</title> <excerpt>Laboratory research has revealed considerable systematic variability in the degree to which individuals' alertness and performance are affected by sleep deprivation. However, little is known about whether or not different populations exhibit similar levels of individual variability. In the present study, we examined individual variability in performance impairment due to sleep loss in a highly select population of military jet pilots.</excerpt>",1
2006,Communication and teamwork in patient care: how much can we learn from aviation?,"<title>Communication and teamwork in patient care: how much can we learn from aviation?</title> <excerpt>OBJECTIVE: To identify evidence on the role of assertiveness and teamwork and the application of aviation industry techniques to improve patient safety for inpatient obstetric care. DATA SOURCES: Studies limited to research with humans in English language retrieved from CINAHL, PubMed, Social Science Abstracts, and Social Sciences Citation Index, and references from reviewed articles. STUDY SELECTION: A total of 13 studies were reviewed, including 5 studies of teamwork, communication, and safety attitudes in aviation; 2 studies comparing these factors in aviation and health care; and 6 studies of assertive behavior and decision making by nurses.</excerpt>",-1
2006,Generating automated predictions of behavior strategically adapted to specific performance objectives,"<title>Generating automated predictions of behavior strategically adapted to specific performance objectives</title> <excerpt>It has been well established in Cognitive Psychology that humans are able to strategically adapt performance, even highly skilled performance, to meet explicit task goals such as being accurate (rather than fast). This paper describes a new capability for generating multiple human performance predictions from a single task specification as a function of different performance objective functions. As a demonstration of this capability, the Cognitive Constraint Modeling approach was used to develop models for several tasks across two interfaces from the aviation domain.</excerpt>",-1
2006,Psychological aspects of ensuring flight safety in civil aviation,<title>Psychological aspects of ensuring flight safety in civil aviation</title> <excerpt>The article considers issues relating to the system of continuous professional training of aviation specialists and formulates fundamental prerequisites of psychological endurance reliability of aircrews in terms of flight safety problems. Analysis is given of factors affecting the efficiency of the “pilot–airplane” interactive system. Results of forecasting the measure of significance of the human factor in aviation for the next 10–15 years viewed in the context of medical and psychological aspects are presented.</excerpt>,55
2006,An exploration of workplace preparedness for the spectrum of critical incidents: Business preparedness for the human factor in a variety of emergencies,"<title>An exploration of workplace preparedness for the spectrum of critical incidents: Business preparedness for the human factor in a variety of emergencies</title> <excerpt>This research is based on a questionnaire that surveyed businesses in Maine with regard to participants' knowledge of critical incident preparedness plans at their workplace. The design of this study was a questionnaire with one open ended question for qualitative data and statistical analysis of the remainder of the questions. The analysis used a correlational methodology comparing the relationship between the understanding of their company's plan and several variables (knowledge of the plan compared to gender, age, and time with company and history of exposure).</excerpt>",9
2006,My copilot is a nurse--using crew resource management in the OR.,"<title>My copilot is a nurse--using crew resource management in the OR.</title> <excerpt>Crew resource management (CRM) has been used for more than 20 years in the aviation industry to teach individual error countermeasures by developing nontechnical (ie, cognitive, social) skills based on the observed traits of successful individuals and crews. The health care industry began to investigate aviation CRM after the Institute of Medicine's report, To Err is Human: Building a Safer Health System, recommended that medicine adopt aviation's approach to safety and error management. Initial results of implementing CRM in health care arenas have demonstrated reduced adverse outcomes, reduced errors, reduced length of stay, improved nurse retention, and changed attitudes and behaviors toward teamwork..</excerpt>",10
2006,Visual attention deficits are associated with driving accidents in cognitively-impaired HIV-infected individuals,"<title>Visual attention deficits are associated with driving accidents in cognitively-impaired HIV-infected individuals</title> <excerpt>Previous research has found HIV-associated neuropsychological (NP) dysfunction to be associated with impaired driving skills. To determine whether specific impairments in visual attention impart an increased accident risk, we assessed 21 HIV seronegative (HIV-) and 42 seropositive (HIV+) participants on NP tests and the Useful Field of View (UFOV), a computerized test of visual attention. HIV+ participants performed significantly worse than the HIV- participants on the UFOV, particularly on the Divided Attention subtest.</excerpt>",5
2006,A MONITORING OF SPACE WEATHER EFFECTS ON SOME PARAMETERS OF MENTAL PERFORMANCE AND HEALTH IN AVIATION PERSONNEL*,"<title>A MONITORING OF SPACE WEATHER EFFECTS ON SOME PARAMETERS OF MENTAL PERFORMANCE AND HEALTH IN AVIATION PERSONNEL*</title> <excerpt>Our research deals with longitudinal empirical monitoring of possible effects of space weather on psycho-physiological, physiological and biochemical parameters measured in aviation personnel. Comparing heart rate (HR) and diastolic blood pressure (DBP) between the seasons of high and low solar activities (SolFlux), we found differences of statistical significance. Differences of statistical significance were also found between the MAST (Anxiety State and Tension Scale) parameters and R (number of sun spots) and SolFlux (radio solar flux), respectively.</excerpt>",-1
2006,Prescription for Excellence: How Innovation is Saving Canada's Health Care System,"<title>Prescription for Excellence: How Innovation is Saving Canada's Health Care System</title> <excerpt>[Michael Rachlis]' style of writing in this book is quite appealing and makes the complex content of the material accessible to a wide audience. Chapter 2 (""Setting the table"") provides an accurate and concise overview of the history of Medicare, starting with Mackenzie King's 1919 call for a national health insurance program, and continuing through the 1962 Saskatchewan doctors' strike, the passage of Medicare, and later developments including the Canada Health Act. For those unfamiliar with this history, Rachlis' summary provides an understandable and lucid commentary.From a consumer perspective, the biggest single health system issue is that of waiting time.</excerpt>",22
2006,Tactical Airborne Landing Operations in the Modern Offensive,"<title>Tactical Airborne Landing Operations in the Modern Offensive</title> <excerpt>First of all, it is the upgrading of weaponry and of military equipment for the purpose of raising their protection and reducing the time for preparing airborne delivery; the optimization of organization and establishment both of the units of the descent and the troops of other service branches, which can form part of its makeup; the constant and timely implementation of operational (tactical) deception measures in the interests of concealing the troops and for deceiving the enemy as to the actual intentions of the command concerning Tac AL employment; maintaining the stable and reliable command and control of the tactical airborne descent, as well as of other forces and facilities supporting its actions; attaining the high professional training level of the TacAL military personnel (especially commanders and staff officers); the design and provision of units and subdivisions with effective systems of collective, individual protection and concealment means; reducing the time of stay for the subdivisions (units), readying themselves to be used for TacAL, in the zone of departure for airborne delivery especially after aviation arrival; the skillful use of concealment and protection terrain features; the timely elimination of enemy weapon use aftereffects, etc..</excerpt>",9
2006,A novel approach in facilitating aviation emergency procedure learning and recall through an intuitive pictorial system,<title>A novel approach in facilitating aviation emergency procedure learning and recall through an intuitive pictorial system</title> <excerpt>The intent of this research was to examine the utility and merit of a novel system of intuitive symbols (a mnemonic strategy) in conjunction with the training of aviation emergency procedures (EPs) to U.S. Army aviation personnel in order to facilitate the accurate recall of those procedures. Aviators must deal with emergency situations by performing the necessary actions in an established sequence.</excerpt>,42
2006,Development and initial validation of a survey for assessing safety culture within commercial flight operations,"<title>Development and initial validation of a survey for assessing safety culture within commercial flight operations</title> <excerpt>This article describes efforts to validate a safety culture survey for aviation operations based on the 5-factor model suggested by Wiegmann, Zhang, von Thaden, Gibbons, and Sharma (2004). The 5-factor model includes organizational commitment, management involvement, pilot empowerment, reporting systems, and accountability systems as they pertain to safety within an airline. The Commercial Aviation Safety Survey, designed around these 5 factors, was distributed to pilots and managers of a large U.S.</excerpt>",54
2006,The psychological effects of constant evaluation on airline pilots: An exploratory study,"<title>The psychological effects of constant evaluation on airline pilots: An exploratory study</title> <excerpt>Commercial airline pilots are among the most frequently trained, evaluated, and monitored professionals. This study uses the phenomenological methodology to explore the psychological effects of constant evaluation on airline pilots. Interviews were conducted with 7 male airline pilots.</excerpt>",3
2006,Characteristics of safety critical organizations - Work psychological perspective; Turvallisuuskriittisten organisaatioiden toiminnan erityispiirteet,"<title>Characteristics of safety critical organizations - Work psychological perspective; Turvallisuuskriittisten organisaatioiden toiminnan erityispiirteet</title> <excerpt>This book deals with organizations that operate in high hazard industries, such as the nuclear power, aviation, oil and chemical industry organisations. The society puts a great strain on these organisations to rigorously manage the risks inherent in the technology they use and the products they produce. In this book, an organisational psychology view is taken to analyse what are the typical challenges of daily work in these environments.</excerpt>",22
2006,International Aviation Terrorism: The Lockerbie Affair Between Law and Politics,"<title>International Aviation Terrorism: The Lockerbie Affair Between Law and Politics</title> <excerpt>On 21 December 1988 a civil airliner, Pan Am 103, blew apart over the town of Lockerbie, Scotland. This was a major terrorist attack against civil aviation, which shocked billions of people and gained worldwide media attention. This thesis examines the Lockerbie case in its political and legal dimension as a heinous and spectacular example of international aviation terrorism.</excerpt>",-1
2006,An application of semantic annotations to design errors,"<title>An application of semantic annotations to design errors</title> <excerpt>As current engineered systems (eg aviation systems) have been equipped with automated and computer-based artefacts, human-system interaction (eg human computer interaction) has been an important issue. Design errors that are attributable to human-system interaction failures are not pure engineering design issues, but a multidisciplinary subject with related other areas such as management, psychology, physiology or ergonomics. To identify such design errors (called design-induced errors) in accident reports is important for designing more reliable systems.</excerpt>",4
2006,Personality and psychic deadaptation of airline pilots with neurocirculatory dystonia,"<title>Personality and psychic deadaptation of airline pilots with neurocirculatory dystonia</title> <excerpt>In-depth clinical psychological investigation of airline pilots with neurocirculatory dystonia (n=194, mean age 38.57 ± 0.85) and essentially healthy control pilots (n=183, mean age 38.4 ± 0.92) revealed distinctive features in NCD pilots' mentality and behavior including personality, interpersonal communication, type of thinking, stress reaction, protection tactics, and mental dysfunctions. Psychic deadaptation such as symptoms of psychic asthenia, paranoia, depression, schizophrenia, and impulsive behavior had a negative effect on the clinical course and led to medical disqualification of 15% of NCD pilots..</excerpt>",71
2006,Loss of consciousness as criterion of +Gz tolerance at Institute of Aviation Medicine MMA during +Gz acceleration selective test,"<title>Loss of consciousness as criterion of +Gz tolerance at Institute of Aviation Medicine MMA during +Gz acceleration selective test</title> <excerpt>+Gz induced loss of consciousness (G-LOC) is one of the most serious threats to aircrews flying high performance fighter aircraft. From the early beginning of use of our Centrifuge, use in selection was primary task. As a functional ""endpoints"" we use criteria: loss of peripheral vision, extreme pulse rate (above 180 b.p.m.), arrhythmias and loss of consciousness.</excerpt>",36
2006,"Authoritarianism among border police officers, career soldiers, and airport security guards at the Israeli border","<title>Authoritarianism among border police officers, career soldiers, and airport security guards at the Israeli border</title> <excerpt>Several personality theories focusing on specific personality variables involved in career choice and job satisfaction are based on the assumption that individuals choose certain career choices because they believe that they may be able to meet their emotional needs (J. L. Holland, 1977).</excerpt>",-1
2006,The impact of workload on heart rate and blood pressure in en-route and tower air traffic control,<title>The impact of workload on heart rate and blood pressure in en-route and tower air traffic control</title> <excerpt>This paper reports three studies on the application of ambulatory monitoring in air traffic control (ATC). The aim of the first study was to explore a set of psychophysiological measures with respect to ATC workload sensitivity and feasibility at the workplace. Nearly all physiological measures showed the expected changes during work.</excerpt>,0
2006,"Safeguarding patients: Complexity science, high reliability organizations, and implications for team training in healthcare","<title>Safeguarding patients: Complexity science, high reliability organizations, and implications for team training in healthcare</title> <excerpt>Serious events within healthcare occur daily exposing the failure of the system to safeguard patient and providers. The complex nature of healthcare contributes to myriad ambiguities affecting quality nursing care and patient outcomes. Leaders in healthcare organizations are looking outside the industry for ways to improve care because of the slow rates of improvement in patient safety and insufficient application of evidenced-based research in practice.</excerpt>",22
2006,The role of aeronautical adaptability in the disqualification of a military flyer,"<title>The role of aeronautical adaptability in the disqualification of a military flyer</title> <excerpt>Introduction: Possessing a stable personality plays a critical role in crew coordination, mission completion, and safety of flight in aviation. Presented is a naval flight officer whose personality traits were a threat to these key tenets and ultimately warranted removal from flight status. Case Report: A naval flight officer was twice referred to Human Factors Boards (HFBs) after concerns were raised about her emotional stability in and out of the cockpit.</excerpt>",-1
2006,Long term health complaints following the Amsterdam Air Disaster in police officers and fire-fighters,"<title>Long term health complaints following the Amsterdam Air Disaster in police officers and fire-fighters</title> <excerpt>Background: On 4 October 1992, a cargo aircraft crashed into apartment buildings in Amsterdam, the Netherlands. Fire-fighters and police officers assisted with the rescue work. Objectives: To examine the long term health complaints in rescue workers exposed to a disaster.</excerpt>",53
2006,"Health complaints following an air disaster: A ""second disaster""","<title>Health complaints following an air disaster: A ""second disaster""</title>",-1
2006,"Lifestyle, harassment at work and self-assessed health of female flight attendants, nurses and teachers","<title>Lifestyle, harassment at work and self-assessed health of female flight attendants, nurses and teachers</title> <excerpt>Health-related lifestyle, harassment at work, and self-assessed health of female flight attendants in comparison to that of female nurses and female primary school teachers were surveyed. A higher proportion of flight attendants than nurses or teachers were smokers, 26% vs 15% and 17% respectively; and consumed alcohol at least once a week, 40% vs 21% and 16%. Repeated sexual harassment at work was more common among the flight attendants, 31% vs 8% and 4%; whereas bullying, physical violence and threats were less prevalent among the flight attendants (12%) than among nurses (19%).</excerpt>",48
2006,A comparison of two recorders for obtaining in-flight heart rate data,"<title>A comparison of two recorders for obtaining in-flight heart rate data</title> <excerpt>Measurement of mental workload has been widely used for evaluation of aircraft design, mission analysis and assessment of pilot performance during flight operations. Heart rate is the psychophysiological measure that has been most frequently used for this purpose. The risk of interference with flight safety and pilot performance, as well as the generally constrained access to flights, make it difficult for researchers to collect in-flight heart rate data.</excerpt>",0
2006,Ultralight aviation accident factors and latent failures: A 66-case study,"<title>Ultralight aviation accident factors and latent failures: A 66-case study</title> <excerpt>Introduction: Little research has been done on ultralight aviation accidents. A better understanding of accident factors allows for better development of preventive measures. This study analyzes ultralight accidents with respect to significant factors related to active and latent failures, as referred to in Reason's Swiss cheese model of human error.</excerpt>",4
2006,Improving pilots' risk assessment skills in low-flying operations: The role of feedback and experience,"<title>Improving pilots' risk assessment skills in low-flying operations: The role of feedback and experience</title> <excerpt>Risk assessment is one of the most important skills that pilots are expected to acquire to ensure the safe and successful management of flight. The traditional approach to the development of these skills requires pilots to directly engage with potentially hazardous events. Using low-flying as a context, the present study sought to test whether engagement with hazards in a simulated environment, together with feedback concerning performance, would improve pilots' risk assessment during a subsequent simulated test flight.</excerpt>",-1
2006,Predictors of Fatigue in Rescue Workers and Residents in the Aftermath of an Aviation Disaster: A Longitudinal Study,"<title>Predictors of Fatigue in Rescue Workers and Residents in the Aftermath of an Aviation Disaster: A Longitudinal Study</title> <excerpt>Although medically unexplained physical symptoms such as fatigue are frequently observed after exposure to trauma, the vast majority of health outcomes studies in trauma and disaster research relates to the psychological and psychiatric problems met by victims. Here, Spinhoven and Verschuur investigate the prevalence of (persistent) fatigue in the aftermath of a disaster and analyze the predictive value of sociodemographic and various health-related variables for fatigue among both rescue workers and residents. Results suggest that early identification, adequate reassurance, and treatment of individuals at risk may be worthwhile to prevent chronic fatigue..</excerpt>",53
2006,Sample entropy of ECG time series of fearful flyers: Preliminary results,"<title>Sample entropy of ECG time series of fearful flyers: Preliminary results</title> <excerpt>Research within the framework of the nonlinear dynamical systems (NDS) in the field of anxiety disorders has shown that greater irregularity/complexity appears in the output from healthy systems. In this study we measured the Heart rate variability (HRV) and the sample sntropy (SampEn) of the ECG mV time series of fearful flyers (N=15) and a matched control group (N=15) when confronted with three combinations of feared stimuli (pictures, sounds, and pictures with sounds) as well as relaxing stimuli (pictures and sounds). Fearful flyers had lower SampEn than controls in all conditions, including baseline.</excerpt>",0
2006,Attribution of physical complaints to the air disaster in Amsterdam by exposed rescue workers: An epidemiological study using historic cohorts,"<title>Attribution of physical complaints to the air disaster in Amsterdam by exposed rescue workers: An epidemiological study using historic cohorts</title> <excerpt>Background: In 1992 a cargo aircraft crashed into a residential area of Amsterdam. A troublesome aftermath followed, with rumors on potential toxic exposures and health consequences. Health concerns remained even though no excess morbidity was predicted in retrospective risk evaluations.</excerpt>",53
2006,Fear of flying: A psychoanalytic interpretation; Aerofobia: Una interpretazione psicoanalitica,"<title>Fear of flying: A psychoanalytic interpretation; Aerofobia: Una interpretazione psicoanalitica</title> <excerpt>This article contains an outline of the fear of flying. In the first section, some general considerations regarding the issues studied in the field of Aviation Psychology are reviewed. Starting from Freud's early contributions on the genesis of phobias of the 1890s, concerning the separation of phobias from obsessions and the concept of anxiety neurosis, the psychodynamics of phobias is discussed, especially regarding the concept of evolutionary hierarchy of anxiety suggested by Gabbard (2000).</excerpt>",35
2006,The Relationship Between Safety Climate and Recent Accidents: Behavioral Learning and Cognitive Attributions,"<title>The Relationship Between Safety Climate and Recent Accidents: Behavioral Learning and Cognitive Attributions</title> <excerpt>Objective: The association between accidents and subsequent work unit safety perceptions was assessed to address cognitive and behavioral changes following accidents. Background: Many studies attempt to predict accident rates using measures of work unit safety, but effects vary considerably. Conversely, this study examined whether recent accidents may be positively associated with work unit safety perceptions, as suggested by behavioral learning mechanisms (increases in safety investments following accidents) or cognitive mechanisms (defensive attributions regarding accident causality).</excerpt>",-1
2006,The influence of career identity and social networks on career transition magnitude,"<title>The influence of career identity and social networks on career transition magnitude</title> <excerpt>Increasingly, scholars and journalists are suggesting that there is a trend toward greater magnitude in career transitions signified by the crossing of career boundaries (such as level, functional, organizational, industry and professional boundaries). To date, much of the quantitative empirical research suggests that organizational, relational and environmental factors influence career transition behavior. However, while we know that these external influences may cause an individual to transition, we know less about the process through which career transitions evolve, especially those of larger magnitude and how forces internal to the individual may help to explain variance above and beyond these external factors.</excerpt>",32
2006,Psychometric properties of aviation safety performance evaluation instruments: Dependability of assessments,"<title>Psychometric properties of aviation safety performance evaluation instruments: Dependability of assessments</title> <excerpt>This dissertation presents research on the psychometric properties of the instruments used by Federal Aviation Administration (FAA) safety inspectors to assess the cockpit performance of airline crews. While psychometric studies have been conducted in training programs administered by the airlines themselves, little research has been done in this area on the processes and tools used by the FAA. The limited research that has been conducted suggested that the interrater reliability (IRR) of current assessments could be questionable.</excerpt>",79
2006,Structuring distributed cognitions and action in a high reliability organization,"<title>Structuring distributed cognitions and action in a high reliability organization</title> <excerpt>Scholars have yet to agree on how distributed cognitions and actions can be characterized, and under what conditions collective cognitive structure associated with high reliability organizations (HROs) emerges, is activated and then transferred to others. Understanding distributed cognitions in HROs offers the potential promise of avoiding disaster. HROs such as military aircraft, nuclear power plants or emergency surgical wards must develop and share resilient collective cognitive structures capable of making sense in increasingly complex technologically dependent environments.</excerpt>",22
2006,Performance-based evaluation of flight student landings: Implications for risk management,<title>Performance-based evaluation of flight student landings: Implications for risk management</title> <excerpt>Beginning flight students (N = 28) participated in a performance-based landing measurement system. Students recorded contextual variables for each flight then students and instructors independently rated 12 dimensions of the last landing as meeting or deviating from standards in a specific fashion. Several contextual variables were correlated with errors including studying requirements (r = -.</excerpt>,45
2006,Automatic dependent surveillanceBroadcast/cockpit display of traffic information: Pilot use of the approach spacing application,"<title>Automatic dependent surveillanceBroadcast/cockpit display of traffic information: Pilot use of the approach spacing application</title> <excerpt>An operational evaluation of the automatic dependent surveillance system and cockpit display of traffic information (CDTI) provided an opportunity to examine how pilot use of CDTI enabled them to maintain predefined spacing intervals from other aircraft. Seventy percent of the controller-issued traffic calls resulted in positive visual acquisitions (83% displayed on CDTI). Approximately 55% of the approach clearances that included instructions to ""follow that traffic"" involved communication problems and operational concerns.</excerpt>",-1
2006,Pilot navigation errors on the airport surface: Identifying contributing factors and mitigating solutions,"<title>Pilot navigation errors on the airport surface: Identifying contributing factors and mitigating solutions</title> <excerpt>A taxonomy of navigation errors (pilot deviations) during taxi operations was developed that defines 3 classes of errors: planning, decision, and execution errors. This taxonomy was applied to error data from 2 full-mission simulation studies (Hooey, Foyle, Andre, & Parke, 2000; McCann et al, 1998) that included trials that replicated current-day operations and trials with advanced cockpit technologies including datalink, electronic moving maps (EMM), and head-up displays (HUDs). Pilots committed navigation errors on 17% of current-day operations trials (in low-visibility and night), distributed roughly equally across the 3 error classes.</excerpt>",-1
2006,A review of the perceptual and cognitive issues associated with the use of head-up displays in commercial aviation,"<title>A review of the perceptual and cognitive issues associated with the use of head-up displays in commercial aviation</title> <excerpt>A head-up display (HUD) is a projection of symbology into the pilot's forward field of view that enables the pilot to monitor the instrumentation while, theoretically, also viewing the external domain. Although the HUD has been shown to improve flight performance, there are perceptual and cognitive issues that need to be addressed. This article reviews selected literature that investigates these issues and the possible solutions posed and identifies areas that remain in doubt.</excerpt>",2
2006,"An information-centered analysis of the tunnel-in-the-sky display, part 3: The interception of curved trajectories","<title>An information-centered analysis of the tunnel-in-the-sky display, part 3: The interception of curved trajectories</title> <excerpt>Companion papers (Mulder, 2003a) and (Mulder, 2003b) studied pilot control behavior with the tunnel-in-the-sky display in the regulation task of following trajectories that were straight or curved, respectively. This article investigates pilot decision making in the anticipatory task of intercepting a curved section of the trajectory. A fixed-base simulator experiment was run to study the pilot's timing of the curve interception maneuver.</excerpt>",2
2005,Differentiating Posttraumatic Stress Between Elderly and Younger Residents,"<title>Differentiating Posttraumatic Stress Between Elderly and Younger Residents</title> <excerpt>This study aimed to differentiate between the posttraumatic stress responses of elderly and younger community residents who had been exposed to two technological disasters (a train collision and an aircraft crash). One hundred and forty-eight community residents were assessed using the Impact of Event Scale (IES) and the General Health Questionnaire (GHQ-28). The results showed that age differences were not affected by impact of disaster (IES), suggesting that elderly and younger community residents responded to the disasters similarly.</excerpt>",18
2005,A comparison of the effectiveness of a personal computer -based aircraft training device and a flight training device at improving pilot instrument proficiency: A case study in leading regulatory change in aviation education,"<title>A comparison of the effectiveness of a personal computer -based aircraft training device and a flight training device at improving pilot instrument proficiency: A case study in leading regulatory change in aviation education</title> <excerpt>Aviation educators have long sought economical and effective ways to simulate how an aircraft flies. In particular, there has always been an interest in simulating the procedures and practices of operating an aircraft in instrument flight conditions, when no horizon is visible. Because the costs of flying aircraft continue to increase, there has been an interest in adopting the technology of the microcomputer to bring realistic flight simulation at lower costs to the general aviation market.</excerpt>",29
