Topic,Count,Name,Representation,Representative_Docs
81,8,81_voice and communication analysis,['voice and communication analysis'],"['<title>Speech intelligibility through communication headsets for general aviation</title> <excerpt>Word discrimination was measured on eight general aviation pilots listening alternately through each of three communication headsets and an aircraft loudspeaker in the presence of light aircraft noise. Each subject listened at the speech intensity designated by him as yielded optimal intelligibility.</excerpt>', '<title>Some non-auditory correlates of the hearing threshold levels of an aviation noise-exposed population</title> <excerpt>In a retrospective analysis of data collected during the 1963 followup of the NAMRL Thousand Aviator Study, two hearing level groups were identified, normal and impaired, and compared along 33 non-auditory dimensions. It was discovered that these two equally noise-exposed groups could be differentiated according to their smoking history and eye color.</excerpt>', '<title>Perceptual-auditory and Acoustic Analysis of Air Traffic Controllers’ Voices Pre- and Postshift</title> <excerpt>Objective To characterize the vocal quality and acoustic parameters of voices of air traffic controllers (ATCs) without any vocal complaints before and after a shift. Method The voices of a group of 45 ATCs were recorded before and after a 2-hour shift, regardless of their operational position or number of previously worked shifts; both genders were included, participants had a mean age of 25 years, and they had a mean length of occupational experience of 4 years and 2 months.</excerpt>']"
82,8,82_bed rest psychological study,['bed rest psychological study'],"[""<title>Four worksite weight loss programs with high-stress occupations using a meal replacement product</title> <excerpt>The objective was to evaluate the efficacy of worksite weight reduction programs at high-stress worksites. We employed a longitudinal study based on two meal replacements daily with subjects choosing a third 'sensible' meal.</excerpt>"", '<title>Changes in Risky Behavior in Long-Term Head-Down Bed Rest and Relation to Psychological Status</title> <excerpt>INTRODUCTION: the present study aimed to investigate changes in risky behavior in a sample of 36 healthy men during a 90-d head-down bed rest (hDBR) experiment and examined whether psychological factors—general self-efficacy, stress, and recovery—could influence these changes. METHODS: subjects completed the Balloon analog Risk task (BaRt) and two psychological scales once during the acclimation period, six times during the hDBR period, and twice during the recovery period.</excerpt>', '<title>Outcome measure to assess head-down bed rest subject performance</title> <excerpt>Background: The purpose of the present study was to develop an objective outcome measure to assess the performance of head-down bed rest subjects. The rationale behind the development was that the current outcome measure is subjective and dependent upon how much the clinical psychologist knows about subject behaviors during the study to rate them accurately.</excerpt>']"
83,8,83_military pilot mental health,['military pilot mental health'],"['<title>Psychiatric screening of combat pilots: correction of the record.</title>', '<title>Student pilots referred to the neuropsychiatry branch, USAFSAM 1968-78: Implications for selection</title> <excerpt>The case records of 76 student aviators referred to the Neuropsychiatry Branch of the USAF School of Aerospace Medicine during the period 1968-78 are reviewed. Demograhic and diagnostic data are provided including source of recruitment, age, marital status, aircraft flown, flying hours, and diagnostic categories.</excerpt>', ""<title>Defining and measuring the 'right stuff': Neuropsychiatrically enhanced flight screening (N-EFS)</title> <excerpt>Background: United States Air Force (USAF) commanders wish to make better pilot-selection and cockpit-assignment decisions. Also, some pilots will sustain head injuries that will affect their flying careers.</excerpt>""]"
84,8,84_flight attendants' psychological impact,"[""flight attendants' psychological impact""]","['<title>Relation of post-traumatic stress disorder symptom severity to the efficacy of an animal-assisted intervention for stress reduction after military aeromedical evacuation</title> <excerpt>Animal-assisted interventions (AAIs) have been found to decrease stress in some settings, but it is not known if AAI is feasible in an aeromedical staging facility or effective in reducing stress following aeromedical evacuation (AE) of military personnel. An experimental design was used to evaluate the efficacy of AAI at reducing stress in AE military patients (N = 120).</excerpt>', '<title>PTSD reactions and coping responses of American Airlines flight attendants who were former employees of Trans World Airlines: Further support of a psychological contagion effect</title> <excerpt>Previous findings comparing the psychological reactions and functional coping of East Coast- and West Coast-based American Airlines (AA) flight attendants after the attacks on September 11 provide support for a psychological contagion phenomenon (Lating, Sherman, Lowry, Everly, & Peragine, 2004). The purpose of this investigation was to expand these results by creating an additional comparison group consisting of current AA flight attendants not working on either the East Coast or the West Coast and who were also previously working for Trans World Airlines (TWA) before AA took over operating authority in April 2001.</excerpt>', '<title>PTSD reactions and functioning of American Airlines flight attendants in the wake of September 11</title> <excerpt>The authors explore the psychological reactions and functional coping responses of American Airlines (AA) flight attendants, a unique at-risk group of people in the war on terrorism, in the aftermath of the September 11 attacks. Demographic characteristics and standardized questionnaires, including the Posttraumatic Stress Disorder Checklist and the Psychotherapy Outcome Assessment and Monitoring System-Trauma Version, were sent in June 2002 to approximately 26,000 AA flight attendants.</excerpt>']"
85,8,85_fatigue effects on performance,['fatigue effects on performance'],"['<title>Effects of Fatigue on Cognitive Performance in Long-Duration Simulated Flight Missions</title> <excerpt>Fighter pilots may be exposed to extended flight missions. Consequently, there is increasing concern about fatigue.</excerpt>', '<title>Detecting fatigue in car drivers and aircraft pilots by using non-invasive measures: The value of differentiation of sleepiness and mental fatigue</title> <excerpt>Introduction: Fatigue is one of the most crucial factors that contribute to a decrease of the operating performance of aircraft pilots and car drivers and, as such, plays a dangerous role in transport safety. To reduce fatigue-related tragedies and to increase the quality of a healthy life, many studies have focused on exploring effective methods and psychophysiological indicators for detecting and monitoring fatigue.</excerpt>', '<title>Recognition of the fatigue status of pilots using BF–PSO optimized multi-class GP classification with sEMG signals</title> <excerpt>Air crashes caused by human factors pose a problem. Many researchers have focused on aviation human factors and found that pilots’ fatigue status is the key factor.</excerpt>']"
86,8,86_pilot recovery training,['pilot recovery training'],"['<title>The Effectiveness of a Mnemonic-Type Startle and Surprise Management Procedure for Pilots</title> <excerpt>Background: Mnemonic-type startle and surprise procedures were previously proposed to help pilots cope with startle and surprise in-flight, but effects on performance after procedure execution have not yet been investigated. Objective: Thus, we tested the effectiveness a new mnemonic-type procedure in a moving-base simulator with a non-linear model of a small twin-propeller aircraft flown single-pilot.</excerpt>', '<title>Recovery training in simulator improves performance and psychophysiological state of pilots during simulated and real visual flight rules flight</title> <excerpt>This study evaluated an anticipation-based training program for private pilots to recover from unusual flight attitudes, stalls, and spins using visual reference cues. Flight performance, psychophysiological measures of cardiac and electrodermal activity, and subjective measures of workload and emotion were collected from 33 pilots during simulated and real flight.</excerpt>', '<title>The Influence of Surprise on Upset Recovery Performance in Airline Pilots</title> <excerpt>Objective: The aim of this study was to test if performance of airline pilots, in performing an aerodynamic stall recovery procedure, decreases when they are surprised, compared to when they anticipate a stall event. Background: New flight-safety regulations for commercial aviation recommend the introduction of surprise and startle in upset prevention and recovery training.</excerpt>']"
87,8,87_enhanced synthetic vision systems,['enhanced synthetic vision systems'],"[""<title>The effects of the AH-64A pilot's night vision system on the performance of seven simulated maneuver tasks</title> <excerpt>The Pilot's Night Vision System (PNVS) allows the pilot of the AH-64A Apache helicopter to fly and navigate effectively at night. The PNVS restricts field of view (FOV) and degrades visual acuity, two factors that should adversely affect pilot performance during night operations, especially for flight maneuvers that rely on peripheral cues.</excerpt>"", '<title>Improved Flight Technical Performance in Flight Decks Equipped with Synthetic Vision Information System Displays</title> <excerpt>Synthetic vision information systems (SVIS) are the next generation of cockpit display systems that will become an integral part of the commercial flight deck in the future. The goal of this study was to evaluate SVIS against conventional glass cockpit displays to assess whether or not SVIS can improve pilot performance, situation awareness (SA), and workload.</excerpt>', '<title>Effects of a velocity-vector-based command augmentation system and synthetic vision system terrain portrayal and guidance symbology concepts on single-pilot performance</title> <excerpt>This study investigated the effects of synthetic vision system (SVS) concepts and advanced flight controls on the performance of pilots flying a light, single-engine general-aviation airplane. We evaluated the effects and interactions of 2 levels of terrain portrayal, guidance symbology, and flight control response type on pilot performance during the conduct of a relatively complex instrument approach procedure.</excerpt>']"
88,7,88_astronaut selection processes,['astronaut selection processes'],"[""<title>Astronaut psychiatric selection procedures: A Japanese experience</title> <excerpt>This paper presents the results of the first application of a structured NASA psychiatric interview for Japanese astronaut selection. We undertook a semi-structured, diagnostic, clinical psychiatric interview with 45 Japanese astronaut applicants for the position of mission specialist-astronaut, and performed 'select-out' psychiatric evaluations according to DSM-III-R psychiatric diagnostic criteria.</excerpt>"", ""<title>Psychological evaluation of European astronaut applications: Results of the 1991 selection campaign</title> <excerpt>In the summer of 1991, the European Space Agency (ESA) performed its second selection campaign since 1977 in order to find 10 astronaut candidates (laboratory specialists and space plane specialists). An integral part of this selection process was the psychological evaluation, according to the principles laid down in the study report 'Definition of Psychological Testing of Astronaut Candidates.' After national preselection, 59 applicants underwent the psychological evaluation, which consisted of the assessment of operational aptitudes (basic cognitive and psychomotor functions) and personality traits (motivation, social capability, stress resistance).</excerpt>"", ""<title>Psychiatric diagnoses in a group of astronaut applicants</title> <excerpt>Between 1959 and 1987, the psychiatric evaluation of astronaut candidates evolved from a 30-h intensive examination evaluating applicants for psychopathology, and studying their performance under stress, to a 2-h clinical interview whose structure and contents were determined by the individual examiner. Evaluations done during these years applied both psychiatric (or, ''select-out'') criteria and psychological (or, ''select-in'') criteria.</excerpt>""]"
89,7,89_adaptability in flying personnel,['adaptability in flying personnel'],"['<title>The adaptability rating for military aeronautics: An historical perspective of a continuing problem</title>', ""<title>Current trends in the usage of the Adaptability Rating for Military Aviation (ARMA) among USAF flight surgeons</title> <excerpt>The Adaptability Rating for Military Aviation (ARMA) is that portion of the initial flight physical that assesses an aviator candidate's motivation for and potential adaptability toward an aviation career. A survey was mailed to all USAF operational flight surgeons in the continental U.S.</excerpt>"", '<title>Development of an aviation combat criterion.</title>']"
90,7,90_air traffic control communication,['air traffic control communication'],"['<title>The measurement of the air traffic controller</title> <excerpt>Measures of the air traffic controller are reviewed and critically assessed. There are many reasons for measuring the controller, and no measure can yet be treated as either indispensable or useless.</excerpt>', '<title>Evaluating controller communication time as a measure of workload</title> <excerpt>The duration time that an en route controller is actively engaged in ground-to-air communications has been investigated to determine if the duration is a valid measure of controller workload. Data was collected during a Federal Aviation Administration (FAA) Planned View Display Baseline Study conducted with Washington Air Route Traffic Control Center personnel.</excerpt>', ""<title>Time Required for Transmission of Time-Critical Air Traffic Control Messages in an En Route Environment</title> <excerpt>This article examines the time required for an air traffic control specialist to successfully transmit a message containing a maneuver required for traffic avoidance to a pilot in the en route environment. Time required was measured from the beginning of the controller's message to the end of the pilot's correct acknowledgement.</excerpt>""]"
91,7,91_pilot workload and performance,['pilot workload and performance'],"['<title>The Effect of Expertise during Simulated Flight Emergencies on the Autonomic Response and Operative Performance in Military Pilots</title> <excerpt>Heart rate variability (HRV) and performance response during emergency flight maneuvers were analyzed. Two expert pilots (ages 35 and 33) and two rookie pilots (ages 25) from the Portuguese Air Force participated in this case–control report study.</excerpt>', '<title>Heart Period as a Useful Index of Pilot Workload in Commercial Transport Aircraft</title> <excerpt>As part of a larger study of the validity and reliability of various workload measures for use in aircraft certification, heart period (a function of heart rate) was investigated. In two separate experiments, pilots flew either normal-workload or high-workload missions in a B-727 simulator to determine whether the measures could serve to discriminate between the two workload levels.</excerpt>', '<title>Evaluation method of mental workload under flight conditions</title> <excerpt>In order to analyze the relationship between heart rate variability (HRV) and the flight tasks of pilots, HRV of various mental and physical work stresses were investigated. For the physical stress on the treadmill, S.D.</excerpt>']"
92,7,92_military flight assessment,['military flight assessment'],"['<title>Investigating Transfer of Input Device Practice on Psychomotor Performance in an Aviation Selection Test</title> <excerpt>Objective: We explored transfer of learning from brief practice with different input devices in the Navy’s Performance Based Measures Battery (PBM), a psychomotor subset of the Aviation Selection Test Battery (ASTB). Background: The PBM is a set of computerized tests used as a part of the ASTB to select aviators in the U.S.</excerpt>', '<title>IQ measures on the wechsler abbreviated scale of intelligence in indian air force aviators</title> <excerpt>Higher intellectual functioning is linked to successful military flying and mission accomplishment in pilots. The use of intelligence test batteries and cognitive batteries also forms an integral part of testing to assess the intellectual abilities and memory performance of potential astronaut candidates.</excerpt>', '<title>The selective-listening task as a test for pilots and air traffic controllers</title> <excerpt>This study evaluates the selective-listening task (SLT) originally developed by Gopher and Kahneman (1971). A brief analysis of the abilities measured by the SLT is presented, and investigations involving Royal Netherlands Air Force aviator applicants and Royal Netherlands Navy air traffic control applicants are reported.</excerpt>']"
93,7,93_spatial ability assessment,['spatial ability assessment'],"['<title>Predicting Flight Training Performance from the Tabular Speed Test</title> <excerpt>This study determined the predictive validity for the number correct (COR) and the number wrong (WR) of a complex perceptual speed test at three milestones in a collegiate flight training program. Test-retest data were obtained at different intervals.</excerpt>', '<title>Predictive Validity of Spatial Ability and Perceptual Speed Tests for Aviator Training</title> <excerpt>Objective: To present a multistudy examination of spatial ability and perceptual speed tests as predictors of Air Force aviator academic and flying training outcomes. Background: Whereas verbal and math tests are commonly used in academic and pre-employment selection, spatial ability and perceptual speed testing are less common.</excerpt>', ""<title>Comparison Between Scene-Independent and Scene-Dependent Eye Metrics in Assessing Psychomotor Skills</title> <excerpt>Objective: This study aims to compare the relative sensitivity between scene-independent and scene-dependent eye metrics in assessing trainees' performance in simulated psychomotor tasks. Background: Eye metrics have been extensively studied for skill assessment and training in psychomotor tasks, including aviation, driving, and surgery.</excerpt>""]"
94,7,94_high-g training assessment,['high-g training assessment'],"['<title>Optimizing Muscle Activation in Cadets Using Electromyography Biofeedback During Anti-G Training</title> <excerpt>INTRODUCTION: Effective execution of the anti-G straining maneuver (AGSM) is essential for pilots to maintain consciousness under high gravitational forces (+Gz). This study evaluated whether electromyographic (EMG) biofeedback enhances muscle activation patterns during AGSM training in novice cadets.</excerpt>', '<title>Visual perception, psychomotor performance, and complex motor performance during an overnight air refueling simulated flight</title> <excerpt>Introduction: Visual perception task, complex motor flight task, and psychomotor vigilance task performances were evaluated in U.S. Air Force pilots navigating a high-fidelity fixed wing jet simulator over 26.5 h of continuous wakefulness.</excerpt>', ""<title>AGSM proficiency and depression are associated with success of high-G training in trainee pilots</title> <excerpt>INTRODUCTION: High-gravity (G) training is used to educate trainee pilots about anti-G straining maneuvers (AGSM) in an environment similar to that of a real fighter aircraft, and to enhance their G tolerance. The success or failure of high-G training could be multifactorial, but most previous studies have only focused on the effect of pilots' physical condition.</excerpt>""]"
95,7,95_stress effects on pilot performance,['stress effects on pilot performance'],"['<title>Pilot Performance in Instrument-Based Tasks Under Acute Stress</title> <excerpt>INTRODUCTION: Pilots often experience acute stress during flights, potentially affecting flight safety. The effect of acute stress on instrument-based tasks remains unclear.</excerpt>', '<title>Effects of wearing aircrew protective clothing on physiological and cognitive responses under various ambient conditions</title> <excerpt>Heat stress can be a significant problem for pilots wearing protective clothing during flights, because they provide extra insulation which prevents evaporative heat loss. Heat stress can influence human cognitive activity, which might be critical in the flying situation, requiring efficient and error-free performance.</excerpt>', '<title>Effects of Stress on Performance during Highly Demanding Tasks in Student Pilots</title> <excerpt>Objective: To study how stress affects the performance of student pilots under highly demanding conditions, during flight simulator sessions. Background: Pilots usually suffer stress under highly demanding conditions.</excerpt>']"
96,7,96_astronaut effectiveness assessment,['astronaut effectiveness assessment'],"['<title>Assessments of astronaut effectiveness</title> <excerpt>This study examined the reliability and convergent validity of three methods of peer and supervisory ratings of the effectiveness of individual NASA astronauts and their relationships with flight assignments. These two techniques were found to be reliable and relatively convergent.</excerpt>', '<title>Astronaut Candidate, Candidate-Like, and Undergraduate Subjects Compared on Retention and Transfer</title> <excerpt>INTRODUCTION: The present study examined long-term retention and transfer of knowledge and skills, as well as the effect of cognitive load on retention and transfer, using a sample of astronaut candidates and two comparison groups. The first comparison group, recruited from Johnson Space Center, was similar in age, education, and general health to the astronaut candidate group; the second comparison group included university undergraduate students.</excerpt>', ""<title>Predicting astronaut effectiveness: A multivariate approach</title> <excerpt>In this study, measures of astronaut effectiveness were administered to volunteers from the astronaut corps in order to validate psychological 'select-in' criteria for long-duration space missions. Using a peer nomination format, astronauts rated their peers with whom they had either flown or trained.</excerpt>""]"
97,6,97_flight training success predictors,['flight training success predictors'],"['<title>The relation of age to success in flight training.</title>', '<title>College performance as a predictor of the flight training success of NROTC students.</title>', '<title>Predicting Aircraft Pilot-Training Success: A Meta-Analysis of Published Research</title>']"
98,6,98_mental health in pilots,['mental health in pilots'],"['<title>Unraveling the complex relationships between mental health and safety operation behaviors among pilots: a network and latent profile analysis</title> <excerpt>As the guardians of aviation safety, pilots’ mental health is critical for ensuring flight safety. However, systematic research on the comorbidities of mental symptoms among pilots remains scarce, and the relationship between these symptoms and safety operation behaviors is unclear.</excerpt>', '<title>Challenges and support needs in psychological and physical health among pilots: a qualitative study</title> <excerpt>Introduction: Physical and mental health problems among pilots affect their working state and impact flight safety. Although pilots’ physical and mental health problems have become increasingly prominent, their health has not been taken seriously.</excerpt>', ""<title>Investigation of pilots' mental health and analysis of influencing factors in China: based on structural equation model</title> <excerpt>Background: Pilots' physical and mental health might be significant contributing factors to flight safety. Exploring pilots’ health-related quality of life (HRQoL) is crucial for aviation security, health management, and psychological security.</excerpt>""]"
99,6,99_human performance under stress,['human performance under stress'],"['<title>FUNCTIONAL STATES OF ALTERED AWARENESS DURING FLIGHT.</title>', '<title>The effects of core temperature elevation and thermal sensation on performance</title> <excerpt>A liquid-condition suit was used to obtain a state of raised body temperature in conjunction with skin temperatures compatible with sensations of thermal comfort. This condition produced a similar increase in speed of performance on a high-level reasoning test which has been found in previous experiments, but no decrement in score.</excerpt>', '<title>Human performance at elevated environmental temperatures</title> <excerpt>A review of research on human performance at elevated temperatures is presented. The findings are analyzed in terms of 5 categories of performance measurements: time estimation; reaction time; vigilance and monitoring; tracking; and cognitive and other skilled tasks.</excerpt>']"
100,6,100_navigation and visual perception,['navigation and visual perception'],"['<title>Formal Papers: Frames of Reference for Helicopter Electronic Maps: The Relevance of Spatial Cognition and Componential Analysis</title> <excerpt>Maps are important for most forms of navigational flight, yet for helicopter flight they are critical. Computer-generated map displays for Nap-of-the-Earth (NOE) and low-level helicopter flight were configured according to previous research on maps, navigational problem solving and spatial cognition in large-scale environments.</excerpt>', '<title>Electronic map evaluation in simulated visual meteorological conditions</title> <excerpt>This study examined the effects of planar versus perspective electronic map displays during a simulated visual approach to landing. Thirty pilots were divided into 3 groups of 10 and assigned to 1 of 3 display conditions: 2-dimensional, 3-dimensional, or a 2-dimensional condition augmented with a ""wedge"" to provide a visual momentum between the display view and that in the forward field of view.</excerpt>', ""<title>Electronic maps for terminal area navigation: Effects of frame of reference and dimensionality</title> <excerpt>Two experiments are reported that contrast rotating versus fixed electronic map displays, which pilots used for a simulated approach to a landing. In Experiment 1, a rotating versus fixed-map display was experimentally crossed with a two-dimensional (2D) versus three-dimensional (3D) view (perspective map) as pilots' ability to maintain the flight path and demonstrate awareness of the location of surrounding terrain features were assessed.</excerpt>""]"
101,6,101_military operational effectiveness,['military operational effectiveness'],"['<title>The military performance of soldiers in sustained operations</title>', '<title>Sustained military operations and cognitive performance</title> <excerpt>Introduction: Cognitive performance is crucial during military operations. It is suggested that impaired cognitive performance accounts for most of the accidents during training courses and actual battle.</excerpt>', '<title>Ready or not: Enhancing operational effectiveness through use of readiness measures</title> <excerpt>Current and future military operations require personnel to perform a multitude of mission tasks. Military personnel are required to execute these tasks, and to perform to high levels of expectation.</excerpt>']"
102,6,102_stress and resilience in pilots,['stress and resilience in pilots'],"['<title>The Moderating Role of Resilience in the Relationship Between Occupational Stressors and Psychological Distress Among Aviation Pilots in Pakistan</title> <excerpt>Background: Aviation is one of the most demanding professions, exposing pilots to persistent stressors such as fatigue, irregular schedules, and high safety responsibility. These conditions heighten vulnerability to depression, anxiety, and stress (DAS), yet the protective mechanisms mitigating such effects remain less well understood.</excerpt>', '<title>Exploring the measurement of psychological resilience in Chinese civil aviation pilots based on generalizability theory and item response theory</title> <excerpt>Understanding and accurately measuring resilience among Chinese civil aviation pilots is imperative, especially concerning the psychological impact of distressing events on their well-being and aviation safety. Despite the necessity, a validated and tailored measurement tool specific to this demographic is absent.</excerpt>', '<title>Adversity in Aviation: Understanding Resilience in the Workplace for Female Pilots</title> <excerpt>Objective: This study measured the resilience of female pilots using the Connor–Davidson Resilience Scale (CD-RISC). Background: Adversity in the workplace causes occupational stress, influencing resiliency, and reducing job performance and wellness.</excerpt>']"
103,6,103_alerting design effectiveness,['alerting design effectiveness'],"['<title>Multisensory Cues for Encoding Urgency of System Hazards: Effect of Operator Experience on Perceived Urgency</title> <excerpt>Objective: This study evaluated sonification and tactification for encoding urgency of system health status presented in the ground control station (GCS) visual interface of an unmanned aircraft system (UAS), and the observer’s perception of urgency. Background: The barrage of data in the GCS visual interface has the potential to isolate the operator from detecting system hazards that threatens the ability of the operator to operate the UAS effectively.</excerpt>', '<title>Synthesized warning messages: effects of an alerting cue in single- and multiple-function voice synthesis systems</title> <excerpt>The present study examined the effectiveness of preceding synthesized voice warning messages with an alerting cue as a function of the amount of information presented by the voice synthesizer and the workload level in the primary task. Subjects performed a simplified air traffic control task in which they were required to monitor two visual displays and to enter commands via a standard keyboard.</excerpt>', ""<title>Investigation of air traffic controllers' response strategies in a free recall task: What makes auditory recall superior to visual recall?</title> <excerpt>This study investigated the response strategies displayed by air traffic controllers (ATCs) recalling visually and auditory presented verbal material in a free recall task. The end-of-list advantage for auditory compared to visually presented item lists (modality effect) was explored by using the procedure described by Beaman and Morton (2000).</excerpt>""]"
104,6,104_peer support for pilots,['peer support for pilots'],"['<title>[11] PEER PILOT VOLUNTEER TRAINING</title> <excerpt>BACKGROUND: Current mandates and recommendations have been issued by governing states around the world for peer programs to be implemented in aviation to support flight crew members. Developing a training protocol that will be most effective for the crew members that are utilizing the services are key in making a successful peer program to be used by crew members.</excerpt>', '<title>Competency-Based Peer Support in Aviation: A Framework for Training Peers Within Peer Support Programs</title> <excerpt>In July 2018, the European Union Aviation Safety Agency (2018) issued Regulation (EU) 2018/1042, now (EU) 2020/745, which required all commercial air transport operators to implement a support program by February 14, 2021. This was initially aimed at pilots and formed part of the recommendations made after the pilot murder-suicide crash of Germanwings flight 9525 in March 2015.</excerpt>', '<title>The Role of Peer Support and Its Contribution as an Effective Response to Addressing the Emotional Well-Being of Pilots: A Qualitative Study of South African Stakeholders</title> <excerpt>The provision of pilot peer support in commercial aviation is a recent recommendation following the Germanwings pilot suicide?murder crash in 2015. Conducted in a South African aviation context, this study explored the phenomenon of peer support and its role and contribution as an effective response to addressing the emotional well-being of pilots.</excerpt>']"
105,6,105_training systems assessment,['training systems assessment'],"['<title>Work domain analysis for training-system definition and acquisition</title> <excerpt>Training-needs analysis is critical for defining and procuring effective training systems. However, traditional approaches to training-needs analysis are not suitable for capturing the demands of highly automated and computerized work domains.</excerpt>', '<title>Analyzing components of work samples to evaluate performance</title> <excerpt>A method is described in which work sample data were analyzed to reveal how aircraft maintenance technicians differed in troubleshooting performance after a training intervention. During the training phase of the study, approximately half the technicians received troubleshooting instruction from an intelligent tutoring system, and the remaining technicians received informal on-the-job training.</excerpt>', '<title>Job-specific or general training: A quantitative assessment</title> <excerpt>This work introduces a framework for developing job-specific training as well as training that is useful across operational contexts by combining 2 theories of training design: identical elements and general principles. Thirty-six participants were assigned to 1 of 3 training conditions, 2 utilizing identical elements (pilot training and flight dispatcher training) and 1 utilizing general principles.</excerpt>']"
106,6,106_3-d audio task performance,['3-d audio task performance'],"['<title>Three-Dimensional Audio Versus Head-Down Traffic Alert and Collision Avoidance System Displays</title> <excerpt>The advantage of a head-up auditory display for situational awareness was evaluated in an experiment designed to measure and compare the acquisition time for capturing visual targets under two conditions: standard headdown Traffic Alert and Collision Avoidance System (TCAS) display and three-dimensional (3-D) audio TCAS presentation. (The technology used for 3-D audio presentation allows a stereo headphone user to potentially localize a sound at any externalized position in 3-D auditory space).</excerpt>', '<title>Head-up/head-down transition: Measurement of transition times</title> <excerpt>A method was devloped to measure transition times between a head-up signal and a response given to a head-down display. Various arrangments of motor response (vocal, hand) and HDD images were used.</excerpt>', '<title>Effects of supplementing head-down displays with 3-D audio during visual target acquisition</title> <excerpt>We investigated the effectiveness of supplementing head-down displays (HDDs) with high-fidelity 3-dimensional (3-D) audio using a flight simulation task in which participants were required to visually acquire the image of a target aircraft. There were 3 conditions: a visual HDD providing azimuth information combined with a nonspatial audio cue, a visual HDD providing azimuth and elevation information combined with a nonspatial audio cue, and a visual HDD providing azimuth information combined with a 3-D audio cue.</excerpt>']"
107,6,107_pilot experience and safety,['pilot experience and safety'],"['<title>Age, flight experience, and violation risk in mature commuter and air taxi pilots</title> <excerpt>Violation of Federal Aviation Regulations has been identified as a risk factor for pilot involvement in aviation crashes. However, the associations among violations, flight experience, and pilot age have not been well studied.</excerpt>', ""<title>More experience might not bring more safety: Negative moderating effect of pilots’ flight experience on their safety performance</title> <excerpt>Objective: This study aimed to improve our understanding of the relationship between pilots' total flight hours (TFH), levels of hazardous attitude (HA), and flight safety performance. Background: The negative effect of airline pilots' flight experience on safety performance has received attention but has not been extensively investigated.</excerpt>"", '<title>Effects of age and flight exposure on flight safety performance: Evidence from a large cross-sectional pilot sample</title> <excerpt>Generally, flight experience protects against the effect of the normal aging process on pilots’ incident involvement, but some studies have shown a negative effect of flight hours on flight safety performance. The purpose of this study was to investigate the relationship between age, flight exposure, and flight safety performance in a large cross-sectional sample of commercial airline pilots (N = 1291).</excerpt>']"
108,6,108_cockpit display performance,['cockpit display performance'],"['<title>Measurement and Modeling of Display Clutter in Advanced Flight Deck Technologies</title> <excerpt>Clutter is a key concern in the design of complex displays, particularly in safety-critical domains such as aviation. The objective of this research was to investigate techniques for measuring subjective perceptions of clutter and to model the predicted impacts of clutter on pilot performance within the context of advanced flight deck technologies.</excerpt>', '<title>Head-up displays: Effects of clutter, display intensity, and display location on pilot performance</title> <excerpt>Two experiments examined the effects of display location (head-up and head-down), display clutter, and display intensity on pilot performance in a general aviation-cruise flight environment. In Experiment 1, a low-fidelity simulation revealed that the detection of commanded flight changes and flight-path tracking performance was better in the head-down condition as compared to the head-up condition.</excerpt>', '<title>Field of view effects on pilot performance in flight</title> <excerpt>For flight training, head-worn displays represent low-cost, wide field of regard, deployable systems when compared to traditional simulation facilities. However, current head-worn systems provide limited effective fields of view.</excerpt>']"
109,6,109_human factors in air traffic,['human factors in air traffic'],"['<title>Evaluating differences in cognitive functions and personality traits among air traffic controllers with and without error history</title> <excerpt>Given the growing rate of air transportation, it is necessary to consider the safety of the aviation industry. Air traffic control is one of the most sensitive and important jobs in the field of flight safety.</excerpt>', ""<title>Prediction of Task Performance from Physiological Features of Stress Resilience</title> <excerpt>In this paper, we investigate the potential of generic physiological features of stress resilience in predicting air traffic control (ATC) candidates' performance in a highly-stressful low-fidelity ATC simulator scenario. Stress resilience is highlighted as an important occupational factor that influences the performance and well-being of air traffic control officers (ATCO).</excerpt>"", '<title>Psychological readiness of air traffic controllers for their job</title> <excerpt>This article highlights the importance of examining human factors in aviation, especially in air traffic control. It analyzes the factors affecting performance of air traffic controllers (ATC) and increase or decrease of security.</excerpt>']"
110,6,110_alcoholism in aviators,['alcoholism in aviators'],"['<title>Alcohol screening instruments and psychiatric evaluation outcomes in military aviation personnel</title> <excerpt>Introduction: Alcohol-related disorders are the most prevalent psychiatric conditions in the aviation population. Efforts to effectively screen aviators for these disorders are continually sought, as under-diagnosis may negatively impact aviation safety.</excerpt>', '<title>Psychiatric disorders in civilian pilots</title> <excerpt>Psychiatric disorders are second only to cardiovascular disorders as a cause of permanent loss of licence in both professional aircrew and private pilots in the UK. In professional aircrew, psychiatric disorders are commonly aviation-related, whilst in private pilots less effective selection and the stresses of business and personal affairs are common factors.</excerpt>', '<title>Adult children of alcoholics - A treatable entity: An aviation case report</title> <excerpt>This is a case report of a male naval aviator, raised in an alcoholic environment, and the impact of that environment on his development and adult functioning. A review of the adult children of alcoholics syndrome is presented to help familiarize the reader with this evolving entity and its probable impact on aviation personnel.</excerpt>']"
