Topic,Count,Name,Representation,Representative_Docs
98,7,98_Psychological health in pilots,['Psychological health in pilots'],"[""<title>Assessing pilots with 'the wrong stuff': A call for research on emotional health factors in commercial aviators</title> <excerpt>The responsibility that airline pilots have toward the safety of passengers is immense. Airline pilots are likely to be among the most reliable and psychologically problem-free populations. Yet, psychological problems can and do occur among persons who pursue this occupation although the actual extent is unknown.</excerpt>"", '<title>Attempting to Conceal Psychological Disturbance: MMPI Defensive Response Sets and the Rorschach</title> <excerpt>This study examined whether a defensive response set during a psychological evaluation would skew responses on the Rorschach such that subjects could conceal psychological difficulties. Subjects in this study were commercial airline pilots who were required to undergo an independent psychological evaluation after completing a treatment program for alcohol or substance abuse. Subjects knew the results of the psychological evaluation would be taken into account by the Federal Aviation Administration and their employer when deciding whether to reinstate their pilots’ license, and allowing them to return to work.</excerpt>', '<title>Anthropomorphic AI: Sociopathic AI Features as Predictors of Career Opportunities and Threats Perceived by Pilots in Commercial Aviation</title> <excerpt>Objective: The study aims to investigate how anthropomorphic, particularly sociopathic, features ascribed to AI affect commercial pilots’ perceptions of career threats, opportunities, and performance benefits of AI integration in the cockpit. Background: Although technology has long been an irreplaceable, valuable ally for airline pilots, artificial intelligence (AI) differs significantly from previously used technologies and pilots perceive AI not only as a tool but as an agent with human-like attributes. These anthropomorphic perceptions shape their career-related attitudes, especially as AI’s cognitive capabilities and ethical limitations challenge pilot identity.</excerpt>']"
99,7,99_Air Traffic Control Training,['Air Traffic Control Training'],"['<title>Poststrike Air Traffic Control Trainees: Biodemographic Predictors of Success in Selection and Screening</title> <excerpt>A biographical questionnaire was completed by 3,578 air traffic control (ATC) students who entered the Federal Aviation Administration Academy between October 1985 and September 1987. The demographic characteristics of these more recent academy trainees (from a more stabilized poststrike selection process) were compared with two previous groups of academy entrants (one prestrike, one poststrike). The impact of biodemographic characteristics on success in ATC specialist (ATCS) training was evaluated.</excerpt>', '<title>The impact of reweighting the AT-SAT subtests on group score differences</title> <excerpt>The Air Traffic Selection and Training (AT-SAT) test battery is an aptitude test that was developed as the selection tool for the Federal Aviation Administration Air Traffic Control Specialists (ATCSs). Before operational use, however, concerns were raised about the low scores of incumbent ATCS personnel (who participated in the initial research) and score differences between groups, which could result in adverse impact (possible unfair discrimination). To address these concerns, the subscores of the AT-SAT were reweighted and the constant was changed to yield a new total score.</excerpt>', ""<title>Use of path models to study a precareer air traffic control training program</title> <excerpt>Past studies have demonstrated that women and minorities are less likely to be selected as FAA air traffic controllers than are nonminority men and, when selected, are less likely to be successful. One major reason for this is that women and minorities have less aviation-related background experience. In response to this need the '150' Predevelopmental program was begun to give those selected for the program a 1-year orientation to aviation and air traffic control prior to FAA Academy training.</excerpt>""]"
100,7,100_Pilot mental health,['Pilot mental health'],"[""<title>Suicide by aircraft: a case report</title> <excerpt>A 36-year-old pilot took his plane on a brief, unauthorized flight that ended in a high-speed vertical crash next to the runway. A retrospective 'psychological autopsy' yielded strong presumptive evidence of an unrecognized depression in a man with manipulative and mildly antisocial characteristics. His withdrawal from his usual patterns of behavior was, instead, regarded as a desirable return to 'normal' behavior.</excerpt>"", '<title>Aircraft as an instrument of self destruction</title> <excerpt>Often the relationship between the pilot and his aircraft is such that the aircraft may be thought of as an extension of the pilot himself during the act of flight. If this pilot accumulates stress in his life with which he can no longer adequately cope, he may engage in self destructive acts, some of these within the context of his flying activities. The competent pilot practices and acquires skills which help him deal with the stress of demanding flight situations.</excerpt>', '<title>Commercial Aircraft-Assisted Suicide Accident Investigations Re-Visited—Agreeing to Disagree?</title> <excerpt>Background: The number of aircraft-assisted suicides can only be considered a rough estimate because it is difficult and, at times, impossible to identify all cases of suicide. Methods: Four recent reports of accidents occurring in 1997 in Indonesia, 1999 in Massachusetts in the United States, 2013 in Namibia, and 2015 in France related to commercial aircraft-assisted suicides were analyzed. This analysis relied on data extracted from the accident reports that supported aircraft-assisted suicide from the: (a) cockpit voice recorder (CVR) and flight data recorder (FDR), (b) medical history, (c) psychosocial history, (d) toxicology, (e) autopsy, and (f) any methodology that utilized aviation medicine.</excerpt>']"
101,7,101_Human factors in aviation,['Human factors in aviation'],"[""<title>Principles of S-C-R compatibility with spatial and verbal tasks: The role of display-control location and voice-interactive display-control interfacing</title> <excerpt>A pilot's tasks may be categorized into those that demand predominantly verbal operations and those that are spatial. We describe two experiments that define two principles of compatibility of interfacing such tasks with displays and controls. The first, based upon hemispheric laterality effects, defines compatibility according to the display location and the response hand; the second defines compatibility according to the modality of display (auditory and visual) and response (manual and speech).</excerpt>"", '<title>Field of view effects on pilot performance in flight</title> <excerpt>For flight training, head-worn displays represent low-cost, wide field of regard, deployable systems when compared to traditional simulation facilities. However, current head-worn systems provide limited effective fields of view. Wide field of view alternatives promise to increase transfer of training effectiveness through enhanced situation awareness.</excerpt>', '<title>Display on Demand Method Increases Time Spent Looking Outside the Cockpit: Testing a Training Method during Visual Flight Rules Flights</title> <excerpt>Modern on-board instrumentation can lead to distraction, particularly by absorbing attention inside the cockpit, which reduces air safety. The display on demand (DoD) method tested here aims to impede that problem for glider and visual flight rules (VFR) pilots. In total, 21 students were assigned to either an experimental or a control group in a pre- and post-test design.</excerpt>']"
102,7,102_High-G Training Effects,['High-G Training Effects'],"['<title>Optimizing Muscle Activation in Cadets Using Electromyography Biofeedback During Anti-G Training</title> <excerpt>INTRODUCTION: Effective execution of the anti-G straining maneuver (AGSM) is essential for pilots to maintain consciousness under high gravitational forces (+Gz). This study evaluated whether electromyographic (EMG) biofeedback enhances muscle activation patterns during AGSM training in novice cadets. METHODS: There were 58 Brazilian Air Force cadets (age: 25\u202f±\u202f1 yr) who performed two AGSM sessions involving sustained submaximal isometric contractions of the gastrocnemius, vastus medialis, and rectus abdominis muscles, synchronized with rhythmic breathing every 3 s.</excerpt>', ""<title>Assessment of the anti-G straining maneuver (AGSM) skill performance and reinforcement program</title> <excerpt>Initial high-G centrifuge training of USAF fast jet pilots was instituted in 1985. Also, since the mid-1980's, pilot awareness of G-induced loss of consciousness (G-LOC) has been enhanced by briefings, videotapes, and safety articles. Aircraft accidents caused by an improperly performed anti-G straining maneuver (AGSM), however, continue to occur.</excerpt>"", ""<title>AGSM proficiency and depression are associated with success of high-G training in trainee pilots</title> <excerpt>INTRODUCTION: High-gravity (G) training is used to educate trainee pilots about anti-G straining maneuvers (AGSM) in an environment similar to that of a real fighter aircraft, and to enhance their G tolerance. The success or failure of high-G training could be multifactorial, but most previous studies have only focused on the effect of pilots' physical condition. METHODS: A total of 138 male trainee pilots participated in this study.</excerpt>""]"
103,7,103_Stress and Immunity,['Stress and Immunity'],"['<title>Coping with stress, control of emotions and biochemical markers as a common protective element in the inflammatory response to stress</title> <excerpt>Aim. Based on a comprehensive approach to the problem of stress, we have decided to evaluate all components of a stress response – immunological (IL-1, IL-2, IL-6, IL-10, CRP, TNF-alpha) and hormonal one (CRH, ACTH), as well as to evaluate the psychological indicators of stress, coping with stress, and controlling emotional reactions as psychological markers that predispose to the most beneficial adaption in relation to stressors affecting flight personnel taking part in peace missions abroad. Material and method.</excerpt>', '<title>Influence of stress on lymphocyte subset distribution - A flow cytometric study in young student pilots</title> <excerpt>Stressors can induce sizable modifications on immunocompetent cells. Major circulating lymphocyte subsets were quantitated in Italian Air Force student pilots undergoing intensive training and continuous evaluation, a stressful situation both physically and psychologically. Instructor pilots matched for age and assayed in parallel were used as controls.</excerpt>', '<title>Monitoring antioxidant defenses and free radical production in space-flight, aviation and railway engine operators, for the prevention and treatment of oxidative stress, immunological impairment, and pre-mature cell aging</title> <excerpt>Degenerative diseases, immune impairment, and premature ageing commonly affect professional categories exposed to severe environmental and psychological stress. Among these, cosmonauts routinely experience extreme conditions due to microgravity, space radiation, altered oxygen supply, physical and mental fatigue during training, spaceflight, and post-flight. Long route aviation pilots display elevated oncogenic risk, connected with cosmic radiation overexposure, and high mortality rates for cardiovascular causes.</excerpt>']"
104,7,104_Psychological health of remote warriors,['Psychological health of remote warriors'],"['<title>Time for a break? Perceptions and impacts of reconstitution among United States Air Force remotely piloted aircraft personnel</title> <excerpt>United States Air Force remotely piloted aircraft (RPA) aircrew and support personnel perform critical missions in support of military operations around the world. The high value placed on the work of these individuals has resulted in increased workload and heightened risk of adverse psychological health outcomes. The impact of this can be detrimental to the health of the individual as well as the success of the RPA mission.</excerpt>', '<title>Predictive Validity of UAS/RPA Sensor Operator Training Qualification Measures</title> <excerpt>U.S. Air Force sensor operators (SOs) are enlisted aviators who work side-by-side with unmanned aerial systems/remotely piloted aircraft (UAS/RPA) pilots, providing assistance with all aspects of aircraft employment and sensor management. SO training qualification includes medical, citizenship, and security standards and aptitude requirements.</excerpt>', '<title>Predictors and protective factors for suicide ideation across remotely piloted aircraft career fields</title> <excerpt>The US Air Force remote warrior community comprises several career fields including remotely piloted aircraft pilots and intelligence, cyber, and sensor operators. The crews are responsible for working seamlessly together to provide 24/7 real-time intelligence, surveillance, and reconnaissance and precision-strike weapons capabilities for a wide range of global combat operations. Due to the rapid increase in global demands and operational tempo, there is growing concern from military leadership about the impact of operational stress on the health and psychological well-being of remote warriors.</excerpt>']"
105,7,105_Stress in Air Travel,['Stress in Air Travel'],"['<title>Stress and the effects of air transport on flight crews</title>', ""<title>Aircrew perceived stress: Examining crew performance, crew position and captains personality</title> <excerpt>This study was conducted at NASA Ames Research Center as a part of a larger research project assessing the impact of captain's personality on crew performance and perceived stress in 24 air transport crews (5). Three different personality types for captains were classified based on a previous cluster analysis (3). Crews were comprised of three crewmembers: captain, first officer, and second officer/flight engineer.</excerpt>"", '<title>Cabin crew stress factors examined.</title> <excerpt>The impact of reduced cockpit crew on the cabin crew in commercial airlines is examined. One hundred cabin crew members participated in a study to determine what stressors are present in contemporary transport aircraft, the extent of differences in rating context-related and task-related stressors, and the effect of peak versus normal periods of duty time on stress factors. Results indicate that under peak period conditions, context-related factors are more stressful than task-related factors.</excerpt>']"
106,7,106_Dietary effects on performance,['Dietary effects on performance'],"['<title>Effects of hydration on cognitive function of pilots</title> <excerpt>The objective of this study was to examine the effect of fluid intake and possible dehydration on cognitive flight performance of pilots. A repeated-measures, counterbalanced, mixed study design was used to examine differences in working memory, spatial orientation, and cognitive flight performance of 40 randomly selected healthy pilots after having high and low fluid intakes. Serial weights were also analyzed to determine differences in cognitive flight performance of the dehydrated (1-3% weight loss) and hydrated study participants.</excerpt>', '<title>SYNBIO® Probiotic and Antioxidant Dietary Supplementation: Clinical Trial Evaluation of Potential Effects on Airline Flight Crew Members’ Well-Being</title> <excerpt>The irregular lifestyle of airline crew members, wide/adverse job-related exposures, and the impact of temporary hypoxia on gut microbiota well-being have increased concern about the daily recommended dose of certain nutrients among flight crew. The aim of this study was to determine if daily consumption of a SYNBIO® probiotics–elderberry extract supplement (ACTIVE) may contribute to the well-being of flight attendants. Forty healthy crew members enrolled in a double-blind, randomized, placebo-controlled study consumed one ACTIVE capsule/day or placebo for 30 days.</excerpt>', '<title>Mental and physical workload, salivary stress biomarkers and taste perception: Mars desert research station expedition</title> <excerpt>Background: Very few studies have been conducted on the effects of simulation of Mars conditions on taste. Aims: This study was planned to find the effects of physical and mental workload on taste sensitivity and salivary stress biomarkers. Materials and Methods: Twelve crew members were selected.</excerpt>']"
107,7,107_Situational Awareness Studies,['Situational Awareness Studies'],"['<title>Exploring situational awareness in diagnostic errors in primary care</title> <excerpt>Objective: Diagnostic errors in primary care are harmful but poorly studied. To facilitate the understanding of diagnostic errors in real-world primary care settings that use electronic health records (EHRs), this study explored the use of the situational awareness (SA) framework from aviation human factors research. Methods: A mixed-methods study was conducted involving reviews of EHR data followed by semi-structured interviews of selected providers from two institutions in the USA.</excerpt>', '<title>Situation Awareness: A Critical But Ill-Defined Phenomenon</title> <excerpt>Situation awareness has recently gained considerable attention as a performance-related psychological concept This is especially true in the aviation domain where it is considered an essential prerequisite for the safe operation of the complex dynamic system “aircraft”. There are concerns, however, that inappropriately designed automatic systems introduced to advanced flight decks may reduce situation awareness and thereby put aviation safety at risk. Situation awareness has thus become a ubiquitous phrase.</excerpt>', '<title>Situational Awareness and General Aviation Accidents: An Analysis of 94 US Accident Reports</title> <excerpt>Situational awareness is a concept increasingly used in aircraft accident investigation reports. We analyzed 94 general aviation accidents in which situational awareness was mentioned by the National Transportation Safety Board investigator to determine factors that are significantly more often associated with fatality. We found a consistent use of the situational awareness concept, mainly applied to situations in which aircraft inadvertently collided with each other, with other man-made objects, and with various kinds of terrain.</excerpt>']"
108,7,108_Ethics in psychology,['Ethics in psychology'],"[""<title>The ethics of psychology's role in politics and the development and institution of social policy</title> <excerpt>The relationship between psychological research and the development of social policy is controversial, as is any discussion of the role of values and morals within science. Three particular instances of this controversy are evident in psychological research conducted on affirmative action, child abuse, and abortion. The American Psychological Association (APA) in fact takes a particular organizational stance on these issues.</excerpt>"", '<title>Common sense reasoning for detection, prevention, and mitigation of cyberbullying</title> <excerpt>Cyberbullying (harassment on social networks) is widely recognized as a serious social problem, especially for adolescents. It is as much a threat to the viability of online social networks for youth today as spam once was to email in the early days of the Internet. Current work to tackle this problem has involved social and psychological studies on its prevalence as well as its negative effects on adolescents.</excerpt>', '<title>""MySpace"" or yours? The ethical dilemma of graduate students\' personal lives on the internet</title> <excerpt>The booming popularity of the Internet, and particularly increasing use of personal Web sites, social networking sites, and blogging, raises questions regarding the ethical use of psychology graduate students\' personal online information for academic purposes. Given rising controversies such as use of such information to screen applicants, I refer to the principles and standards of the Ethics Code of the American Psychological Association (2002) to examine ethical concerns associated with graduate students\' personal information on the Internet, namely, the protection of privacy, use of informed consent, consideration of autonomy, and implications for students\' clinical work. Finally, I make several recommendations for graduate training faculty and graduate students as they consider placing and using information on and from the Internet.</excerpt>']"
109,6,109_Pilot Spatial Orientation,['Pilot Spatial Orientation'],"['<title>The influence of representational gravity on spatial orientation: an eye movement study</title> <excerpt>Spatial orientation is a fundamental subject in aviation psychology. The influence of representational gravity can lead to systematic errors during uniform linear motion. However, it remains unclear whether representational gravity during motion can affect spatial orientation.</excerpt>', '<title>Psychological aspects of pilot spatial orientation.</title> <excerpt>Researchers examined the psychological aspects of pilot spatial orientation to aircraft attitude. Study participants completed questionnaires and made drawings of view-from-the-ground and aircraft front window and of attitude indicators, then made flights in a simulator or aircraft with unknown pitch attitude. Analysis of data indicates that pilots favored a view-from-the-ground indicator.</excerpt>', ""<title>Spatial orientation in aviation: Visual contributions</title> <excerpt>Misjudgement of spatial orientation is reported to be an important factor in a substantial proportion of aviation accidents. The likelihood of such misjudgement is particularly high when there are conflicting interactions between labyrinthine and visual signals. In a manoeuvering aircraft, visual information is often a crucial factor in the pilot's ability to judge the aircraft's altitude and position with respect to external and terrain features.</excerpt>""]"
110,6,110_Predicting Flight Performance,['Predicting Flight Performance'],"['<title>Predicting Flight Training Performance from the Tabular Speed Test</title> <excerpt>This study determined the predictive validity for the number correct (COR) and the number wrong (WR) of a complex perceptual speed test at three milestones in a collegiate flight training program. Test-retest data were obtained at different intervals. COR predicted time to solo (N = 119, r = -.15, p < .05) and time to the private pilot certificate (N = 51, r = -.34, p < .01).</excerpt>', '<title>Time to Solo as a Predictor of Performance in Civilian Flight Training</title> <excerpt>Civilian and military flight schools have long used the amount of time needed to solo as a benchmark for students. The researcher used regression analysis of student training records to see whether the amount of time a student needed to solo could predict the time needed to earn a private pilot license or the ability to pass the private pilot checkride on the first try. Results showed a strong relationship to the time needed to earn the certificate, but not to checkride results.</excerpt>', '<title>Predictive Validity of Spatial Ability and Perceptual Speed Tests for Aviator Training</title> <excerpt>Objective: To present a multistudy examination of spatial ability and perceptual speed tests as predictors of Air Force aviator academic and flying training outcomes. Background: Whereas verbal and math tests are commonly used in academic and pre-employment selection, spatial ability and perceptual speed testing are less common. Spatial ability and perceptual speed tests have been a mainstay in U.S.</excerpt>']"
111,6,111_Pilot judgment training,['Pilot judgment training'],"['<title>The prediction of judgment in realistic tasks: An investigation of self-insight</title> <excerpt>Two approaches to policy-capturing research - mathematical and verbal - were compared to determine if flight instructors, psychology professors, and college football coaches evaluating ""paper students"" in profile booklets had self-insight into their judgment policies. Contrary to a widely accepted view that people lack self-insight, results suggested that many of the judges, particularly among the flight instructors, demonstrated self-insight; fewer professors and coaches showed self-insight as defined for this study. Possible biasing factors in the study, implications for training, and probable reasons for the findings are given..</excerpt>', '<title>An investigation of the effectiveness of pilot judgment training</title> <excerpt>Pilot decisional errors have always been a significant factor in aviation accidents. Pilot judgment, however, traditionally has been viewed as an intrinsic quality or a by-product of flying experience. Only recently has it been examined as a potential flight-training requirement.</excerpt>', '<title>Flight Examiners’ Methods of Ascertaining Pilot Proficiency</title> <excerpt>Objective: To determine how flight examiners reason and which methods they use when assessing the competencies of pilots for continued accreditation purposes and type-rating training. Background: Early work on pilot performance assessment focused on measurement models, including the accuracy and reliability of the scores attributed to the human factors variables included. More recent studies investigated the nature of the evidence that flight examiners used.</excerpt>']"
112,6,112_Psychiatric screening pilots,['Psychiatric screening pilots'],"['<title>Psychiatric screening of combat pilots: correction of the record.</title>', '<title>PSYCHIATRIC SCREENING OF FLYING PERSONNEL WITH THE CORNELL WORD FORM</title> <excerpt>Brief report. (PsycINFO Database Record (c) 2006 APA, all rights reserved). © 1955 American Psychological Association..</excerpt>', '<title>Psychiatric screening of ground-crew in the Royal Canadian Air Force.</title>']"
113,6,113_Pilot gaze behavior,['Pilot gaze behavior'],"['<title>Mode monitoring and call-outs: An eye-tracking study of two-crew automated flight deck operations</title> <excerpt>Mode awareness has been suggested as a critical factor in safe operations of automated aircraft. This study investigated mode awareness by measuring eye point of gaze of both pilots during simulated commercial flights, while recording call-outs and tracking aircraft performance. The results of this study show that the compliance to manufacturer or air carrier procedures regarding mode monitoring and call-outs was very low.</excerpt>', '<title>Relationships Between Pilot Gaze Patterns and Control Lapses in Challenging Instrument Approach Flight</title> <excerpt>Objective: This study investigates the link between pilot gaze patterns and control deviations during simulated instrument flight approaches, aiming to understand how attentional focus impacts flight safety. Background: Building on previous research that underscores the importance of situational awareness in aviation, this work delves into the specific aspects of gaze behavior as indicators of cognitive workload and attentional distribution. Unlike prior studies that broadly assessed attentional markers, this research utilizes advanced iris tracking technology to pinpoint how gaze metrics correlate with flight performance.</excerpt>', '<title>The Invisible Copilot?: Assessing Task Engagement and Team Dynamics in a Virtual Flight Environment Using Eye-Tracking Metrics</title> <excerpt>Gaze behavior represents a vital predictor of flight performance in pilots operating an aircraft. However, its role in collaborative settings with a copilot has been largely disregarded. Our study addressed this gap by simulating a flight environment with role division into a pilot flying (PF) and pilot monitoring (PM).</excerpt>']"
114,6,114_Team Training Effectiveness,['Team Training Effectiveness'],"['<title>Enhancing team training and performance with automated performance assessment tools</title> <excerpt>Assessing team performance is a difficult task for instructors because of factors such as high workload. Automated performance measurement systems may provide assistance to instructors and improve the quality of performance assessment. However, little research is available to guide such interventions or to document their effects.</excerpt>', '<title>The role of trainee knowledge structures in aviation team environments</title> <excerpt>The importance of having well-developed knowledge structures to enhance complex team performance has been recently indicated in the training effectiveness literature. This work tested that proposition within an aviation team training setting. Results suggested that aviation team training improved the knowledge structures of those participants who received the training.</excerpt>', ""<title>Team task analysis: Differentiating between tasks using team relatedness and team workflow as metrics of team task interdependence</title> <excerpt>Objective: As a constructive replication and extension of Arthur, Edwards, Bell, Villado, and Bennett (2005), the objective of the current study was to further investigate the efficacy of team relatedness and team workflow ratings (along with their composite) as metrics of interdependence.Background: Although an analysis of task and job interdependence has important implications and uses in domains such as job design, selection, and training, the job analysis literature has been slow to develop an effective method to identify team-based tasks and jobs.Method: To achieve the study's objectives, 140 F-16 fighter pilots (35 four-person teams) rated 34 task and activity statements in terms of their team relatedness and team workflow.Results: The results indicated that team relatedness and team workflow effectively differentiated between tasks with varying levels of interdependency (as identified by instructor pilots who served as subject matter experts) within the same job. In addition, teams that accurately perceived the level of interdependency performed better on a four-ship F-16 flight-training program than those that did not.Conclusion: Team relatedness and team workflow ratings can effectively differentiate between tasks with varying levels of interdependency.Application: Like traditional individual task or job analysis, this information can serve as the basis for specified human resource functions and interventions, and as diagnostic indicators as well. © 2012 Human Factors and Ergonomics Society..</excerpt>""]"
115,6,115_Pilot display performance,['Pilot display performance'],"[""<title>HUD with a velocity (flight-path) vector reduces lateral error during landing in restricted visibility</title> <excerpt>The operational community has assumed that using a head-up display (HUD) instead of conventional head-down displays will increase accuracy and safety during approach and landing. The putative mechanism for this increase in safety is that previously demonstrated improvements in lateral and vertical control of the aircraft in flight should carry over to the landing situation. Alternatively, it is possible that, during approach and landing, the HUD might affect the pilot's ability to assimilate outside cues at the decision height, thereby reducing the success ratio for landings using an HUD.</excerpt>"", '<title>Measurement and Modeling of Display Clutter in Advanced Flight Deck Technologies</title> <excerpt>Clutter is a key concern in the design of complex displays, particularly in safety-critical domains such as aviation. The objective of this research was to investigate techniques for measuring subjective perceptions of clutter and to model the predicted impacts of clutter on pilot performance within the context of advanced flight deck technologies. Six commercial pilots flew simulated approaches under varied workload conditions with low-, medium-, and high-clutter head-up displays, rating the perceived clutter and subjective mental workload associated with each display configuration.</excerpt>', '<title>Influence of flight domain and cockpit display dynamics on pilot perceived clutter</title> <excerpt>Two analyses were conducted on three datasets from a series of aviation human factors experiments focused on the development and testing of measures of flight display clutter as well as the relation with flight task performance. The objectives of this study were to assess the effects of cockpit display dynamics and aircraft type on pilot perceptions of display clutter in simulated flight tasks through statistical analyses of the data gathered across the experimental studies. Comparisons were made on observations of pilots with comparable experience under similar headup or headdown display conditions.</excerpt>']"
116,6,116_Aircraft landing perception,['Aircraft landing perception'],"['<title>A mathematical model of glide-slope perception in the visual approach to landing</title> <excerpt>A mathematical model of glide-slope perception is presented for the visual approach to landing when there is a visually impoverished scene. The perceptual process has been modeled as the weighted average of the geometric relations in the scene that provide glide-slope information, with weights being adjusted during the approach to minimize the uncertainty in glide-slope perception. The model suggests that the optimum combination of relations providing glide-slope information is dependent on the range from the runway threshold and that there is a relation between the handling qualities of aircraft or flight simulators and the adjustment of the weights..</excerpt>', '<title>Scene Content and Runway Breadth Effects on Simulated Landing Approaches</title> <excerpt>Eight experienced pilots flew landing approaches in a light-aircraft simulator with a computer-generated landing display. Scene content and runway breadth were manipulated. Approaches were lower with reduced scene content and to the narrow runways, and trial-to-trial variability was higher with reduced scene content.</excerpt>', '<title>Display Magnification for Simulated Landing Approaches</title> <excerpt>Previous discussions of simulated landings suggest that biases not found during aircraft flight are induced by one or more features of a simulator. Inadequate representation of texture or of ground detail and distortions in judgments of size from near accommodation to a display are two of the factors that have been thought to contribute to these biases. Addition of surface detail and magnification of the display have been suggested as corrective solutions.</excerpt>']"
117,6,117_Human health in space,['Human health in space'],"['<title>Evolution of Space Medicine at NASA</title> <excerpt>INTRODUCTION: From the very beginning of America’s human spaceflight program, space medicine has been at the forefront. There has been a variety of diverse individuals, over six decades, whose contributions helped shape what space medicine is within NASA today. METHODS: A n extensive review of historical documents (including reports, manuscripts, advisory committee reports, and oral histories of key individuals) related to space medicine, aerospace medicine, and life sciences at NASA Headquarters was performed.</excerpt>', '<title>A duty to enhance? Genetic engineering for the human Mars settlement</title> <excerpt>Humans living off-world will face numerous physical, psychological and social challenges and are likely to suffer negative health effects due to their lack of evolutionary adaptation to space environments. While some of the necessary adaptations may develop naturally over many generations, genetic technologies could be used to speed this process along, potentially improving the wellbeing of early space settlers and their offspring. With broad support, such a program could lead to significant genetic modification of off-world communities, for example, to limit radiation damage on body systems or prevent bone and muscle loss in reduced gravity conditions.</excerpt>', '<title>Digital Health Technologies to Support Human Missions to Mars</title> <excerpt>The first human missions to Mars are scheduled for the 2030s. Besides the already known physical and psychological challenges related to spaceflights, a mission to Mars will pose even more health threats to astronauts and increase the need for maintaining a rigorous lifestyle for years. Mission control has always played the key role in providing care for the flight crew with advanced medical technologies.</excerpt>']"
118,6,118_Pilot incapacitation studies,['Pilot incapacitation studies'],"['<title>Pilot incapacitation: an expression of convergent factors.</title>', '<title>Stall Recovery in a Centrifuge-Based Flight Simulator With an Extended Aerodynamic Model</title> <excerpt>We investigated the performance of 12 airline pilots in recovering from an asymmetrical stall in a flight simulator featuring an extended aerodynamic model of a transport-category aircraft, and a centrifuge-based motion platform capable of generating enhanced buffet motion and g-cueing. All pilots had difficulties in applying the correct recovery template, as their initial response was to counter the wing drop rather than to unload the aircraft. Reproduction of actual g-loads led to significantly longer recoveries, more secondary stick-shaker events, lower maximum load factors, larger altitude loss, and higher speeds.</excerpt>', '<title>Clinical aspects of inflight incapacitations in commercial aviation</title> <excerpt>Sudden incapacitations can affect a pilot and even a whole crew during a flight, preventing them from performing their task in complete safety. In some cases, they could even cause an accident. Our study examines the causes of sudden in-flight incapacitation in Air France pilots and flight engineers from 1968-88.</excerpt>']"
119,6,119_Eye-Tracking Applications,['Eye-Tracking Applications'],"['<title>Using eye-movement events to determine the mental workload of surgical residents</title> <excerpt>These days, eye-tracking is one of the promising technologies used in different fields such as aviation, arts, sports, psychology and driving for several purposes. Even though it is being used for health purposes, studies involving eye-tracking are rare in the field of endo-neuro-surgery. This study aims to use this technology to promote our understanding of the effect related to computer-based instructional materials on mental workload of endo-neurosurgery residents.</excerpt>', '<title>Assessing Expertise Using Eye Tracking in a Virtual Reality Flight Simulation</title> <excerpt>Objective: The aim of this work was to examine the fidelity and validity of an aviation simulation using eye tracking. Background: Commercial head-mounted virtual reality (VR) systems offer a convenient and cost-effective alternative to existing aviation simulation (eg, for refresher exercises). We performed pre-implementation testing of a novel aviation simulation, designed for head-mounted VR, to determine its fidelity and validity as a training device.</excerpt>', ""<title>Comparison Between Scene-Independent and Scene-Dependent Eye Metrics in Assessing Psychomotor Skills</title> <excerpt>Objective: This study aims to compare the relative sensitivity between scene-independent and scene-dependent eye metrics in assessing trainees' performance in simulated psychomotor tasks. Background: Eye metrics have been extensively studied for skill assessment and training in psychomotor tasks, including aviation, driving, and surgery. These metrics can be categorized as scene-independent or scene-dependent, based on whether predefined areas of interest are considered.</excerpt>""]"
120,6,120_Luminance control research,['Luminance control research'],"['<title>Perceived brightness of incandescent and LED aviation signal lights</title> <excerpt>Introduction: Aviation signal lights using light emitting diodes (LEDs) are commonly perceived as brighter than those using incandescent sources, even at the same measured intensity. In general, saturated colors, like those produced by LEDs, appear brighter than less saturated lights, like those produced by incandescent sources. Methods: We describe a series of experiments quantifying the brightness of simulated blue, white, and green LED signal lights relative to incandescent signal lights of the same hue.</excerpt>', '<title>Research and development toward automatic luminance control of electronic displays</title> <excerpt>Electronic displays in military cockpits require adjustments of luminance as the ambient environment changes from daylight to night. An automatic luminance control for electronic cockpit displays could remove the unnecessary burden of manual display adjustment. This article discusses a research project that investigates the effects of forward field of view (FFOV) luminance and ambient illumination on luminance settings of a liquid crystal display.</excerpt>', '<title>Color coding of control room displays: The psychocartography of visual layering effects</title> <excerpt>Objective: To evaluate which of three color coding methods (monochrome, maximally discriminable, and visual layering) used to code four types of control room display format (bars, tables, trend, mimic) was superior in two classes of task (search, compare). Background: It has recently been shown that color coding of visual layers, as used in cartography, may be used to color code any type of information display, but this has yet to be fully evaluated. Method: Twenty-four people took part in a 2 (task) x 3 (coding method) x 4 (format) wholly repeated measures design.</excerpt>']"
