year,country,title,doc
2025,,Spatial Disorientation Event During Flight Due to Proposed Reverse-Dip Visual Illusion,"<title>Spatial Disorientation Event During Flight Due to Proposed Reverse-Dip Visual Illusion</title> <abstract>BACKGROUND: Spatial disorientation is a leading nontechnical cause of fatal military aviation accidents, triggered by insufficient or misleading cues mainly from the visual and vestibular systems. Spatial disorientation accounts for 20-38% of fatal military aviation accidents, but case reports describing specific illusions during actual flight are rare. CASE REPORT: On a clear night, an aerial refueling tanker was cruising at 16,000 ft (4877 m), while an F-15I fighter aircraft was 3 mi behind and 971 ft (296 m) below. About 100 s before a near collision, the fighter pilot switched to Air-to-Air mode, displaying the distance and speed difference to the tanker via a Target Designator box on the Head-Up Display. However, the crew did not realize they were accelerating toward the tanker [from 597-663 ft · s-1 (182-202 m · s-1)] or climbing by 738 ft (225 m). The two aircraft came within 49 ft (15 m) of each other before the navigator noticed the tanker and initiated a roll to the left. DISCUSSION: The dip illusion occurs when a pilot flying in trail attempts to maintain the image of the lead aircraft in a fixed position on the windscreen as separation increases, which can lead to unintentional descent. In this case, we propose a ""reverse-dip"" illusion. The fighter crew was unaware they were closing in on the tanker, causing the Target Designator box to rise in the Head-Up Display. The pilot instinctively pulled back on the stick to maintain the box's position, resulting in an unintentional climb. Recognizing how such illusions develop in flight is essential to reducing future risks. Nakdimon I, Gordon B. Spatial disorientation event during flight due to proposed reverse-dip visual illusion. Aerosp Med Hum Perform. 2025; 96(11):1015-1018.</abstract>"
2025,United States,Development and Validation of the Military Readiness Scale in U.S. Naval Aircrew,"<title>Development and Validation of the Military Readiness Scale in U.S. Naval Aircrew</title> <abstract>Introduction Readiness is a ubiquitous term in DoD doctrine and has been broadly defined as the ability of military forces to meet the demands of assigned missions. There is currently no criterion standard of military readiness and there is also a lack of published readiness measures for the individual military service member, the fundamental building block of force readiness. This report describes the development and validation of the Military Readiness Scale-15 (MRS-15), a self-report instrument, in U.S. Naval Aircrew. Materials and Methods Scale items were developed by human performance scientists, including a psychometrician. The team developed 19 candidate items, which were administered to Naval Aircrew personnel (N = 164), along with validated measures of theoretically relevant constructs (e.g., pain). Factor structure of the scale was explored with principal components factoring, and Varimax rotation with Kaiser normalization. Removal of 4 items yielded a highly consistent, 15-item scale. From the final scale, we derived a Total Military Readiness score with three readiness subscales that we termed General-Psychological, Technical, and Physical. Results We observed robust, age-adjusted relationships in the expected directions, between the Total Military Readiness score and bodily pain, fatigue, occupational stress, mental health symptoms, and sleep disruption. Conclusions The MRS-15 is a preliminarily valid and reliable self-report instrument that holds promise for evaluating perceived readiness. To this end, we conceptualized a ""readiness dashboard""prototype that is informed by MRS-15 data and can be integrated with a representative selection of other measures to display the readiness status of an individual or an entire unit. Altogether, this research can help to inform policy, training, and resourcing efforts to prepare Naval Aircrew for future engagements. © 2025 Published by Oxford University Press on behalf of the Association of Military Surgeons of the United States. This work is written by (a) US Government employee(s) and is in the public domain in the US.</abstract>"
2025,France - Netherlands,Assessment of individual and dyadic workload of student and instructor pilots in real and simulated flight: An exploratory study,"<title>Assessment of individual and dyadic workload of student and instructor pilots in real and simulated flight: An exploratory study</title> <abstract>Flight instructors are vital in the training of novice pilots. Just as the mental workload in student pilots fluctuates during training, so does the mental workload of the instructors, affecting their dyadic performance and judgment. This paper explored how training environments (simulated vs. real flight), flight control conditions (student pilot flying vs. monitoring), and flight phases (take-off vs. downwind vs. landing) could affect mental workload in student and instructor pilots, as well as their interpersonal coordination through electrocardiography (ECG) based measures. Student pilots performed four consecutive standard flight traffic patterns with an instructor in a simulator and in real flight, under different flight control conditions of varying workload demands, while their ECG signals were recorded. The results indicated different patterns of interpersonal coordination between simulated and real flight. The other experimental variables, i.e., flight control and flight phase, mostly had an effect on participants’ heart rate and heart rate variability. In accordance with the existing literature, heart rate increased in high workload conditions and flight phases, whilst heart rate variability decreased. Additionally, we observed a linear relationship between subjective workload and physiological synchrony which indicates that student-instructor coordination increased as the student pilot experienced more mental workload in the flight tasks. The current study highlights that individual workload as well as dyadic workload, measured through cardiac signals, can be used to evaluate student-instructor coordination during flight training as an indicator of training outcomes. © 2025 The Authors</abstract>"
2025,United States,Flight-associated cortisol dynamics and subjective assessments of pain and stress in fighter pilots: an exploratory study,"<title>Flight-associated cortisol dynamics and subjective assessments of pain and stress in fighter pilots: an exploratory study</title> <abstract>Purpose: Operating a high-performance fifth-generation fighter jet is a potential stressor in which hypothalamic–pituitary–adrenal (HPA) axis dynamics may reflect the intensity of and adaptation to the stressor. The purpose of this study was to evaluate HPA axis activity in fighter pilots and explore whether indices of activity correlated with subjective indices of stress. Methods: We studied HPA axis dynamics in 20 experienced fifth-generation fighter pilots (18 men/2 women) by measuring salivary cortisol at various times from bedtime the night before a flight training to awakening the morning after the flight training. We also measured plasma ACTH and serum cortisol the day before the flight and immediately following the flight. These findings were correlated with prior pilot flight experience and subjective assessments of pain and stress. Results: Seven (35%) of the pilots demonstrated normal salivary cortisol levels at all time points despite one having a high index of pain. Lower pre-flight salivary cortisol was correlated with more flight hours in the year leading up to the flight exercise. Flight day awakening salivary cortisol was inversely correlated with pilot-reported post-flight stress. In general, there were no other major correlations suggesting a disconnect between an objective measure of stress via HPA axis dynamics and subjective indices of stress and pain. Conclusion: The acute HPA axis response in some experienced fighter pilots habituates to the stressor of flying a fighter jet during a training exercise. The experience of the pilot was a determinant of their HPA axis stress response. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2025.</abstract>"
2025,Italy - Pakistan,The Moderating Role of Resilience in the Relationship Between Occupational Stressors and Psychological Distress Among Aviation Pilots in Pakistan,"<title>The Moderating Role of Resilience in the Relationship Between Occupational Stressors and Psychological Distress Among Aviation Pilots in Pakistan</title> <abstract>Background: Aviation is one of the most demanding professions, exposing pilots to persistent stressors such as fatigue, irregular schedules, and high safety responsibility. These conditions heighten vulnerability to depression, anxiety, and stress (DAS), yet the protective mechanisms mitigating such effects remain less well understood. Objective: This study examined the roles of resilience, coping strategies, and fatigue in predicting DAS among commercial airline pilots. Method: A sample of 200 pilots completed validated self-report measures: the Connor–Davidson Resilience Scale (CD-RISC), the Coping Inventory for Stressful Situations (CISS), the Fatigue Severity Scale (FSS), and the Depression Anxiety Stress Scale (DASS-21). Data were analyzed using bivariate correlations, hierarchical multiple regression, and mediation/moderation analyses via the PROCESS macro. Results: Resilience was negatively correlated with total DAS scores (r = −0.46, p < 0.001), while fatigue (r = 0.42, p < 0.001) and avoidance coping (r = 0.38, p < 0.001) were positively correlated. The regression model accounted for 46% of the variance in DAS (R2 = 0.46). Task-focused coping predicted lower stress levels, whereas avoidance coping predicted higher anxiety and depression. Resilience moderated the relationship between stress and depression, buffering the impact of stress on mood outcomes. Mediation analyses indicated that coping styles partially explained the protective effect of resilience. ANOVA results confirmed that pilots with high resilience reported significantly lower depression scores than those with medium or low resilience, F(2, 197) = 6.72, p < 0.01. Conclusions: Resilience emerged as both a direct and indirect buffer against psychological strain in aviation. These findings underscore the importance of promoting adaptive coping and resilience training, alongside effective fatigue management, to enhance pilot well-being and maintain safety in aviation systems. © 2025 by the authors.</abstract>"
2025,,Post-COVID-19 Neurocognitive Screening in Routine Pilot Aeromedical Evaluations,"<title>Post-COVID-19 Neurocognitive Screening in Routine Pilot Aeromedical Evaluations</title> <abstract>INTRODUCTION: One crucial aspect of flight safety is being able to detect medical or neuropsychological conditions during aeromedical examinations. However, subtle but safety-significant post-COVID-19 neurocognitive impairments may go unreported or undetected. The Trail Making Test (TMT) and Symbol Digit Modalities Test (SDMT) can detect these impairments in domains essential to pilot performance, though further investigation is needed to assess their effectiveness and clinical utility in routine pilot aeromedical examinations. This short communication presents preliminary findings for using these tests. METHODS: A study identified the TMT and SDMT as appropriate screening tools for evaluating pilot neurocognitive performance after COVID-19. Mixed methods were then used to compare the screening tools' performance between post-COVID-19 cases and healthy controls, while also assessing their acceptability and feasibility in routine aeromedical examinations for pilots. RESULTS: Post-COVID-19 neurocognitive disorders affect skills that are essential for pilot performance. Receiver operating characteristic curve analyses showed the diagnostic accuracy of the screening tests, with area under the curve values of 0.853 for TMT Part B, 0.817 for the SDC version of SDMT, and 0.769 for TMT Part A, indicating their effectiveness in identifying cognitive impairments. Airline pilots considered screening an important flight safety intervention. DISCUSSION: Airline pilots, together with international aviation psychologists and aviation medicine experts, endorsed the safety-critical importance and value of screening pilots for post-COVID-19 impairments. Given the numerous practical implications of implementing such a strategy, we recommend that pilots be screened for potential post-COVID-19 neurocognitive impairments. A larger study is necessary to validate these preliminary findings and recommendations. Beka SG, Griffiths RF, Myers JA, Skirrow PM. Post-COVID-19 neurocognitive screening in routine pilot aeromedical evaluations. Aerosp Med Hum Perform. 2025; 96(10):931-935.</abstract>"
2025,,"Medical Reporting Behavior of Military, Commercial, and General Aviation Pilots","<title>Medical Reporting Behavior of Military, Commercial, and General Aviation Pilots</title> <abstract>INTRODUCTION: Pilots are undoubtedly among employees who undergo rigorous medical evaluations to ensure they are fit to fly. However, accidents like the Germanwings Flight 9525 highlight that medically unfit individuals can still end up in the cockpit. METHODS: This study sought to investigate Greek pilots' attitudes toward medical reporting, given that the available national research is very limited. Semistructured interviews were conducted and analyzed through Thematic Analysis with subjects (N = 18) from general, military, and commercial aviation in Greece during the first quarter of 2024. Cross-sectoral differences were identified through Content Analysis. RESULTS: The primary barrier to medical reporting, identified by 16 out of 18 subjects (88% of the sample), was the fear of losing their pilot license, which would have major consequences for their income and way of life. Additionally, concerns about the perceived damage to professional identity and a deep passion for flying contributed to their reluctance to disclose medical issues. A general tendency to conceal medical problems from the Aeromedical Examiner during the annual medical certificate renewal was identified, particularly when such issues were considered of minor importance (61% of the sample). DISCUSSION: Although the findings align with international research, this study identified a more pronounced tendency among subjects to conceal medical issues they perceived as unimportant. The establishment of compulsory loss-of-pilot-license insurance was the major mitigation measure proposed by the interviewees. Nonetheless, its effectiveness remains questionable according to the literature, and further research is recommended in this area. Kioulepoglou P, Makris I. Medical reporting behavior of military, commercial, and general aviation pilots. Aerosp Med Hum Perform. 2025; 96(10):903-910.</abstract>"
2025,Netherlands - United Kingdom,Quantifying the Impact of Spatial Disorientation on Pilot Mental Workload and Attentional Focus,"<title>Quantifying the Impact of Spatial Disorientation on Pilot Mental Workload and Attentional Focus</title> <abstract>Objective: We aimed to find objective measures of the impact of spatially disorienting (SD) stimuli on pilot cognition in an ecologically valid environment. Background: SD frequently occurs in military rotary-wing operations and often contributes to mishaps. Effects of SD stimuli on pilots are usually quantified using control errors, but effects on cognition have not yet been successfully quantified. Method: Military helicopter pilots (n = 14) performed scenarios with six SD stimuli (SD condition) and six corresponding control stimuli (NoSD condition) in a motion-base simulator with integrated virtual reality headset. SD stimuli were: false horizon, featureless terrain, leans, brownout, a somatogyral yaw illusion, and loss of horizon due to night vision goggles (NVGs). Mental workload was measured using auditory arithmetic task performance and attentional focus was measured using eye-tracking. Results: Average arithmetic task performance was significantly impaired, and proportional gaze dwell time on the attitude indicator was significantly increased in the SD compared to the NoSD condition. Of the six SD stimuli, the featureless terrain, the leans, and the brownout induced significant effects on performance, whereas the featureless terrain, brownout, and false horizon significantly affected gaze behavior. The NVGs and somatogyral yaw stimuli did not induce significant effects. Pilots’ self-reports indicated awareness of all SD stimuli, except for the featureless terrain. Conclusion: The results indicate that SD impacts pilot mental workload and attentional focus. Application: Modern military aircraft present a large volume of mission-related information to pilots. This study shows that SD stimuli may negatively impact the processing of such information. © 2025 Human Factors and Ergonomics Society. This article is distributed under the terms of the Creative Commons Attribution 4.0 License (https://creativecommons.org/licenses/by/4.0/) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page (https://us.sagepub.com/en-us/nam/open-access-at-sage).</abstract>"
2025,China,Detection and risk factors of psycho-cardiological diseases in civil aviation aircrews; 民航空勤人员双心疾病检出情况及危险因素分析,"<title>Detection and risk factors of psycho-cardiological diseases in civil aviation aircrews; 民航空勤人员双心疾病检出情况及危险因素分析</title> <abstract>Objective To investigate the detection rates of and risk factors for psycho-cardiological diseases in civil aviation aircrews. Methods A total of 134 civil aviation aircrews with cardiovascular diseases detected during annual physical examinations at the Aviation Health Center of China Southern Airlines Co., Ltd. in 2023 were selected. Psychological evaluation was conducted using the Patient Health Questionnaire-9 for depression screening and the Generalized Anxiety Disorder-7 for anxiety screening. The results of psychological assessments were compared across civil aviation aircrews with cardiovascular diseases and of different types. Multiple Logistic regression analysis was used to identify risk factors to psycho-cardiological diseases. Results Among the 134 aircrews with cardiovascular diseases, 30 were found to suffer from depression, 71 from anxiety, and 9 from both. The detection rate of psycho-cardiological diseases was 68.66% (92/134) and significantly different between crews who were different in age (P=0.013), flying hours (χ2=9.68, P=0.035), jobs (χ2=16.33, P=0.008), and exercise habits (χ2=11.35, P=0.042). No significant differences were observed in detection rates between genders or between those with a family history of disease and those without (both P>0.05). Multivariate Logistic regression analysis showed that ages 40-49 (compared to ages <30, OR=2.450, 95%CI: 1.324-4.563), flying hours of 10 000-20 000 h (compared to <5 000 h, OR=2.865, 95%CI: 1.452-5.683), pilots (compared to flight attendants, OR=3.123, 95%CI: 1.671-5.832), and inactivity (compared to regular physical activity, OR=2.156, 95%CI: 1.179-3.924) were risk factors for psycho-cardiological diseases. Conclusions The detection rate of psycho-cardiological diseases is notably high among civil aviation aircrews, with a number of risk factors. 2025, Chinese Medical Association</abstract>"
2025,"Korea, Republic of",Non-native English Communication and Anxiety in Military ATC: Insights from Korean Air Traffic Controllers,"<title>Non-native English Communication and Anxiety in Military ATC: Insights from Korean Air Traffic Controllers</title> <abstract>This mixed-methods study investigated language anxiety among Korean military air traffic controllers (ATCOs) when communicating with native English-speaking pilots. The quantitative phase (N = 81) used hierarchical regression analysis examining relationships between individual characteristics and anxiety levels. The qualitative phase (N = 13) employed semi-structured interviews exploring controllers' experiences, anxiety triggers, and coping mechanisms. Results revealed that general communication anxiety (β = .69, p < .001) and English proficiency (β = -.28, p < .05) significantly predicted anxiety with American pilots, with psychological factors explaining 58.8% of variance. These findings suggest that language anxiety stems from broader communication apprehension rather than isolated linguistic difficulties. Qualitative analysis identified five themes: communication breakdown, technical factors, skills hierarchy, informal coping, and institutional gaps. Overall, the study indicates that language anxiety in military ATC contexts is complex, influenced by individual psychological traits, situational demands, and organizational factors. It contributes to a deeper understanding of professional language anxiety in safety-critical contexts and provides evidence-based recommendations for aviation English training reform. © 2025 The Korea Association of Teachers of English (KATE). This is an open access article distributed under the terms of the Creative Commons Attribution License 4.0, which permits anyone to copy, redistribute, remix, transmit and adapt the work, provided the original work and source are appropriately cited.</abstract>"
2025,"Korea, Republic of",Effects of Flight Attendants' Mental Health Resulting From Emotion Regulation Among Coworkers on Flight Safety Attitudes: Moderating Effects of Behavioral Activation Systems,"<title>Effects of Flight Attendants' Mental Health Resulting From Emotion Regulation Among Coworkers on Flight Safety Attitudes: Moderating Effects of Behavioral Activation Systems</title> <abstract>We developed a causal conceptual framework from a social-psychological perspective to investigate whether cabin crews' mental health affects flight safety attitudes via emotion regulation toward coworkers. In addition, the moderating effect of behavioral activation systems (BAS) in linking emotion regulation to mental health is examined. Data were collected through a quantitative survey administered both online and face to face at major airports in Korea over 2 months (January–March 2025). A total of 249 valid responses from airline cabin crews were analyzed using SPSS 21 and AMOS 20. The results reveal that deep acting and relation-involved ambivalence positively influence mental health, whereas self-defensive ambivalence and surface acting negatively affect it. Mental health is also found to enhance flight safety attitudes, and the moderating effects of BAS are supported, except for SDA. This study demonstrates that flight safety attitudes are shaped by social psychological factors and also offers managerial implications. © 2025 John Wiley & Sons Ltd.</abstract>"
