year,country,affiliations,title,doc,topic
2024,United States,"Department of Communication Sciences and Disorders, Rocky Mountain University of Health Professions, Provo, UT, United States",Vowel Centered Accent Modification in Mandarin Chinese Speaking Pilot Candidates,"<title>Vowel Centered Accent Modification in Mandarin Chinese Speaking Pilot Candidates</title> <excerpt>Objective: To determine the effectiveness of vowel centered accent modification (VCAM) on percent vowels correct (PVC) in Mandarin-speaking Chinese pilot candidates at the word, phrase, and semi-structured speech levels to increase the likelihood of pilot candidates passing the International Civil Aviation Organization’s (ICAO) Level 4 English Proficiency Requirement. Method: This was a single-subject changing criterion design with six participants. Three target vowels and one control vowel were selected for each participant.</excerpt>",38
2024,Turkey,"Clinic of Hyperbaric Oxygen Therapy, Yunus Emre State Hospital, Eskisehir, Eskisehir, Turkey",Effects of Aerobic Capacity on Cognitive Functions During Hypoxia,"<title>Effects of Aerobic Capacity on Cognitive Functions During Hypoxia</title> <excerpt>Objective: We aimed to investigate the role of aerobic capacity on cognitive functions during hypoxic conditions. Background: Possessing a mishap risk in aviation, acute hypobaric hypoxia has some negative effects on cognitive functions. Therefore, it is important to develop hypoxia tolerance to preserve the mental functions of pilots against possible hypoxic conditions during flight.</excerpt>",78
2024,Turkey,"Department of Psychology, Istanbul Üniversitesi, Istanbul, Turkey; Department of Organizational Behavior, Istanbul Üniversitesi, Istanbul, Turkey","The Relationship Between Pilot Candidates’ Self-Control, Self-Efficacy and Training Performance in Terms of Safety Climate","<title>The Relationship Between Pilot Candidates’ Self-Control, Self-Efficacy and Training Performance in Terms of Safety Climate</title> <excerpt>Objective: This study investigates the relationship between pilot candidates’ self-control, self-efficacy, and training performance in terms of safety climate. Background: Self-efficacy and safety climate are essential for the flight performance of pilots. However, the effect of self-control on flight performance has yet to be studied.</excerpt>",127
2024,"Taiwan, Province of China","Department of Shipping and Transportation Management, National Taiwan Ocean University, Keelung, Taiwan; APG Maintenance Section, Base Maintenance Department, Taoyuan, Taiwan",Cognition and Habit Alterations of Maintenance Crew in A-Checks for New-Generation Aircraft: The A350XWB,"<title>Cognition and Habit Alterations of Maintenance Crew in A-Checks for New-Generation Aircraft: The A350XWB</title> <excerpt>Background: Airlines should ensure reliable maintenance support for aircraft operations, especially when introducing new aircraft types. To realize alternations in technicians’ cognition and habit in executing routine checks is vital to identify and set training principles during starting stages of type changes. Method: This study compiled possible alterations for A350XWB maintenance from senior practitioners and then conducted a comprehensive survey of China Airlines A-check crew members.</excerpt>",126
2024,Turkey,"Institute for Aviation Psychology Research, Istanbul Üniversitesi, Istanbul, Turkey; Department of Psychology, Istanbul Üniversitesi, Istanbul, Turkey",Psychometric Properties of the FAS and the FAM Questionnaires Assessing Flight Anxiety: A Turkish Community-Based Study,"<title>Psychometric Properties of the FAS and the FAM Questionnaires Assessing Flight Anxiety: A Turkish Community-Based Study</title> <excerpt>Objective: To conduct the Turkish adaptation of the Flight Anxiety Situations Questionnaire (FAS) and the Flight Anxiety Modality Questionnaire (FAM). Background: The FAS measures the anxiety levels in different flight situations, while FAM assesses the somatic and cognitive symptoms of anxiety or anticipatory anxiety in different flight situations. The FAS and the FAM have been adapted to different cultures and used in different studies.</excerpt>",50
2024,Pakistan - Sweden,"Totalforsvarets forskningsinstitut, Kista, Stockholm, Sweden; Department of Computer Science and Information Systems, Stockholms universitet, Stockholm, Stockholm, Sweden; Media Technology and Interaction Design, The Royal Institute of Technology (KTH), Stockholm, Stockholms, Sweden; Swedish Armed Forces, Lulea, Sweden; Department of Man-Technology-Organisation, Totalforsvarets forskningsinstitut, Kista, Stockholm, Sweden",The Future of Fighter Pilot Training? Live Virtual Constructive in Large Force Exercises: Perceived and Expected Training Value,"<title>The Future of Fighter Pilot Training? Live Virtual Constructive in Large Force Exercises: Perceived and Expected Training Value</title> <excerpt>Objective: This study investigates whether and how perceived training value varies among fighter pilots participating in a large force exercise (LFE), and whether they expect Live Virtual Constructive (LVC) training to enhance training value of future LFEs. Background: LVC technology is maturing but its expected training value is under-investigated, especially regarding future LVC in LFEs. Method: Fighter pilots at a Live-flying LFE answered questionnaires, 120 responses were analyzed statistically.</excerpt>",38
2024,"Taiwan, Province of China","Department of Tourism and Recreation Management, Overseas Chinese University, Taichung, Taiwan; Department of Food and Beverage Management, Overseas Chinese University, Taichung, Taiwan",The Effect of Role Stress and Emotional Exhaustion on Well-being Among Pilots: The Moderating Effect of Leisure Participation,"<title>The Effect of Role Stress and Emotional Exhaustion on Well-being Among Pilots: The Moderating Effect of Leisure Participation</title> <excerpt>Background: Since the flight safety accident of Germanwings Airlines and the spread of the COVID-19 epidemic have happened in recent years, the mental state of civil aviation pilots has paid much attention. The work of civil aviation pilots has to face pressure from families, individuals, companies and other multi-faceted sources. Therefore, it may lead to negative work behaviors and performance, and even further affect flight safety.</excerpt>",18
2023,Australia - Brazil,"School of Engineering and Built Environment, Griffith University, Brisbane, QLD, Australia; Faculty Business Partner, Charles Sturt University, Bathurst, NSW, Australia; Griffith Business School, Brisbane, QLD, Australia; Universidade de São Paulo, Sao Paulo, SP, Brazil; School of Engineering and Built Environment, Griffith University, Brisbane, QLD, Australia",Observational Learning in Ab Initio Pilot Training The Challenges and Opportunities of Backseating Flight Observations,"<title>Observational Learning in Ab Initio Pilot Training The Challenges and Opportunities of Backseating Flight Observations</title> <excerpt>New learning and teaching techniques are required to reduce the length and costs of flight training while increasing its quality, such as observational learning, also known as backseating in aviation training. This study investigates the opportunities and challenges associated with backseating in an aircraft when another student is learning to fly. An ethnographic study of a flight school in Australia was conducted via observation and in-depth interviews.</excerpt>",38
2023,New Zealand,"Waikato Institute of Technology, Hamilton, New Zealand; School of Aviation, Massey University, Palmerston North, MWT, New Zealand",Interactions With Technology in the Cockpit The Influence of the Affect Heuristic on Perceived Benefits and Risks of General Aviation Cockpit Technologies,"<title>Interactions With Technology in the Cockpit The Influence of the Affect Heuristic on Perceived Benefits and Risks of General Aviation Cockpit Technologies</title> <excerpt>Technological advancements have resulted in significant safety benefits in commercial aviation; however, in general aviation their adoption has been somewhat slow. It is therefore important to understand how pilots interact with technology, particularly in general aviation. This study explored whether the affect heuristic influenced pilots' perceptions of the benefits and risks of five cockpit technologies available in general aviation, with a particular focus on technologies that may assist weather-related decision-making.</excerpt>",8
2023,Australia,"School of Engineering and Built Environment, Griffith University, Brisbane, QLD, Australia; School of Education and Professional Studies, Griffith University, Brisbane, QLD, Australia",Measuring Presence and Situational Awareness in a Virtual Reality Flight Simulator,"<title>Measuring Presence and Situational Awareness in a Virtual Reality Flight Simulator</title> <excerpt>A sense of presence plays a significant role in virtual reality (VR) usability, yet there is limited research of its existence in a virtual reality flight simulator (VRFS). Similarly, there is scarce investigation of situational awareness (SA) in a VRFS. Consequently, this paper discusses an experiment that explored presence and SA in a VRFS.</excerpt>",50
2023,United States,"Air Force Research Laboratory, Dayton, OH, United States; TiER1 Performance Solutions, Covington, KY, United States; CAE USA, Dayton, OH, United States; United States Air Force Academy, Colorado Springs, CO, United States",Mobility Aircrew Fatigue Perceptions and Mitigation Strategies,"<title>Mobility Aircrew Fatigue Perceptions and Mitigation Strategies</title> <excerpt>Mobility aircrew operate in unique, high-tempo environments resulting in susceptibility to fatigue. In the current study we examined fatigue perceptions and mitigation strategies before and during mission execution with questionnaires from 44 volunteers from a US Air Force air mobility squadron. Results suggest that fatigue is a serious safety-of-flight concern for the community; however, crews generally did not reference the available fatigue risk management (FRM) tool for missions.</excerpt>",48
2023,Netherlands - United Kingdom,"Nederlandse Organisatie voor toegepast natuurwetenschappelijk onderzoek- TNO, The Hague, Zuid-Holland, Netherlands; Department of Control and Operations, TU Delft, Delft, Zuid-Holland, Netherlands; Safety and Accident Investigation Centre, Cranfield University, Cranfield, Bedfordshire, United Kingdom",Does Deliberately Going Beyond Alarms in Stall Recovery Exercises Lead to Negative Training?,<title>Does Deliberately Going Beyond Alarms in Stall Recovery Exercises Lead to Negative Training?</title> <excerpt>We investigated whether deliberately going beyond alarms during aerodynamic stall recovery exercises may result in negative training. Two groups of 20 airline pilots received stall recovery training in a moving-base simulator. The “delayed-response” group induced the stall themselves.</excerpt>,75
2023,Germany,"Garrecht Avionik GmbH, Walldorf, Germany",Confronting Aerotowing Experts with a New Phase-of-Flight Taxonomy for Towplanes,"<title>Confronting Aerotowing Experts with a New Phase-of-Flight Taxonomy for Towplanes</title> <excerpt>While designing an automated flight control system for aerotowing gliders, engineers realized that no suitable phase-of-flight taxonomy was available for performing a functional hazard assessment. As first experiences with a custom taxonomy were gathered, questions arose on how reproducible these results were and whether they could be applied to aerotow-related tasks outside the systems engineering domain. Inter-rater agreement, as one key metric of the taxonomy, was investigated by having 13 experts on aerotowing rate a total of 30 scenarios that are presented as photographs, video sequences, and textual narratives.</excerpt>",31
2023,United States,"Department of Aeronautics, Florida Institute of Technology, Melbourne, FL, United States",The Effectiveness of Improving Flight Passengers' Safety Behaviors by Modifying Auditory Cues,<title>The Effectiveness of Improving Flight Passengers' Safety Behaviors by Modifying Auditory Cues</title> <excerpt>The purpose of the study was to examine the effect of the intensive auditory cues on passengers performance and annoyance. It is critical to draw flight passengers attention and help them be aware of the importance of safety instructions. A total of 46 simulations were conducted to collect participants performance and annoyance when hearing auditory cues.</excerpt>,-1
2023,France,"UMR, Centre de Recherches sur la Cognition et l’Apprentissage, Poitiers, Nouvelle-Aquitaine, France; Centre d’études et de recherches psychologiques Air, Tours, France; Qualité de Vie et Santé Psychologique (Qualipsy) – EE 1901, Tours, Centre-Val de Loire, France",Crucial Abilities of Pilots and Weapon Systems Officers: An Ability-Based Approach,"<title>Crucial Abilities of Pilots and Weapon Systems Officers: An Ability-Based Approach</title> <excerpt>The first objective of our study was to identify the common and specific crucial abilities for fighter pilots, transport pilots, fighter weapon systems officers (WSOs), and transport WSOs. The second aim was to prioritize clusters of abilities. We used an online questionnaire to survey 479 expert pilots and WSOs in order to assess the level of requirement of 33 cognitive, psychomotor, and perceptual abilities on a Likert-type scale.</excerpt>",9
2023,Australia - United Arab Emirates,"Flight Operations Training, The Emirates Group, Dubai, United Arab Emirates; Human Factors and Aviation, Seeing Machines Limited, Fyshwick, ACT, Australia",Eye-Tracking: from Concept to Operational Training Tool,"<title>Eye-Tracking: from Concept to Operational Training Tool</title> <excerpt>Eye-tracking has historically been proposed as a tool to provide insight into pilot performance, although its transition from scientific curiosity to a practical device has been challenging. Advancing technology has recently opened the possibility of deploying eye-tracking measurements for operational use in flight training, thus allowing for improved understanding of pilot monitoring strategies. This aims to support a more focused development for both new trainees and experienced pilots in recurrent training.</excerpt>",17
2023,Canada - France,"Thales Research and Technology Canada, Quebec, QC, Canada; Toulouse, Toulouse, France",Policy Capturing to Support Pilot Decision-Making: A Proof of Concept Study,"<title>Policy Capturing to Support Pilot Decision-Making: A Proof of Concept Study</title> <excerpt>Single-pilot operations are cognitively challenging for pilots and could benefit from decision-support tools to mitigate risk-prone situations. The Cognitive Shadow is a prototype tool that employs policy capturing, a data-driven technique used to model decisions, to learn users judgement policies and alert decision discrepancies from one s decision pattern. This proof-of-concept study investigates the potential of policy capturing to model pilots policies facing unstable approaches.</excerpt>",31
2023,Australia,"The LifeFlight Foundation, Gold Coast, QLD, Australia; School of Engineering and Built Environment, Griffith University, Brisbane, QLD, Australia",An Examination of Human Factors in Australian Helicopter Emergency Medical Services (HEMS),"<title>An Examination of Human Factors in Australian Helicopter Emergency Medical Services (HEMS)</title> <excerpt>Objective: This study aims to identify and examine prevalent human factors in the Australian Helicopter Emergency Medical Services (HEMS) industry. Background: There is little research into the human factors of HEMS operations. Weather, fuel planning, fatigue, and pressure are prominent human factors found in HEMS operations globally.</excerpt>",1
2023,United States,"Strategic Integration, MITRE Corporation, McLean, VA, United States; Department of Humanities and Social Sciences, Embry-Riddle Aeronautical University, Daytona Beach, FL, United States; School of Graduate Studies, Embry-Riddle Aeronautical University, Daytona Beach, FL, United States",The Technology Readiness and Acceptance Model as a Predictor of Pilots’ Willingness to Operate in UAM Integrated Airspace,<title>The Technology Readiness and Acceptance Model as a Predictor of Pilots’ Willingness to Operate in UAM Integrated Airspace</title> <excerpt>Objective: This research study aimed to identify the factors influencing manned aircraft pilots’ willingness to operate in AAM/UAM integrated airspace using a hypothesized model grounded in the Technology Readiness Index (TRI) and Technology Acceptance Model (TAM). Background: Advanced Air Mobility (AAM) is the concept of using novel aircraft to transport cargo and passengers in and around regional and urban areas. Urban Air Mobility (UAM) is a subset of AAM.</excerpt>,96
2023,United States,"Embry-Riddle Aeronautical University, Daytona Beach, FL, United States",Qualitative Analysis of General Aviation Pilots’ Aviation Safety Reporting System Incident Narratives Using the Human Factors Analysis and Classification System,"<title>Qualitative Analysis of General Aviation Pilots’ Aviation Safety Reporting System Incident Narratives Using the Human Factors Analysis and Classification System</title> <excerpt>NASA's Aviation Safety Reporting System (ASRS) gathers data from voluntary aviation safety reports for nonfatal accidents and incidents. These reports are a valuable resource in identifying unsafe occurrences and hazardous situations in the aviation industry. A tool known as the Human Factors Analysis and Classification System (HFACS), initially developed for military use, has proven useful for root cause analysis of human causes in aviation accidents and incidents, including in commercial contexts.</excerpt>",1
2023,"Hong Kong - Korea, Republic of - Macao - Malaysia - United States","College of Hospitality and Tourism Management, Sejong University, Seoul, South Korea; College of Human Sciences, Texas Tech University, Lubbock, TX, United States; School of Hotel and Tourism Management, The Hong Kong Polytechnic University, Hong Kong, Hong Kong; Department of Food Service and Management, Universiti Putra Malaysia, Serdang, Selangor, Malaysia; Faculty of Hospitality and Tourism Management, Macau University of Science and Technology, Taipa, Macao",COVID-19 and the Airline Business: A New Decision-Making Process for Employee Loyalty and Job Insecurity,"<title>COVID-19 and the Airline Business: A New Decision-Making Process for Employee Loyalty and Job Insecurity</title> <excerpt>Objective: This study is designed to present a decision-making process forming airline crews’ loyalty intention to their company, comparing this process before and after the COVID-19 outbreak. Background: Under the threat of COVID-19, the airline industry experienced unprecedented challenging times. Specifically, job security among airline employees was increasingly uncertain.</excerpt>",56
2023,Finland - United Kingdom,"Department of Mathematics and Systems Analysis, Aalto University, Espoo, Uusimaa, Finland; Department of Military Technology, Finnish National Defence University, Helsinki, Finland; Environment and Computing, Coventry University, Coventry, West Midlands, United Kingdom; Finnish Air Force, Jyvaskyla, Finland",Team Performance in Air Combat: A Teamwork Perspective,"<title>Team Performance in Air Combat: A Teamwork Perspective</title> <excerpt>Objective: The objective of this paper is to describe a model combining taskwork and teamwork of a single-seat fighter aircraft team, or flight, during its performance episode. Background: In air combat, evaluations of team performance have focused on task performance. However, both teamwork and taskwork are required for high performance output.</excerpt>",125
2023,Hong Kong,"Department of Aeronautical and Aviation Engineering, The Hong Kong Polytechnic University, Hong Kong, Hong Kong, Hong Kong",The Effects of Aeronautical Decision-Making Models on Student Pilots’ Situational Awareness and Cognitive Workload in Simulated Non-Normal Flight Deck Environment,"<title>The Effects of Aeronautical Decision-Making Models on Student Pilots’ Situational Awareness and Cognitive Workload in Simulated Non-Normal Flight Deck Environment</title> <excerpt>Objective: This paper investigates the effects of using different decision-making models on pilots’ performance while facing non-normal flight circumstances. Background: The captain must quickly make appropriate decisions once an aircraft faces emergency. Usually, human error is one primary cause of accidents, which inevitably affects the captain’s decision progress.</excerpt>",31
2023,United Kingdom,"Environment and Computing, Coventry University, Coventry, West Midlands, United Kingdom",It Was This Wing Wasn’t It? Identifying the Importance of Verbal Communication in Aviation Maintenance,"<title>It Was This Wing Wasn’t It? Identifying the Importance of Verbal Communication in Aviation Maintenance</title> <excerpt>To place communication in context against other maintenance error promoting contributory factors and identify whether communication issues were written or verbal, a semi-structured interview schedule was used to ask 40 aircraft maintenance personnel what goes wrong when maintaining aircraft. Participants described 746 examples of contributory factors and undesired outcomes which were categorized using Dupont’s “dirty dozen.” 147 of the 746 descriptions were communication factors, of which 99 were verbal, 34 were written and 14 were general. Of 34 verbal and 19 written task miscommunication examples, 22 verbal and 10 written were accompanied by descriptions of undesired outcomes.</excerpt>",126
2023,Germany,"Department of Aviation and Space Psychology, Deutsches Zentrum für Luft- und Raumfahrt (DLR), Koln, Nordrhein-Westfalen, Germany; Department of Social Psychology, Universität Kassel, Kassel, Hessen, Germany; Building Physics, Hochschule für Technik Stuttgart, Stuttgart, Baden-Wurttemberg, Germany","The Relationship between Preparation, Impression Management, and Interview Performance in High-Stakes Personnel Selection: A Field Study of Airline Pilot Applicants","<title>The Relationship between Preparation, Impression Management, and Interview Performance in High-Stakes Personnel Selection: A Field Study of Airline Pilot Applicants</title> <excerpt>Objective: The present study investigates how airline pilot applicants prepare for a personnel selection procedure and how this relates to their deceptive and honest impression management (IM) in the job interview and their interview performance. Background: It is thus far unclear how preparation relates to IM in real-world and high-stakes settings. This is of particular importance for the aviation industry, because numerous commercial providers offer preparation courses for selection procedures potentially impacting selection decisions.</excerpt>",123
2023,Australia,"School of Aviation, UNSW Sydney, Sydney, NSW, Australia; The MARCS Institute for Brain, Behaviour and Development, Bankstown, NSW, Australia","Miscommunication in Commercial Aviation: The Role of Accent, Speech Rate, Information Density, and Politeness Markers","<title>Miscommunication in Commercial Aviation: The Role of Accent, Speech Rate, Information Density, and Politeness Markers</title> <excerpt>Objective: This study is specifically designed to examine the effect of accent (native or non-native English sounding), rate of speech, complexity of transmission (information density), and politeness markers on commercial pilot (mis)communication. Background: Aviation accident reports often cite miscommunication as a contributing factor. Anecdotal reports from pilots, along with limited empirical studies on pilot communication, further confirm that miscommunication remains a problem.</excerpt>",19
2023,United States,"TiER1 Performance Solutions, Covington, KY, United States; Airmen Systems Directorate, Air Force Research Laboratory, Dayton, OH, United States; Wright-Patterson Air Force Base, Dayton, OH, United States",Integrated Modeling of Fatigue Impacts on C-17 Approach and Landing Performance,"<title>Integrated Modeling of Fatigue Impacts on C-17 Approach and Landing Performance</title> <excerpt>Objective: The current effort develops an initial integrated model of fatigue in the context of C-17 approach and landing operations. Specifically, we integrate a biomathematical fatigue model with a task network model to estimate pilot performance degradation. Background: Fatigue risk management is a critical process in aviation and flight deck operations, given its dramatic impact on aviation safety and pilot health.</excerpt>",-1
2023,United States,"Department of Industrial and Systems Engineering, University of Iowa, Iowa City, IA, United States; Collins Aerospace, Charlotte, NC, United States",Towards Human Objective Real-Time Trust of Autonomy Measures for Combat Aviation,<title>Towards Human Objective Real-Time Trust of Autonomy Measures for Combat Aviation</title> <excerpt>Objective: Can objective trust indicators be measured and computed in real time in a within visual range aerial combat “dogfight” scenario consisting of a manned autonomous own-ship versus an adversary? Background: Previous research has focused on human trust of automation during simulated ground combat and human trust of civil aviation automation. Those studies largely consisted of subjective measures of trust analyzed post-hoc. Human trust of autonomy in high-risk situations such as dogfighting had not yet been studied.</excerpt>,8
2022,United States,"Department of Applied Aviation Sciences, Embry-Riddle Aeronautical University, Daytona Beach, FL, United States; Department of Applied Linguistics and TESOL and Assistant Provost, Georgia State University, Atlanta, GA, United States; G2 Secure Staff, Irving, TX, United States; United Airlines, West Palm Beach, FL, United States; Department of Applied Aviation Sciences, Embry-Riddle Aeronautical University, Daytona Beach, FL, United States",Investigating Language Factors in Aviation Accidents,"<title>Investigating Language Factors in Aviation Accidents</title> <excerpt>Linguistic and operational experts reviewed accident investigation reports covering a 22-year period (1990-2012) revealing that language factors impact aviation safety in a variety of ways, in contexts extending beyond pilot and air traffic controller communications. The investigation of possible language factors is not accorded the same degree of systematic and expert analysis as is given to the investigation of other human performance and operational factors. © 2022 Hogrefe Publishing..</excerpt>",19
2022,France,"École de l’Air et de l'Espace, Salon-de-Provence, Provence-Alpes-Cote d'Azur, France",Time Course of Anticipation in Pilots' Beyond-Visual-Range Situation Awareness,"<title>Time Course of Anticipation in Pilots' Beyond-Visual-Range Situation Awareness</title> <excerpt>The study presented here aims to objectively measure the persistence in time of situation awareness (SA) in beyond-visual-range (BVR) situations. How long does a pilot maintain SA of air traffic communicated by radio? Overall, 63 participants (non-pilot and pilot trainees) had to position air traffic on a map based on radio calls. This study presents two new findings: (1) The spatial representation developed from audioverbal information has an anticipatory component and (2) this anticipation is time-bound.</excerpt>",50
2022,Norway,"Regional Centre for Child and Youth Mental Health and Child Welfare, UiT Norges Arktiske Universitet, Tromso, Troms Og Finnmark, Norway; Norwegian Defence Research Establishment, Skedsmokorset, Akershus, Norway; Forsvarsnett, Lillehammer, Norway; Department of Engineering and Safety, UiT Norges Arktiske Universitet, Tromso, Troms Og Finnmark, Norway",Predicting Commercial Pilot Training Performance: A Validation Study,"<title>Predicting Commercial Pilot Training Performance: A Validation Study</title> <excerpt>The main purpose of this study was to examine the predictive validity of the system used for ab initio selection of candidates to a bachelor program in aviation. The selection includes paper-and-pencil tests, computer-based tests, and an interview. A total of 188 candidates participated in the validation study.</excerpt>",9
2022,United States,"Bittner and Associates, Kent, WA, United States; Aviation Programs, Arizona State University, Tempe, AZ, United States",Predicting Flight Training Performance from the Tabular Speed Test,"<title>Predicting Flight Training Performance from the Tabular Speed Test</title> <excerpt>This study determined the predictive validity for the number correct (COR) and the number wrong (WR) of a complex perceptual speed test at three milestones in a collegiate flight training program. Test-retest data were obtained at different intervals. COR predicted time to solo (N = 119, r = -.15, p < .05) and time to the private pilot certificate (N = 51, r = -.34, p < .01).</excerpt>",9
2022,United Kingdom,"Environment and Computing, Coventry University, Coventry, West Midlands, United Kingdom",Identifying the Important Contributory Factors from Maintenance Error Decision Aid (MEDA) Data,"<title>Identifying the Important Contributory Factors from Maintenance Error Decision Aid (MEDA) Data</title> <excerpt>Aviation maintenance organizations that monitor frequencies of contributory factor taxonomy codes historically struggle to identify which contributory factors are most potent. This research used Boeing's Maintenance Error Decision Aid (MEDA) to categorize 138 aviation maintenance accident, incident, and occurrence report narratives. Analyses of contingency tables using Pearson's chi-square, lambda, and odds ratio statistics revealed that a modest frequency of communication was highly significantly associated with leadership and supervision, individual factors, and technical knowledge contributory factors.</excerpt>",1
2022,France,"Department of Aerospace Vehicles Design and Control, Communauté d'universités et établissements de Toulouse, Toulouse, Occitanie, France; Roissy CDG, Roissy, France",A New Interface to Cope with Unreliable Airspeed Indications: A Behavioral and Eye-Tracking Study,"<title>A New Interface to Cope with Unreliable Airspeed Indications: A Behavioral and Eye-Tracking Study</title> <excerpt>When unreliable airspeed events occur, the pilot flying (PF) is required to fly the aircraft using the thrust and the pitch parameters that are displayed in two distanced locations of the flight deck. The Sycopaero interface was designed to limit the PF's workload by automatically displaying thrust and pitch values specific to aircraft configuration on the primary flight display. Participants performed a simulated flight scenario in which they lost airspeed information during take-off with and without the Sycopaero interface.</excerpt>",8
2022,Italy - Netherlands - United States,"Faculteit Industrieel Ontwerpen, TU Delft, Delft, Zuid-Holland, Netherlands; Human Factors and Ergonomics, Safran Seats USA LLC, Gainesville, TX, United States; Department of Industrial Engineering, Università degli Studi di Salerno, Salerno, SA, Italy",Being in Control of Noise Levels Improves the Perception of Airplane Seat Comfort,"<title>Being in Control of Noise Levels Improves the Perception of Airplane Seat Comfort</title> <excerpt>The aviation industry is constantly making compromises when designing comfortable airplane cabins. Providing passengers with a pleasant acoustic environment without adding weight to the cabin structure is a field of tension that challenges cabin interior designers. The aim of this study was to investigate whether noise levels affect the comfort and physical discomfort experienced by airplane passengers, and whether control influences comfort perception.</excerpt>",14
2022,United States,"LMC Enterprises, Inc, Santa Rosa, CA, United States","What the Birkman Method© Can Tell Us about the Psychological Profile of Business Aviation Departments, Their Leadership, Strengths, and Challenges","<title>What the Birkman Method© Can Tell Us about the Psychological Profile of Business Aviation Departments, Their Leadership, Strengths, and Challenges</title> <excerpt>Method: The study summarizes a significant amount of Birkman data, validated by one-on-one interviews with business aviation professionals and supported by close observation of the departments and corporations where they work. Objective: Earlier research focused on military, commercial, and trainee pilots; the present study of business aviation examines not only pilots but also maintenance technicians, cabin attendants, schedulers, and directors of aviation who fly, maintain, and manage corporate jets. Results: The findings compare the resulting profile(s) with output from previous studies; throw additional light on the “boomerang effect” in CRM training and other unresolved issues and ambiguities in existing knowledge; and suggest directions for further research, including refined methods and broadened uses for psychological assessments in and beyond the selection process.</excerpt>",74
2022,United States,"Walter Scott, Jr. College of Engineering, Fort Collins, CO, United States",Technology Adoption and Acceptance of Urban Air Mobility Systems: Identifying Public Perceptions and Integration Factors,"<title>Technology Adoption and Acceptance of Urban Air Mobility Systems: Identifying Public Perceptions and Integration Factors</title> <excerpt>Objective: This study aims to identify expectations and perceptions of Passenger Air Vehicles (PAVs). Specifically, (1) what are the initial perceptions of PAVs by the public, and (2) what are the differences between early and laggard adopters of PAVs. Background: The emergence of Urban Air Mobility presents an opportunity to increase transportation capacity in densely populated metropolitan areas.</excerpt>",96
2022,United States,"College of Health and Human Sciences, West Lafayette, IN, United States; Purdue Polytechnic Institute, West Lafayette, IN, United States",Investigating a Computational Explanation of the Black Hole Illusion,"<title>Investigating a Computational Explanation of the Black Hole Illusion</title> <excerpt>Objective: We investigated the role of Perrone’s algorithm in the Black Hole Illusion (BHI). After analyzing the algorithm and identifying two of its predictions, we empirically tested them with two on-line experiments. Background: In 1983, Perrone proved that in daylight conditions it is possible to compute the descent angle using a ratio of retinal distances corresponding to the runway and surrounding context.</excerpt>",-1
2022,United States,"College of Engineering, West Lafayette, IN, United States; College of Engineering, Architecture and Technology, Stillwater, OK, United States",Cognitive Biases in Risk Communication during Post-Flight Debrief,"<title>Cognitive Biases in Risk Communication during Post-Flight Debrief</title> <excerpt>Objective: This paper aims to identify cognitive biases in risk communication among pilots during flight debrief. We evaluate the effect of framing language, representation format, and parameter type measured on how pilots interpret flight information. Background: Advancements in technology have created an opportunity for a data-centric approach to flight instruction.</excerpt>",54
2022,United Kingdom,"Environment and Computing, Coventry University, Coventry, West Midlands, United Kingdom; Coventry University, Coventry, West Midlands, United Kingdom",Impact of COVID-19 on Job Satisfaction: The Case of Military and Airline Pilots,"<title>Impact of COVID-19 on Job Satisfaction: The Case of Military and Airline Pilots</title> <excerpt>Objective: To investigate how the COVID-19 pandemic has affected the military and airline pilots’ Job Satisfaction (JS), and identify important contributory factors to support the development of future mitigating strategies. Background: The aviation industry has undergone a series of devastating changes since the onset of the COVID-19 pandemic. Nonetheless, the implications of the pandemic on pilots’ JS are unknown.</excerpt>",56
2022,Australia,"University of Adelaide, School of Psychology, Adelaide, SA, Australia; Department of Defence, Defence Science and Technology Group, Canberra, ACT, Australia",NeuroTracker Multiple Object Tracking Ability Predicts Novice Performance on a Simulated Air Traffic Control Task,"<title>NeuroTracker Multiple Object Tracking Ability Predicts Novice Performance on a Simulated Air Traffic Control Task</title> <excerpt>Objective: To explore the utility of multiple object tracking (MOT) ability, measured using NeuroTracker, as a predictor of air traffic control (ATC) task performance. Background: The perceptual-cognitive abilities required for MOT are also important for ATC performance. The current study provides a novel examination of NeuroTracker’s utility to predict novice performance on a simulated ATC task, relative to two discrete measures of working memory (WM).</excerpt>",63
2022,Thailand,"Department of Psychiatry, Siriraj Hospital, Bangkok, Thailand; Department of Medicine, Bhumibol Adulyadej Hospital, Thailand",The Effect of Caffeine and Sleep Quality on Military Pilot Students’ Flight Performance-Related Cognitive Function,<title>The Effect of Caffeine and Sleep Quality on Military Pilot Students’ Flight Performance-Related Cognitive Function</title> <excerpt>Objective: To assess the effect of caffeine and sleep quality on the flight performance-related cognitive function. Background: High levels of cognitive performance in pilots is required for flight safety. Methods: Students at a military flight school in Thailand were invited to participate in this study.</excerpt>,26
