Topic,Count,Name,Representation,Representative_Docs
9,37,9_Pilot mental health,['Pilot mental health'],"['<title>Aircraft as an instrument of self destruction</title> <excerpt>Often the relationship between the pilot and his aircraft is such that the aircraft may be thought of as an extension of the pilot himself during the act of flight. If this pilot accumulates stress in his life with which he can no longer adequately cope, he may engage in self destructive acts, some of these within the context of his flying activities.</excerpt>', '<title>Pilot mental health, negative life events, and improving safety with peer support and a just culture</title> <excerpt>BACKGROUND: In the last 35 yr, 17 commercial aviation accidents and incidents, with 576 fatalities, could likely have been attributed to mental disease of a pilot. Screening tools for mental health risks in airline pilots are needed.</excerpt>', ""<title>Suicide by aircraft: a case report</title> <excerpt>A 36-year-old pilot took his plane on a brief, unauthorized flight that ended in a high-speed vertical crash next to the runway. A retrospective 'psychological autopsy' yielded strong presumptive evidence of an unrecognized depression in a man with manipulative and mildly antisocial characteristics.</excerpt>"", '<title>Psychiatry and fitness to fly after Germanwings</title> <excerpt>In March 2015, a co-pilot flying Germanwings Flight 9525 deliberately pointed his airplane into a descent, killing himself, five other crew members, and 144 passengers. Subsequent investigation and review teams examined the incident and considered potential lessons to maximize air safety.</excerpt>', '<title>Competency-Based Peer Support in Aviation: A Framework for Training Peers Within Peer Support Programs</title> <excerpt>In July 2018, the European Union Aviation Safety Agency (2018) issued Regulation (EU) 2018/1042, now (EU) 2020/745, which required all commercial air transport operators to implement a support program by February 14, 2021. This was initially aimed at pilots and formed part of the recommendations made after the pilot murder-suicide crash of Germanwings flight 9525 in March 2015.</excerpt>']"
10,37,10_Pilot selection research,['Pilot selection research'],"['<title>Large sample validations of three general predictors of pilot training success</title> <excerpt>This article addresses one of the perennial problems of pilot selection research: obtaining an adequate sample size for reliable statistical analysis of predictive validity. Results from three studies involving the same computerized tests of instrument comprehension and psychomotor ability were combined in a meta-analysis to determine whether the validities of these tests generalized across three contexts.</excerpt>', '<title>Understanding the Relations Between Selection Factors and Pilot Training Performance: Does the Criterion Make a Difference?</title> <excerpt>Although several valid predictors of U.S. Air Force pilot training performance have been identified, it was felt that our understanding of the relation between preselection personnel attribute data and training performance was limited by the dichotomous nature of the outcome indicators (ie, graduation or elimination) and by the disproportionate number of people in the outcome categories.</excerpt>', '<title>Postwar research in pilot selection and classification</title> <excerpt>The pilot stanine has had a surprisingly stable validity over a period of nearly 8 years and under a great variety of conditions. If anything, its present validity for basic pilot training is higher than ever before.</excerpt>', '<title>Pilot-Candidate Selection Method: Sources of Validity</title> <excerpt>Six hundred seventy-eight Air Force pilot training candidates were tested with a paper-and-pencil aptitude battery and computer-administered tests of psychomotor skills, information processing, and attitude toward risk. A self-report of flying experience was also collected.</excerpt>', '<title>Aircrew selection systems</title> <excerpt>Research was conducted to develop and validate a computerized battery of psycomotor and cognitive tests to identify candidates who sould not either complete pilot training or be recommended for a fighter assignment after training. All or part of the battery of 15 tests was given to 1,622 Air Force Pilot candidates prior to training and their test scores were regressed against various flying performance measures.</excerpt>']"
11,36,11_Motion sickness training,['Motion sickness training'],"['<title>Generalization of tolerance to motion environments</title> <excerpt>The aim of the present investigation was to determine to what extent training tolerance to one motion stimulus would generalize other motion experiences. Twenty subjects prone to motion sickness were selected and assigned to one of four groups after pretesting in a Dichgans and Brandt drum to determine their susceptibility to visually-induced apparent motion.</excerpt>', '<title>Autogenic feedback training exercise: A treatment for airsickness in military pilots</title> <excerpt>In this article, we present physiological data from 2 male pilots who completed a 6-hr training program for control of motion sickness at National Aeronautic and Space Administration Ames Research Center. The program consisted of an Autogenic Feedback Training Exercise in which research participants learn through operant conditioning techniques to regulate several physiological responses to suppress their symptoms.</excerpt>', '<title>Reducing symptoms of visually induced motion sickness through perceptual training</title> <excerpt>This study examined the effect of adaptation training on simulation sickness. Ten control group participants completed a single self-propelled rotation simulation (SRS) trial and then were exposed to a virtual reality (VR) device and an optokinetic rotating drum (OKN).</excerpt>', '<title>The Canadian Forces airsickness rehabilitation program, 1981-1991</title> <excerpt>Airsickness is a significant obstacle in the training of some student pilots. When conventional therapy fails, desensitization therapy may be indicated.</excerpt>', '<title>The effect of autogenic training and biofeedback on motion sickness tolerance</title> <excerpt>Background: Motion sickness is characterized by symptoms of vomiting, drowsiness, fatigue and idiosyncratic changes in autonomic nervous system (ANS) responses such as heart rate (HR) and skin temperature (ST). Previous studies found that symptoms of motion sickness are controllable through self- regulation of ANS responses and the best method to teach such control is autogenic-feedback (biofeedback) training.</excerpt>']"
12,35,12_Effects of Hypoxia,['Effects of Hypoxia'],"['<title>Initial Psychometric Validation of a Self-Report Measure of the Symptoms of Mild Hypoxic Hypoxia</title> <excerpt>INTRODUCTION: There has been long-standing interest in the physiological and psychological effects of mild hypoxia on aircrew, but to date there is no psychometrically valid self-report measure of subjective symptoms. METHODS: To address this gap, we developed a self-report scale along three dimensions of impairment: cognitive, sensory and affective.</excerpt>', '<title>Psychophysiological response of different aircrew in normobaric hypoxia training</title> <excerpt>Hypoxia remains the most important hazard in high altitude flights, but there is still a need for deeper analysis of the effect of hypoxia exposition in the psychophysiological and cognitive functions. The aim of this study was to study the effect of hypoxia training in cortical arousal, autonomic modulation, muscle strength and cognitive function.</excerpt>', '<title>Human performance during exposure to toluene</title> <excerpt>Purpose: The purpose of this research was to examine the effects of inhalation of toluene on respiratory function and neuropsychological performance of humans. Methods: We exposed six healthy adults to 100 ppm toluene or air (control) for 6 h, in a double-blind, randomized fashion, with exposures separated by at least 14 d and including 30 min of exercise at a level that quadrupled minute ventilation.</excerpt>', '<title>Effects of Hypoxia on Selected Psychophysiological Stress Responses of Military Aircrew</title> <excerpt>There is a lack of information on the psychophysiological response of pilots under hypoxic conditions. The study of the physiological, psychological, cardiorespiratory, neurological, behavioural, sensory, and cognitive symptoms that may appear during training in hypobaric chambers is essential to optimize the training processes of aircrew members.</excerpt>', '<title>Acute mild hypoxic hypoxia effects on cognitive and simulated aircraft pilot performance</title> <excerpt>BACKGROUND: The effects of acute mild hypoxic hypoxia (HH) and physical activity on physiological measures, signs and symptoms, mood, fatigue, cognition, and performance on a simulated flight task were investigated between 8000 (8K; 2438 m) and 14,000 ft (14K; 4267 m). METHOD: In a hypobaric chamber, 16 military helicopter pilots were randomly exposed to 4 altitudes and 3 physical exertion levels.</excerpt>']"
13,34,13_Pilot workload assessment,['Pilot workload assessment'],"['<title>Effects of Workload Preview on Task Scheduling During Simulated Instrument Flight</title> <excerpt>Our study examined pilot scheduling behavior in the context of simulated instrument flight. Over the course of the flight, pilots flew along specified routes while scheduling and performing several flight-related secondary tasks.</excerpt>', '<title>A comparison of rating scale, secondary-task, physiological, and primary-task workload estimation techniques in a simulated flight task emphasizing communication load</title> <excerpt>Sixteen potential metrics of pilot mental workload were investigated regarding their sensitivity to communication load and their intrusion on primary-task performance. A moving-base flight simulator was used to present three cross-country flights.</excerpt>', ""<title>Developing a measurement for task complexity in flight</title> <excerpt>Introduction: Task complexity is regarded as an essential metric that is related to a pilot's performance and workload. Normally, pilots follow Standard Operating Procedures (SOPs) during a flight.</excerpt>"", '<title>Inflight workload assessment: Comparison of subjective and physiological measurements</title> <excerpt>Introduction: Assessment of pilot workload during flight is an important aviation safety consideration. The aim of this study was to assess inflight pilot workload using both physiological and multidimensional subjective-ratings measurements (heart rate and NASA Task Load Index, respectively), comparing relative sensitivity during the four phases of flight: take-off, cruise, approach, and landing.</excerpt>', ""<title>The role of visual conditions and aircraft type on different aspects of pilot workload</title> <excerpt>Objective: The objective of our work was to assess the impact of flight conditions by aircraft type on the workload estimated using NASA-Task Load Index (NASA-TLX). Background: Learning about subjective workload is important for assessing the impact of a pilot's work environment on their performance in the cockpit.</excerpt>""]"
14,34,14_Psychological impacts of aviation accidents,['Psychological impacts of aviation accidents'],"['<title>PTSD reactions and functioning of American Airlines flight attendants in the wake of September 11</title> <excerpt>The authors explore the psychological reactions and functional coping responses of American Airlines (AA) flight attendants, a unique at-risk group of people in the war on terrorism, in the aftermath of the September 11 attacks. Demographic characteristics and standardized questionnaires, including the Posttraumatic Stress Disorder Checklist and the Psychotherapy Outcome Assessment and Monitoring System-Trauma Version, were sent in June 2002 to approximately 26,000 AA flight attendants.</excerpt>', '<title>PSYCHOLOGICAL impact of aircraft accidents.</title>', '<title>Psychological causes in aircraft accidents.</title>', ""<title>Dare to Fly? Analyzing psychological reactions and travel attitudes of Chinese social media users post-aviation accidents through text mining</title> <excerpt>Background: Commercial air travel is essential to modern society, but aviation accidents can have profound psychological impacts. The public's emotional responses and attitudes toward air travel are shaped by factors such as the severity of the incident and its social repercussions.</excerpt>"", '<title>Community psychological effects following a non-fatal aircraft accident</title> <excerpt>Following a non-fatal military aircraft accident, two of the authors interviewed the crewmen involved in the accident, their spouses, fellow squadron members and their spouses, and individuals from the fire crew and control tower on duty during the accident. A total of 37 respondents completed questionnaires which reported the presence of intrusive, avoidant, depressive/anxious, and post-traumatic stress symptoms.</excerpt>']"
15,33,15_Effects of Jet Lag,['Effects of Jet Lag'],"['<title>Significance of circadian rhythms for aviation and space operations</title> <excerpt>Operational requirements in the aerospace environment interfere with the circadian system more frequently than in other fields of human activity. Conflicts can principally arise in several ways: when duty has to be performed as night- or shiftwork, when phase shifts in the environmental timing system occur, when the time cues in the environment change their frequency or intensity, and when they completely disappear.</excerpt>', '<title>Air travel across time zones</title> <excerpt>An overview is presented of the problems related to air travel. It seems that disruptions of body rhythms and normal oxygen intake are an unavoidable aspect of long distance air travel.</excerpt>', '<title>Individual differences in phase shifts of the human circadian system and performance deficit.</title> <excerpt>At periodic intervals throughout the biological day, assessments were made for a week prior to intercontinental flight yielding a reference of biological time set to the environment of origin, for two weeks at the temporally displaced environment of destination, and for a week following return to the environment of origin. Assessments made included rectal temperature, heart rate, respiratory rate, palmar evaporative water loss, urinalysis, reaction time, decision time, critical flicker fusion, subjective fatigue and well-being, and intellectual facility.</excerpt>', ""<title>Flight attendants' desynchronosis after rapid time zone changes</title> <excerpt>The aim of the present study was to measure perceived effects of rapid time zone changes on flight attendants' sleep length, quality, adaptation, and recovery time, and to clarify the individuals factors related to perceived desynchronosis after time zone changes. The mean age of 285 female subjects was 35.0 years and that of 57 men was 34.1 years.</excerpt>"", '<title>Eastward long distance flights, sleep and wake patterns in air crews in connection with a two-day layover</title> <excerpt>The present study describes the spontaneous sleep/wake pattern in connection with an eastward (Stockholm to Tokyo, +8 h) transmeridian flight and short (51 h) layovers. To describe all sleep episodes and the recovery process across 4 days, and to relate adjustment to individual differences, 49 Scandinavian Airlines System (SAS) air crew were monitored for 9 days with activity monitors and sleep/wake diary before-during-after flight.</excerpt>']"
16,33,16_Pilot psychological assessment,['Pilot psychological assessment'],"['<title>Psychological Research in Aviation in Italy, France, England, and the American Expeditionary Forces</title> <excerpt>Psychology well needs to thank its stars that the World War came, and that it brought demands, situations, problems, apparatus, contacts of national and international scope, herds of men gathered together, and dynamic interest in technical and practical pursuits of a psychological nature. Reference is here being made most specifically to the reaction-time experiment for one, salvaged by the workers on aviation problems.</excerpt>', '<title>Psychological testing and pilot licensing</title> <excerpt>This article reviews contemporary trends in the psychological testing of pilots. It is written in the particular context of draft European Joint Aviation Authorities licensing proposals which, in certain circumstances, envisage psychological testing for pilot licensing purposes.</excerpt>', ""<title>Some notes on the psychological analysis of the pilot's task.</title>"", '<title>Psychological requirements of the airplane pilot.</title>', '<title>Aviation</title> <excerpt>Although the psychology of aviation comprises the selection, training, and maintenance of personnel (pilot, crew, and ground staff) and the care and education of passengers, the main body of the literature has dealt almost entirely with (1) physiological and psychological effects (immediate and cumulative) of flight and the flying environment, and (2) the selection of pilots. This review and bibliography of 92 items excludes the recent work under the auspices of the Committee on Selection and Training of Aircraft Pilots of the National Research Council and some 534 less important references which will be published later.</excerpt>']"
17,33,17_Personality Assessment in Aviation,['Personality Assessment in Aviation'],"['<title>Personality factors affecting pilot combat performance: A preliminary investigation</title> <excerpt>Reviews of the research literature have generally concluded that personality factors contribute little to pilot performance. One possible explanation for the failure to find stronger relationships may be due to the lack of appropriate taxonomies for both personality constructs and for performance constructs.</excerpt>', '<title>The Eysenck Personality Inventory as a selection test for military pilots</title> <excerpt>As part of a study of the selection of candidates for pilot training in the Army Air Corps, EPI scores have been analysed in relation to success in training. Data from 432 AAC and 205 RAF student pilots have been examined.</excerpt>', '<title>Selected Personality Characteristics of Student Naval Aviators and Student Naval Flight Officers</title> <excerpt>The Tridimensional Personality Questionnaire and the Hand Test were administered to 129 naval aviation student (79 student naval aviators and 50 student naval flight officer) candidates while they were waiting to begin basic flight training. Results indicated that, although pilot and flight officer candidate scores departed significantly in the same direction from normative data, there were few significant differences between the 2 groups on personality dimensions.</excerpt>', '<title>The Construction of Personality Questionnaires for Selection of Aviation Personnel</title> <excerpt>The Personality Research Form (PRF), a questionnaire for voluntary self-description, was administered to a group of applicants (N = 300) for pilot training with a major European airline. Standard psychometric statistics were computed for the PRF subscales.</excerpt>', '<title>Predictive Validity of an Automated Personality Inventory for Air Force Pilot Selection</title> <excerpt>A study was conducted to assess whether personality measures could contribute predictive utility to current Air Force pilot selection procedures. A personality inventory was given to a sample of 509 pilot candidates before flying training.</excerpt>']"
18,30,18_Pilot Situation Awareness,['Pilot Situation Awareness'],"['<title>A Survey of Situation Awareness Requirements in Air-to-Air Combat Fighters</title> <excerpt>The situation awareness (SA) requirements of air-to-air fighter pilots were assessed through aseries of analyses, including (a) unstructured interviews, (b) goal-directed task analysis, and (c) structured questionnaires administered to experienced pilot subjects. The resultant requirements and information on the relative priority among elements are presented along with a methodology for determining SA requirements in various systems.</excerpt>', ""<title>Time Course of Anticipation in Pilots' Beyond-Visual-Range Situation Awareness</title> <excerpt>The study presented here aims to objectively measure the persistence in time of situation awareness (SA) in beyond-visual-range (BVR) situations. How long does a pilot maintain SA of air traffic communicated by radio? Overall, 63 participants (non-pilot and pilot trainees) had to position air traffic on a map based on radio calls.</excerpt>"", '<title>Evaluation of computer-based situation awareness training for general aviation pilots</title> <excerpt>This article describes the evaluation of 6 different computer-based training modules created to teach skills that underlie the development and maintenance of situation awareness, a competency shown to be critical in pilot decision-making performance. The modules targeted basic skills training for low-time pilots (checklist completion, air traffic control comprehension, psychomotor skills) as well as training on higher order cognitive skills (attention sharing, contingency planning) and intensive preflight planning.</excerpt>', '<title>Refresher Training for Air Traffic Controllers: Is It Adequate to Meet the Challenges of Emergencies and Abnormal Situations?</title> <excerpt>An observational field study was carried out to examine the degree that refresher training in air traffic control can account for the demands of real-world emergencies. The refresher-training exercises of 21 teams of en route controllers were observed and a number of real incidents were analyzed at a major European Area Control Centre.</excerpt>', '<title>Measuring individual and team situation awareness during planning tasks in training of en route air traffic control</title> <excerpt>The situation awareness (SA) of air traffic controller (ATCO) students, including the temporal aspect of SA, was measured by means of their visual information acquisition during simulator training. The measurements were defined both at an individual level and at a team level.</excerpt>']"
