year,country,title,doc,topic
2023,Australia - Brazil,Observational Learning in Ab Initio Pilot Training The Challenges and Opportunities of Backseating Flight Observations,<title>Observational Learning in Ab Initio Pilot Training The Challenges and Opportunities of Backseating Flight Observations</title>,31
2023,New Zealand,Interactions With Technology in the Cockpit The Influence of the Affect Heuristic on Perceived Benefits and Risks of General Aviation Cockpit Technologies,<title>Interactions With Technology in the Cockpit The Influence of the Affect Heuristic on Perceived Benefits and Risks of General Aviation Cockpit Technologies</title>,-1
2023,Australia,Measuring Presence and Situational Awareness in a Virtual Reality Flight Simulator,<title>Measuring Presence and Situational Awareness in a Virtual Reality Flight Simulator</title>,64
2023,United States,Mobility Aircrew Fatigue Perceptions and Mitigation Strategies,<title>Mobility Aircrew Fatigue Perceptions and Mitigation Strategies</title>,18
2023,Netherlands - United Kingdom,Does Deliberately Going Beyond Alarms in Stall Recovery Exercises Lead to Negative Training?,<title>Does Deliberately Going Beyond Alarms in Stall Recovery Exercises Lead to Negative Training?</title>,4
2023,Germany,Confronting Aerotowing Experts with a New Phase-of-Flight Taxonomy for Towplanes,<title>Confronting Aerotowing Experts with a New Phase-of-Flight Taxonomy for Towplanes</title>,43
2023,United States,The Effectiveness of Improving Flight Passengers' Safety Behaviors by Modifying Auditory Cues,<title>The Effectiveness of Improving Flight Passengers' Safety Behaviors by Modifying Auditory Cues</title>,187
2023,France,Crucial Abilities of Pilots and Weapon Systems Officers: An Ability-Based Approach,<title>Crucial Abilities of Pilots and Weapon Systems Officers: An Ability-Based Approach</title>,-1
2023,Australia - United Arab Emirates,Eye-Tracking: from Concept to Operational Training Tool,<title>Eye-Tracking: from Concept to Operational Training Tool</title>,93
2023,Canada - France,Policy Capturing to Support Pilot Decision-Making: A Proof of Concept Study,<title>Policy Capturing to Support Pilot Decision-Making: A Proof of Concept Study</title>,62
2023,Australia,An Examination of Human Factors in Australian Helicopter Emergency Medical Services (HEMS),<title>An Examination of Human Factors in Australian Helicopter Emergency Medical Services (HEMS)</title>,120
2023,United States,The Technology Readiness and Acceptance Model as a Predictor of Pilots’ Willingness to Operate in UAM Integrated Airspace,<title>The Technology Readiness and Acceptance Model as a Predictor of Pilots’ Willingness to Operate in UAM Integrated Airspace</title>,174
2023,United States,Qualitative Analysis of General Aviation Pilots’ Aviation Safety Reporting System Incident Narratives Using the Human Factors Analysis and Classification System,<title>Qualitative Analysis of General Aviation Pilots’ Aviation Safety Reporting System Incident Narratives Using the Human Factors Analysis and Classification System</title>,43
2023,"Hong Kong - Korea, Republic of - Macao - Malaysia - United States",COVID-19 and the Airline Business: A New Decision-Making Process for Employee Loyalty and Job Insecurity,<title>COVID-19 and the Airline Business: A New Decision-Making Process for Employee Loyalty and Job Insecurity</title>,68
2023,Finland - United Kingdom,Team Performance in Air Combat: A Teamwork Perspective,<title>Team Performance in Air Combat: A Teamwork Perspective</title>,-1
2023,Hong Kong,The Effects of Aeronautical Decision-Making Models on Student Pilots’ Situational Awareness and Cognitive Workload in Simulated Non-Normal Flight Deck Environment,<title>The Effects of Aeronautical Decision-Making Models on Student Pilots’ Situational Awareness and Cognitive Workload in Simulated Non-Normal Flight Deck Environment</title>,7
2023,United Kingdom,It Was This Wing Wasn’t It? Identifying the Importance of Verbal Communication in Aviation Maintenance,<title>It Was This Wing Wasn’t It? Identifying the Importance of Verbal Communication in Aviation Maintenance</title>,-1
2023,Germany,"The Relationship between Preparation, Impression Management, and Interview Performance in High-Stakes Personnel Selection: A Field Study of Airline Pilot Applicants","<title>The Relationship between Preparation, Impression Management, and Interview Performance in High-Stakes Personnel Selection: A Field Study of Airline Pilot Applicants</title>",83
2023,Australia,"Miscommunication in Commercial Aviation: The Role of Accent, Speech Rate, Information Density, and Politeness Markers","<title>Miscommunication in Commercial Aviation: The Role of Accent, Speech Rate, Information Density, and Politeness Markers</title>",190
2023,United States,Integrated Modeling of Fatigue Impacts on C-17 Approach and Landing Performance,<title>Integrated Modeling of Fatigue Impacts on C-17 Approach and Landing Performance</title>,18
2023,United States,Towards Human Objective Real-Time Trust of Autonomy Measures for Combat Aviation,<title>Towards Human Objective Real-Time Trust of Autonomy Measures for Combat Aviation</title>,86
2022,United States,Investigating Language Factors in Aviation Accidents,<title>Investigating Language Factors in Aviation Accidents</title>,63
2022,France,Time Course of Anticipation in Pilots' Beyond-Visual-Range Situation Awareness,<title>Time Course of Anticipation in Pilots' Beyond-Visual-Range Situation Awareness</title>,44
2022,Norway,Predicting Commercial Pilot Training Performance: A Validation Study,<title>Predicting Commercial Pilot Training Performance: A Validation Study</title>,38
2022,United States,Predicting Flight Training Performance from the Tabular Speed Test,<title>Predicting Flight Training Performance from the Tabular Speed Test</title>,38
2022,United Kingdom,Identifying the Important Contributory Factors from Maintenance Error Decision Aid (MEDA) Data,<title>Identifying the Important Contributory Factors from Maintenance Error Decision Aid (MEDA) Data</title>,-1
2022,France,A New Interface to Cope with Unreliable Airspeed Indications: A Behavioral and Eye-Tracking Study,<title>A New Interface to Cope with Unreliable Airspeed Indications: A Behavioral and Eye-Tracking Study</title>,64
2022,Italy - Netherlands - United States,Being in Control of Noise Levels Improves the Perception of Airplane Seat Comfort,<title>Being in Control of Noise Levels Improves the Perception of Airplane Seat Comfort</title>,37
2022,United States,"What the Birkman Method© Can Tell Us about the Psychological Profile of Business Aviation Departments, Their Leadership, Strengths, and Challenges","<title>What the Birkman Method© Can Tell Us about the Psychological Profile of Business Aviation Departments, Their Leadership, Strengths, and Challenges</title>",1
2022,United States,Technology Adoption and Acceptance of Urban Air Mobility Systems: Identifying Public Perceptions and Integration Factors,<title>Technology Adoption and Acceptance of Urban Air Mobility Systems: Identifying Public Perceptions and Integration Factors</title>,174
2022,United States,Investigating a Computational Explanation of the Black Hole Illusion,<title>Investigating a Computational Explanation of the Black Hole Illusion</title>,123
2022,United States,Cognitive Biases in Risk Communication during Post-Flight Debrief,<title>Cognitive Biases in Risk Communication during Post-Flight Debrief</title>,183
2022,United Kingdom,Impact of COVID-19 on Job Satisfaction: The Case of Military and Airline Pilots,<title>Impact of COVID-19 on Job Satisfaction: The Case of Military and Airline Pilots</title>,68
2022,Australia,NeuroTracker Multiple Object Tracking Ability Predicts Novice Performance on a Simulated Air Traffic Control Task,<title>NeuroTracker Multiple Object Tracking Ability Predicts Novice Performance on a Simulated Air Traffic Control Task</title>,-1
2022,Thailand,The Effect of Caffeine and Sleep Quality on Military Pilot Students’ Flight Performance-Related Cognitive Function,<title>The Effect of Caffeine and Sleep Quality on Military Pilot Students’ Flight Performance-Related Cognitive Function</title>,9
2022,India,Investigation of Pilot Inceptor Workload and Workload Buildup Technique Through Simulator and In-Flight Studies,<title>Investigation of Pilot Inceptor Workload and Workload Buildup Technique Through Simulator and In-Flight Studies</title>,7
2022,Turkey,Hybrid Human Error Assessment Approach for Critical Aircraft Maintenance Practice in the Training Aircraft,<title>Hybrid Human Error Assessment Approach for Critical Aircraft Maintenance Practice in the Training Aircraft</title>,25
2022,Australia,The Effect of Vocal Tone of Feedback on Student Pilot Performance,<title>The Effect of Vocal Tone of Feedback on Student Pilot Performance</title>,-1
2022,Norway,Psychosocial Job Strain and Musculoskeletal Pain in Cabin Crew–Does Gender Matter?,<title>Psychosocial Job Strain and Musculoskeletal Pain in Cabin Crew–Does Gender Matter?</title>,57
2022,Indonesia - United States,Why do Controllers Choose the Conflict Resolution Maneuvers that They Do?,<title>Why do Controllers Choose the Conflict Resolution Maneuvers that They Do?</title>,14
2022,Philippines,"Effect of Fatigue in Air Traffic Controllers’ Workload, Situation Awareness, and Control Strategy","<title>Effect of Fatigue in Air Traffic Controllers’ Workload, Situation Awareness, and Control Strategy</title>",155
2021,United States,An Examination of Pilot-Reported Trust and Response to Information Conflicts Experienced on the Flight Deck,<title>An Examination of Pilot-Reported Trust and Response to Information Conflicts Experienced on the Flight Deck</title>,190
2021,Australia,The Impact of a Legally Defined Just Culture on Voluntary Reporting of Safety Information,<title>The Impact of a Legally Defined Just Culture on Voluntary Reporting of Safety Information</title>,104
2021,Netherlands - United Kingdom,"Perceptions of Just Culture between Pilots and Managers: Evaluation of Airlines in the EU, Middle East, and Asia/Pacific Regions","<title>Perceptions of Just Culture between Pilots and Managers: Evaluation of Airlines in the EU, Middle East, and Asia/Pacific Regions</title>",159
2021,United States,Situational Awareness and General Aviation Accidents: An Analysis of 94 US Accident Reports,<title>Situational Awareness and General Aviation Accidents: An Analysis of 94 US Accident Reports</title>,43
2021,Germany,Why Commercial Pilots Voluntarily Report Self-Inflicted Incidents: A Qualitative Study with Aviation Safety Experts,<title>Why Commercial Pilots Voluntarily Report Self-Inflicted Incidents: A Qualitative Study with Aviation Safety Experts</title>,-1
2021,Austria - Germany,A Research Agenda for Implementing Augmented Reality in Ab Initio Pilot Training,<title>A Research Agenda for Implementing Augmented Reality in Ab Initio Pilot Training</title>,-1
2021,France,Display on Demand Method Increases Time Spent Looking Outside the Cockpit: Testing a Training Method during Visual Flight Rules Flights,<title>Display on Demand Method Increases Time Spent Looking Outside the Cockpit: Testing a Training Method during Visual Flight Rules Flights</title>,51
2021,United States,Ranking Pictorial Cues in Simulated Landing Flares,<title>Ranking Pictorial Cues in Simulated Landing Flares</title>,12
2021,Ireland,A Qualitative Study Exploring Well-Being and the Potential Impact of Work-Related Stress among Commercial Airline Pilots,<title>A Qualitative Study Exploring Well-Being and the Potential Impact of Work-Related Stress among Commercial Airline Pilots</title>,-1
2021,Germany,Why Learning Opportunities from Aviation Incidents Are Lacking: the Impact of Active and Latent Failures and Confidential Reporting,<title>Why Learning Opportunities from Aviation Incidents Are Lacking: the Impact of Active and Latent Failures and Confidential Reporting</title>,91
2021,Malta - Turkey,Modeling of Aircrew Rostering Problem with Fatigue Risk Management Approach,<title>Modeling of Aircrew Rostering Problem with Fatigue Risk Management Approach</title>,18
2021,United States,Pilots’ Willingness to Operate in Unmanned Aircraft System Integrated Airspace,<title>Pilots’ Willingness to Operate in Unmanned Aircraft System Integrated Airspace</title>,-1
2021,United States,Cognitive Task Analysis of Unmanned Aircraft System Pilots,<title>Cognitive Task Analysis of Unmanned Aircraft System Pilots</title>,-1
2021,Canada,A Two-Stage Model of Diversion Knowledge and Skills Highlights Where Pilot Factors Impact Safety-Related Outcomes,<title>A Two-Stage Model of Diversion Knowledge and Skills Highlights Where Pilot Factors Impact Safety-Related Outcomes</title>,41
2021,Australia - Germany,Investigating the Predictive Validity of the COMPASS Pilot Selection Test,<title>Investigating the Predictive Validity of the COMPASS Pilot Selection Test</title>,151
2021,United States,Assessment of Augmented Reality Technology’s Impact on Speed of Learning and Task Performance in Aeronautical Engineering Technology Education,<title>Assessment of Augmented Reality Technology’s Impact on Speed of Learning and Task Performance in Aeronautical Engineering Technology Education</title>,-1
2021,Denmark - Norway,A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit,<title>A Sense of Fellowship: Mindfulness Improves Experienced Interpersonal Benefits and Prosociality in A Military Aviation Unit</title>,16
2021,United States,Understanding Fatigue within a Collegiate Aviation Program,<title>Understanding Fatigue within a Collegiate Aviation Program</title>,18
2021,United States,Optimization of a Customized Leadership Development Program Upskilling English Language Fluency in Brazil Aviation Leaders,<title>Optimization of a Customized Leadership Development Program Upskilling English Language Fluency in Brazil Aviation Leaders</title>,-1
2021,Australia - United Kingdom,Feedback and Student Learning: Matching Learning and Teaching Style to Improve Student Pilot Performance,<title>Feedback and Student Learning: Matching Learning and Teaching Style to Improve Student Pilot Performance</title>,-1
2021,China,Visual Improvements after Perceptual Learning Transfer from Normoxia to Hypoxia,<title>Visual Improvements after Perceptual Learning Transfer from Normoxia to Hypoxia</title>,6
2021,United States,The Effects of Tablet-Based Electronic Grading on Airline Evaluator Performance,<title>The Effects of Tablet-Based Electronic Grading on Airline Evaluator Performance</title>,-1
2021,Spain,Effects of Stress on Performance during Highly Demanding Tasks in Student Pilots,<title>Effects of Stress on Performance during Highly Demanding Tasks in Student Pilots</title>,82
2021,Colombia - Spain,Aviation-Associated Spatial Disorientation and Incidence of Visual Illusions Survey in Military Pilots,<title>Aviation-Associated Spatial Disorientation and Incidence of Visual Illusions Survey in Military Pilots</title>,4
2021,Canada,Investigating Offshore Helicopter Pilots’ Cognitive Load and Physiological Responses during Simulated In-Flight Emergencies,<title>Investigating Offshore Helicopter Pilots’ Cognitive Load and Physiological Responses during Simulated In-Flight Emergencies</title>,-1
2020,United States,Assessing Person-Job Fit for Careers as Remotely Piloted Aircraft Sensor Operators,<title>Assessing Person-Job Fit for Careers as Remotely Piloted Aircraft Sensor Operators</title>,-1
2020,South Africa,Visual Analysis as a Predictor of Performance in Air Traffic Control Trainees,<title>Visual Analysis as a Predictor of Performance in Air Traffic Control Trainees</title>,28
2020,United Kingdom,Is It All about the Mission? Comparing Non-technical Skills across Offshore Transport and Search and Rescue Helicopter Pilots,<title>Is It All about the Mission? Comparing Non-technical Skills across Offshore Transport and Search and Rescue Helicopter Pilots</title>,-1
2020,Australia,Exploring the Association between Communication Satisfaction and Trust in the Aviation Maintenance Environment: An International Study,<title>Exploring the Association between Communication Satisfaction and Trust in the Aviation Maintenance Environment: An International Study</title>,87
2020,United States,"Work, Gender, and Sexual Harassment on the Frontlines of Commercial Travel: A Cross-Sectional Study of Flight Crew Well-Being","<title>Work, Gender, and Sexual Harassment on the Frontlines of Commercial Travel: A Cross-Sectional Study of Flight Crew Well-Being</title>",57
2020,Netherlands,The Effectiveness of a Mnemonic-Type Startle and Surprise Management Procedure for Pilots,<title>The Effectiveness of a Mnemonic-Type Startle and Surprise Management Procedure for Pilots</title>,41
2020,Turkey,Framing Effect in Safety Risk Probability Assessment: A Prospect Theory Approach,<title>Framing Effect in Safety Risk Probability Assessment: A Prospect Theory Approach</title>,15
2020,United States,Adversity in Aviation: Understanding Resilience in the Workplace for Female Pilots,<title>Adversity in Aviation: Understanding Resilience in the Workplace for Female Pilots</title>,-1
2020,United States,Predictive Validity of the Air Force Officer Qualifying Test (AFOQT) for Pilot Performance: A Meta-Analytic Investigation at the Subtest Level,<title>Predictive Validity of the Air Force Officer Qualifying Test (AFOQT) for Pilot Performance: A Meta-Analytic Investigation at the Subtest Level</title>,151
2020,United Kingdom,Flying Solo: A Vignette-Based Examination of General Aviation Pilot Risk Perception and Decision-Making,<title>Flying Solo: A Vignette-Based Examination of General Aviation Pilot Risk Perception and Decision-Making</title>,50
2020,United States,An Alternative Method for Identifying a Failed Engine in Twin-Engine Propeller Aircraft,<title>An Alternative Method for Identifying a Failed Engine in Twin-Engine Propeller Aircraft</title>,25
2020,Sweden,Effects of Fatigue on Cognitive Performance in Long-Duration Simulated Flight Missions,<title>Effects of Fatigue on Cognitive Performance in Long-Duration Simulated Flight Missions</title>,-1
2020,United States,Review of Aviation Safety Databases to Identify Information Discrepancies Experienced on the Flight Deck: Implications for NextGen,<title>Review of Aviation Safety Databases to Identify Information Discrepancies Experienced on the Flight Deck: Implications for NextGen</title>,-1
2020,United States,Fatigue in Aeromedicine: A Validity Study of the Flight Risk Assessment,<title>Fatigue in Aeromedicine: A Validity Study of the Flight Risk Assessment</title>,18
2020,Israel,Does Specific Flight Experience Matter? The Relations Between Flight Experience of Commercial Aviation Aircrews and Missed Approach Incidents,<title>Does Specific Flight Experience Matter? The Relations Between Flight Experience of Commercial Aviation Aircrews and Missed Approach Incidents</title>,-1
2020,United States,A Comparative Evaluation of Hypotheses to Explain the Black Hole Illusion,<title>A Comparative Evaluation of Hypotheses to Explain the Black Hole Illusion</title>,123
2020,Poland,Susceptibility to Flight Simulator-Induced Spatial Disorientation in Pilots and Non-Pilots,<title>Susceptibility to Flight Simulator-Induced Spatial Disorientation in Pilots and Non-Pilots</title>,4
2020,United States,Preliminary Support for the Line Bias Illusion as a Contributor to Black Hole Effects,<title>Preliminary Support for the Line Bias Illusion as a Contributor to Black Hole Effects</title>,123
2019,Canada - United States,Multisensory Cues for Encoding Urgency of System Hazards: Effect of Operator Experience on Perceived Urgency,<title>Multisensory Cues for Encoding Urgency of System Hazards: Effect of Operator Experience on Perceived Urgency</title>,89
2019,China - United States,Timestamp Representative of Weather Radar Images in the Cockpit,<title>Timestamp Representative of Weather Radar Images in the Cockpit</title>,8
2019,Turkey,Structuring Risk Assessment Process with Tallying in Aviation Safety Management,<title>Structuring Risk Assessment Process with Tallying in Aviation Safety Management</title>,109
2019,New Zealand,Perceived Workload Is Associated with Cabin Crew Fatigue on Ultra-Long Range Flights,<title>Perceived Workload Is Associated with Cabin Crew Fatigue on Ultra-Long Range Flights</title>,-1
2019,United States,Laser Eye Protection and Color Recognition and Discrimination in Aviation,<title>Laser Eye Protection and Color Recognition and Discrimination in Aviation</title>,55
2019,South Africa - United Kingdom,The Role of Peer Support and Its Contribution as an Effective Response to Addressing the Emotional Well-Being of Pilots: A Qualitative Study of South African Stakeholders,<title>The Role of Peer Support and Its Contribution as an Effective Response to Addressing the Emotional Well-Being of Pilots: A Qualitative Study of South African Stakeholders</title>,168
2019,Germany,Attitude Indicator Format: How Difficult Is the Transition between Different Reference Systems?,<title>Attitude Indicator Format: How Difficult Is the Transition between Different Reference Systems?</title>,36
2019,United Arab Emirates - United Kingdom,Passenger Attitudes to Flying on a Single-Pilot Commercial Aircraft,<title>Passenger Attitudes to Flying on a Single-Pilot Commercial Aircraft</title>,50
2019,Australia,An Investigation into the Factors that Affect Miscommunication between Pilots and Air Traffic Controllers in Commercial Aviation,<title>An Investigation into the Factors that Affect Miscommunication between Pilots and Air Traffic Controllers in Commercial Aviation</title>,-1
2019,China,An Evaluation Model Based on the Fuzzy AHP for Teleoperation Performance,<title>An Evaluation Model Based on the Fuzzy AHP for Teleoperation Performance</title>,-1
2019,"Taiwan, Province of China",Design Factors of Guiding Aircraft Through Continuous Descent Operations: Pilot and Controller Perspectives,<title>Design Factors of Guiding Aircraft Through Continuous Descent Operations: Pilot and Controller Perspectives</title>,71
2019,United Kingdom,How Do General Aviation Pilots Choose Their Route When Flying in Complex Airspace?,<title>How Do General Aviation Pilots Choose Their Route When Flying in Complex Airspace?</title>,8
2019,Canada - Slovakia - United Kingdom,Assessing Locus of Control in Pilots: Psychometric Evaluation of a Self-Report Measure,<title>Assessing Locus of Control in Pilots: Psychometric Evaluation of a Self-Report Measure</title>,50
2019,Germany - Ireland,Workload Perception of Air Traffic Control Officers and Pilots during Continuous Descent Operations Approach Procedures,<title>Workload Perception of Air Traffic Control Officers and Pilots during Continuous Descent Operations Approach Procedures</title>,-1
2019,United Kingdom,The Impact of Work on Pilots' Personal Relationships: A Qualitative Study,<title>The Impact of Work on Pilots' Personal Relationships: A Qualitative Study</title>,168
2019,United States,Design of a Primary Flight Display to Avoid Decelerating below the Minimum Safe Operating Speed,<title>Design of a Primary Flight Display to Avoid Decelerating below the Minimum Safe Operating Speed</title>,51
2018,Canada,Flight Experience and Mental Representations of Space,<title>Flight Experience and Mental Representations of Space</title>,-1
2018,Sweden,Fit for Flight? Inappropriate Presenteeism Among Swedish Commercial Airline Pilots and Its Threats to Flight Safety,<title>Fit for Flight? Inappropriate Presenteeism Among Swedish Commercial Airline Pilots and Its Threats to Flight Safety</title>,92
2018,China,Working Memory: A Criterion of Potential Practicality for Pilot Candidate Selection,<title>Working Memory: A Criterion of Potential Practicality for Pilot Candidate Selection</title>,-1
2018,Australia,"Preflight Safety Briefings: Understanding the Relationship Between Mode of Delivery, Recall of Key Safety Messages, and Mood","<title>Preflight Safety Briefings: Understanding the Relationship Between Mode of Delivery, Recall of Key Safety Messages, and Mood</title>",187
2018,Poland,Selective Attention and Working Memory Under Spatial Disorientation in a Flight Simulator,<title>Selective Attention and Working Memory Under Spatial Disorientation in a Flight Simulator</title>,4
2018,Germany,Stirring the Pot: Comparing Stick Input Patterns and Flight-Path Control Strategies in Airline Pilots,<title>Stirring the Pot: Comparing Stick Input Patterns and Flight-Path Control Strategies in Airline Pilots</title>,-1
2017,United States,Assessing General Aviation Pilots’ Understanding of Aviation Weather Products,<title>Assessing General Aviation Pilots’ Understanding of Aviation Weather Products</title>,8
2017,United States,General Aviation Weather Alerting: The Effectiveness of Different Visual and Tactile Display Characteristics in Supporting Weather-Related Decision Making,<title>General Aviation Weather Alerting: The Effectiveness of Different Visual and Tactile Display Characteristics in Supporting Weather-Related Decision Making</title>,8
2017,Australia,The Variability in Risk Assessment Between Flight Crew,<title>The Variability in Risk Assessment Between Flight Crew</title>,72
2017,United States,Barriers and Facilitators to Voluntary Reporting and Their Impact on Safety Culture,<title>Barriers and Facilitators to Voluntary Reporting and Their Impact on Safety Culture</title>,104
2017,United States,Predictive Validity of Spatial Ability and Perceptual Speed Tests for Aviator Training,<title>Predictive Validity of Spatial Ability and Perceptual Speed Tests for Aviator Training</title>,-1
2017,United States,Cockpit Displays of Traffic and Weather Information: Effects of 3D Perspective Versus 2D Coplanar Rendering and Database Integration,<title>Cockpit Displays of Traffic and Weather Information: Effects of 3D Perspective Versus 2D Coplanar Rendering and Database Integration</title>,29
2017,United States,Perceptions of Cockpit Configurations: A Culture and Gender Analysis,<title>Perceptions of Cockpit Configurations: A Culture and Gender Analysis</title>,-1
2017,Netherlands,The Influence of Surprise on Upset Recovery Performance in Airline Pilots,<title>The Influence of Surprise on Upset Recovery Performance in Airline Pilots</title>,41
2017,United States,Multimodal Information Presentation in Support of NextGen Operations,<title>Multimodal Information Presentation in Support of NextGen Operations</title>,-1
2017,France - United States,Pilot Flying and Pilot Monitoring’s Aircraft State Awareness During Go-Around Execution in Aviation: A Behavioral and Eye Tracking Study,<title>Pilot Flying and Pilot Monitoring’s Aircraft State Awareness During Go-Around Execution in Aviation: A Behavioral and Eye Tracking Study</title>,64
2016,United Kingdom,Investigating Non-Technical Skills in Scottish and English Aircraft Maintenance Teams Using a Mixed Methodology of Interviews and a Questionnaire,<title>Investigating Non-Technical Skills in Scottish and English Aircraft Maintenance Teams Using a Mixed Methodology of Interviews and a Questionnaire</title>,87
2016,Canada,Exposure to Disturbance Motion During Practice in an Analog of a Flight Task Influences Flight Control of Naive Participants,<title>Exposure to Disturbance Motion During Practice in an Analog of a Flight Task Influences Flight Control of Naive Participants</title>,4
2016,United States,Current NEXRAD Cannot Reliably Enable Safe Flight Around Heavy Weather,<title>Current NEXRAD Cannot Reliably Enable Safe Flight Around Heavy Weather</title>,8
2016,Australia,The Use of Simulation in Ab Initio Pilot Training,<title>The Use of Simulation in Ab Initio Pilot Training</title>,31
2016,United States,Human Performance Risks and Benefits of Adaptive Systems on the Flight Deck,<title>Human Performance Risks and Benefits of Adaptive Systems on the Flight Deck</title>,-1
2016,United States,"Effects of NextGen Concepts of Operation for Separation Assurance and Interval Management on Air Traffic Controller Situation Awareness, Workload, and Performance","<title>Effects of NextGen Concepts of Operation for Separation Assurance and Interval Management on Air Traffic Controller Situation Awareness, Workload, and Performance</title>",-1
2015,Denmark - Japan - Norway,Impact of Mindfulness Training on Physiological Measures of Stress and Objective Measures of Attention Control in a Military Helicopter Unit,<title>Impact of Mindfulness Training on Physiological Measures of Stress and Objective Measures of Attention Control in a Military Helicopter Unit</title>,16
2015,United States,Airdrop Guidance Display Format for Precision Airdrop Application on an Auxiliary Display Equipped Aircraft,<title>Airdrop Guidance Display Format for Precision Airdrop Application on an Auxiliary Display Equipped Aircraft</title>,51
2015,Australia - Canada,Flight Examiners’ Methods of Ascertaining Pilot Proficiency,<title>Flight Examiners’ Methods of Ascertaining Pilot Proficiency</title>,202
2015,Germany,Interrater Reliability at the Top End: Measures of Pilots’ Nontechnical Performance,<title>Interrater Reliability at the Top End: Measures of Pilots’ Nontechnical Performance</title>,21
2015,Israel,Grip Force as a Measure of Stress in Aviation,<title>Grip Force as a Measure of Stress in Aviation</title>,-1
2015,Netherlands,Stall Recovery in a Centrifuge-Based Flight Simulator With an Extended Aerodynamic Model,<title>Stall Recovery in a Centrifuge-Based Flight Simulator With an Extended Aerodynamic Model</title>,4
2015,Portugal,Improving the Selection of Air Force Pilot Candidates Using Latent Trajectories: An Application of Latent Growth Mixture Modeling,<title>Improving the Selection of Air Force Pilot Candidates Using Latent Trajectories: An Application of Latent Growth Mixture Modeling</title>,163
2015,Australia,Fear-Potentiated Startle: A Review from an Aviation Perspective,<title>Fear-Potentiated Startle: A Review from an Aviation Perspective</title>,66
2015,United States,Flight-Deck Surface Trajectory-Based Operations,<title>Flight-Deck Surface Trajectory-Based Operations</title>,139
2015,United States,VFR Into IMC: Using Simulation to Improve Weather-Related Decision-Making,<title>VFR Into IMC: Using Simulation to Improve Weather-Related Decision-Making</title>,8
2015,United States,Predictive Validity of UAS/RPA Sensor Operator Training Qualification Measures,<title>Predictive Validity of UAS/RPA Sensor Operator Training Qualification Measures</title>,-1
2015,United States,The Effect of Fatigue on Air Traffic Controllers,<title>The Effect of Fatigue on Air Traffic Controllers</title>,155
2015,Norway,Mindfulness-Based Mental Training in a High-Performance Combat Aviation Population: A One-Year Intervention Study and Two-Year Follow-Up,<title>Mindfulness-Based Mental Training in a High-Performance Combat Aviation Population: A One-Year Intervention Study and Two-Year Follow-Up</title>,16
2014,Australia,Examining the Effectiveness of Pre-Flight Cabin Safety Announcements in Commercial Aviation,<title>Examining the Effectiveness of Pre-Flight Cabin Safety Announcements in Commercial Aviation</title>,187
2014,United States,Comparative Analysis of Procedures for Dual and Triple Closely Spaced Parallel Runways,<title>Comparative Analysis of Procedures for Dual and Triple Closely Spaced Parallel Runways</title>,12
2014,Netherlands,The Duration of Automation Bias in a Realistic Setting,<title>The Duration of Automation Bias in a Realistic Setting</title>,180
2014,United States,A Survey Methodology for Measuring Safety-Related Trends in the National Airspace System,<title>A Survey Methodology for Measuring Safety-Related Trends in the National Airspace System</title>,-1
2014,New Zealand,"Effect of Mild Hypoxia on Working Memory, Complex Logical Reasoning, and Risk Judgment","<title>Effect of Mild Hypoxia on Working Memory, Complex Logical Reasoning, and Risk Judgment</title>",6
2014,United States,Improving the Pilot Selection System: Statistical Approaches and Selection Processes,<title>Improving the Pilot Selection System: Statistical Approaches and Selection Processes</title>,76
2014,Canada,North American Ab Initio Flight Training for Chinese Pilots: A Case Study on Selection,<title>North American Ab Initio Flight Training for Chinese Pilots: A Case Study on Selection</title>,-1
2014,United States,Enhancing NextGen RNAV Capabilities: Human Performance Evaluation of NRS Waypoint Nomenclatures,<title>Enhancing NextGen RNAV Capabilities: Human Performance Evaluation of NRS Waypoint Nomenclatures</title>,71
2014,France,Why Aircraft Maintenance Technicians Sometimes Do Not Use Their Maintenance Documents: Towards a New Qualitative Perspective,<title>Why Aircraft Maintenance Technicians Sometimes Do Not Use Their Maintenance Documents: Towards a New Qualitative Perspective</title>,87
2014,Germany,The Role of the Helicopter Pilot in Terms of Relevant Requirements for Helicopter Takeoff,<title>The Role of the Helicopter Pilot in Terms of Relevant Requirements for Helicopter Takeoff</title>,120
2014,South Africa,The Development of a Measure to Assess Perceptions of the Advanced Aircraft Training Climate,<title>The Development of a Measure to Assess Perceptions of the Advanced Aircraft Training Climate</title>,75
2013,France,Communication and Flexibility in Aircrews Facing Unexpected and Risky Situations,<title>Communication and Flexibility in Aircrews Facing Unexpected and Risky Situations</title>,72
2013,New Zealand,Barriers to Intra-Aircraft Communication and Safety: The Perspective of the Flight Attendants,<title>Barriers to Intra-Aircraft Communication and Safety: The Perspective of the Flight Attendants</title>,111
2013,Canada,Effects of Lighting and Distraction on the Black Hole Illusion in Visual Approaches,<title>Effects of Lighting and Distraction on the Black Hole Illusion in Visual Approaches</title>,123
2013,United States,Functional Allocation of Roles Between Humans and Automation for a Pairing Tool Used for Simultaneous Approaches,<title>Functional Allocation of Roles Between Humans and Automation for a Pairing Tool Used for Simultaneous Approaches</title>,142
