"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"Human Factors as Predictor of Fatalities in Aviation Accidents: A Neural Network Analysis","","Lázaro, Flávio L; Nogueira, Rui P R; Melicio, Rui; Melicio, Rui; Duarte Valério; Luís F F M Santos","Applied Sciences","Scholarly Journals","","14","2","2024-01-01","2024","640","","","20763417","","","ENG","In the area of aviation safety, the importance of human factors is indisputable. This research endeavors to assess the importance of human factors in predicting fatalities during aviation mishaps. Utilizing reports from the Aviation Safety Network Database, encompassing 1105 accidents and incidents spanning from 2007 to 2016, neural networks were trained to forecast the probability of fatalities. Our findings underscore that the human factors involved, by themselves, can yield strong predictions. As a term of comparison, other variables (type of occurrence, flight phase, and aircraft fate) were used as predictors, with poorer results; by combining these variables with human factors, the prediction is only marginally better, if at all, than that based on human factors alone. So, although these supplementary variables can marginally benefit the predictive results derived from human factors, their contribution remains minimal. Consequently, this study illuminates the paramount importance of human factors in influencing aviation fatalities, guiding stakeholders on the immediate interventions and investments which are most warranted to prevent them.","https://www.proquest.com/docview/2918561198?accountid=16562&bdid=134394&_bd=mP0bVKEqvejAZL5fAUpZx1OJ46U%3D","https://doi.org/10.3390/app14020640"
"Exploring the measurement of psychological resilience in Chinese civil aviation pilots based on generalizability theory and item response theory","","Zhao, Yanzeng; Zhu, Keyong; Zhang, Jun; Liu, Ziyu; Wang, Lijing","Scientific Reports (Nature Publisher Group)","Scholarly Journals","","14","1","2024-01-01","2024","1856","","1856","20452322","","","ENG","Understanding and accurately measuring resilience among Chinese civil aviation pilots is imperative, especially concerning the psychological impact of distressing events on their well-being and aviation safety. Despite the necessity, a validated and tailored measurement tool specific to this demographic is absent. Addressing this gap, this study built on the widely used CD-RISC-25 to analyze and modify its applicability to Chinese civil aviation pilots. Utilizing CD-RISC-25 survey data from 231 Chinese pilots, correlational and differential analyses identified items 3 and 20 as incongruent with this population's resilience profile. Subsequently, factor analysis derived a distinct two-factor resilience psychological framework labeled “Decisiveness” and “Adaptability”, which diverged from the structure found in American female pilots and the broader Chinese populace. Additionally, to further accurately identify the measurement characteristics of this 2-factor measurement model, this study introduced Generalized Theory and Item Response Theory, two modern measurement analysis theories, to comprehensively analyze the overall reliability of the measurement and issues with individual items. Results showed that the 2-factor model exhibited high reliability, with generalizability coefficient reaching 0.89503 and dependability coefficient reaching 0.88496, indicating the 2-factor measurement questionnaire can be effectively utilized for relative and absolute comparison of Chinese civil aviation pilot resilience. However, items in Factor 2 provided less information and have larger room for optimization than those in Factor 1, implying item option redesign may be beneficial. Consequently, this study culminates in the creation of a more accurate and reliable two-factor psychological resilience measurement tool tailored for Chinese civil aviation pilots, while exploring directions for optimization. By facilitating early identification of individuals with lower resilience and enabling the evaluation of intervention efficacy, this tool aims to positively impact pilot psychological health and aviation safety in the context of grief and trauma following distressing events.","https://www.proquest.com/docview/2917421856?accountid=16562&bdid=134394&_bd=N84fFpYXx6FAt%2BpHuGnFQYQHYbw%3D","https://doi.org/10.1038/s41598-024-52229-7"
"The Effects of Interruptions on Performance in a Procedural Task with Sequential Constraints","","Radović, Tara","PQDT - Global","Dissertations & Theses","","","","2024-01-01","2024","","","","","","9798383011959","ENG","In recent years, a growing body of research has revealed negative effects of interruptions on performance in an interrupted (primary) task. However, considerably fewer studies have investigated the effects of interruptions in memory-based procedural tasks with sequential constraints. Focusing on the performance in this type of primary task, this thesis investigates the effects of interruption length, the complexity of the interruption task, and the similarity between the primary task and the interruption task. Moreover, the potential of mnemonic acronyms to improve learning, execution, and, critically, resilience toward interruptions has also been addressed. Despite having been widely used to support the learning and execution of procedural tasks, mnemonic acronyms have not been systematically investigated for their effects on performance thus far.The results of Study A revealed that mnemonic acronyms can speed up learning of the primary task and improve resilience toward interruptions at certain positions in the procedural task. Moreover, the standard effects of interruption length were replicated. That is, we found that more time is needed to resume the primary task after a long interruption compared to a short one. Also, it is more likely that an error will be committed after a long interruption. In Study B, the results confirmed that more time is needed to resume the primary task and more errors emerge after a complex interruption task than after a simple one. At the same time, variations in similarity in terms of processing codes between the verbal primary task and the interruption tasks do not seem to play a role in resumption costs. This study also provides preliminary evidence that similarity in terms of sequential demand between the two tasks might play a role in resumption costs in a primary procedural task with sequential constraints.The results obtained are discussed in the context of the two main theories in the domain of interruption research: the Memory for Goals Theory (Altmann & Trafton, 2002) and the Prospective Memory Theory (e.g., Einstein et al., 2003). Besides, the results are also discussed in the context of other, complementary theories. Finally, implications of the results in the domains of cognitive psychology and applied psychology are also considered.","https://www.proquest.com/docview/3073247334?accountid=16562&bdid=134394&_bd=LBHIgwargpl1mzr9xcm3Q%2F8xL1o%3D","https://doi.org/10.14279/depositonce-19632"
"Recreational aviation and mental health issues: Impulsivity and fluctuating attention","","Sindoni, Robert V.","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2004-01-01","2004","","","","","","978-0-496-08083-0","ENG","This study examines attentional and impulsivity factors in recreational pilots. Part I, an exploratory study involved a random sample of 1150 pilots. Part II of this study involved a convenience sample of 21 recreational/private pilots from a flying club. For Part I, a secondary statistical analysis was performed, examining attentional fluctuation, Impulsivity, Time Pressure, Stress, Total Hours flown and Military training. As expected pilots with more attentional fluctuation, stress/anxiety, and Military training, had less hazardous events, incidents and accidents. Part II, recreational pilots in this research project were given the Conners' Continuous Performance Test II and the Conners' Adult ADHD Rating Scales self report. Part II of the research showed the presence of more attentional fluctuation and impulsivity issues among the flying club pilots than would be expected in the general population.","https://www.proquest.com/docview/305167543?accountid=16562&bdid=134394&_bd=OdXRHNAlJTu5NtuRpBDRQKS90%2FQ%3D",""
"Brushing Away the Blues: Self-Reported Oral Hygiene Practices Are Associated With Mild Depressive Symptoms in Airline Pilots","","Minoretti Piercarlo; Liaño Riera Miryam; Gómez Serrano Manuel; Santiago Sáez Andrés; García, Martín Ángel","Cureus","Scholarly Journals","","16","5","2024-01-01","2024","","","","21688184","","","ENG","IntroductionAirline pilots are susceptible to mental health issues, with depression prevalence ranging from 1.9% to 12.6%. Recent research in the general population indicates a potential link between depression and oral health. In this cross-sectional study, we sought to investigate the association between self-reported oral hygiene practices and depressive symptoms among airline pilots.MethodsOne hundred actively working male airline pilots of Caucasian descent voluntarily enrolled in the study during routine occupational health visits. Depressive symptoms were assessed using the Beck Depression Inventory II (BDI-II). Self-reported oral hygiene practices, including toothbrushing frequency and mouthwash usage, were examined. Univariable and multivariable logistic regression analyses were performed to investigate associations between depressive symptoms and oral hygiene practices.ResultsTwelve pilots (12%) demonstrated mild depressive symptomatology (BDI-II scores 14-19). Pilots with mild depression reported significantly lower rates of brushing teeth twice or more per day (33.3% vs. 80.7%) and higher rates of rarely brushing (16.7% vs. 1.1%) compared to those with minimal depressive symptoms (p < 0.001). Nonuse of mouthwash was more prevalent among pilots with mild depression (66.6% vs. 23.9%, p = 0.008). Multivariable logistic regression analysis revealed that pilots who rarely brushed their teeth (adjusted odds ratio (OR) = 14.6; 95% confidence interval (CI) = 1.3−197.9; p < 0.05) or did not use mouthwash (adjusted OR = 5.7; 95% CI = 1.4−25.2; p < 0.05) had significantly higher odds of mild depressive symptoms.ConclusionsSelf-reported oral hygiene habits may serve as a proxy indicator for mild depressive symptoms among airline pilots. Incorporating oral health assessments into routine aeromedical examinations could provide a practical method of identifying pilots at risk for depression, supporting timely interventions and enhancing flight safety.","https://www.proquest.com/docview/3073872180?accountid=16562&bdid=134394&_bd=pUcIs8i2KzP9%2BaI1yPhnI0LWgtQ%3D","https://doi.org/10.7759/cureus.60695"
"Exploring Stressors in air Traffic Controllers in South Africa","","van Rooyen, Ronel","PQDT - Global","Dissertations & Theses","","","","2012-01-01","2012","","","","","","9798283496368","ENG","The aim of this study was to explore the stressors in Air Traffic Controllers in South Africa by means of identifying the possible causes of stress as well as to determine the demographic differences such as age, sex and size of Air Traffic Control Centres in these stressors. Air traffic control is commonly considered a stressful job, and the researcher decided to examine the situation in South Africa.The air traffic control job was also studied to identify the causes of stress as Air Traffic Controllers are very important in their own right and the aviation world are becoming increasingingly complex in which air traffic control plays an essential part. Air Traffic Controllers perform extremely demanding and challenging work, as indicated by the fact that many controllers retire before their acctual retirement with stress-related work disabilities.Stressors, applicable to air traffic controllers, were discussed to help the controller to identify his or her source of stress. It is important because stress is an everyday fact of life, which cannot be avoided but must be adjusted to. Stress is often regarded as an individual problem, however, there are characteristics of work, called “job stressors” that can cause a stress reaction in most workers.The data was collected by means of the Experience of Work and Life Circumstances Questionnaire (WLQ), that was sent to all Air Traffic Control Stations across South Africa. The questionnaire was developed to determine the levels and causes of stress of employees. The WLQ endeavours to establish whether employees experience normal, high or very high levels of stress, and also identify those factors, which cause these levels of stress. The questionnaire consists of three different parts, namely, a demographic questionnaire, experience of work which determine the levels of stress and finally, circumstances and expectations which analyse the causes of stress.It was clear from this study that for Air Traffic Controllers, uncertainty and lack of control over their own destiny and immediate circumstances, contributed to an increase in the levels of stress. It was clear that Air Traffic Controllers value their skills and want to be rewarded accordingly. Therefore, it was further demonstrated that remuneration, employee benefits and employee policies contribute substantially to the levels of stress experienced by Air Traffic Controllers.","https://www.proquest.com/docview/3224573430?accountid=16562&bdid=134394&_bd=vVWsBg1W4oGLt4RleXlYfA%2F2rLs%3D",""
"Rethinking Pilot Retention in the United States: An Analysis of Key Factors","","Hickey, Michael J.","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2025-01-01","2025","","","","","","9798293808304","ENG","This thesis examined pilot retention challenges in U.S. regional and low-cost carriers (LCCs), focusing on nonfinancial incentives such as quality of life, career stability, and work-life balance, which may have a greater influence on retention than traditional financial incentives. This quantitative, survey-based approach assesses how pilots rank the factors that influence their retention. Using a sample of U.S.-based pilots, the study examines six key areas adapted from a European pilot retention framework. Statistical analyses, including the Friedman test, the Mann-Whitney U test, and the Kruskal-Wallis test, identified correlations between demographic variables and retention priorities.The inherent financial constraints of regional airline business models often mean that offered salaries cannot compete with the compensation packages provided by mainline carriers. However, the findings suggest that nonfinancial quality of life factors, such as desirable pilot bases, work-life balance, and predictable schedules, may counterbalance the financial incentives offered by mainline carriers, especially for the younger generation of pilots entering the workforce. Addressing the methodological limitations identified within the study and conducting comprehensive mixed-methods research in the future, will further clarify pilot retention dynamics, offering practical guidance to airline management, policymakers, and labor organizations.","https://www.proquest.com/docview/3246414757?accountid=16562&bdid=134394&_bd=gPhrwaDOMrtXAbV8LSi5cVbNKB8%3D",""
"A systematic review of medical practitioners’ retention and application of basic sciences to clinical practice","","Albert, Francis A; Abdul-Aziz, Seidu; Mason, Hannah M; Anderson, Emma; Alele, Faith O; Heggarty, Paula; Hollins, Aaron; Tarun Sen Gupta; Hays, Richard B; McArthur, Lawrie; Malau-Aduli, Bunmi S","BMC Medical Education","Scholarly Journals","","24","","2024-01-01","2024","1","","1-12","14726920","","","ENG","BackgroundMedical education offers the foundational base for future healthcare professionals, with basic sciences playing a pivotal role in providing essential knowledge and skills for clinical practice. However, the long-term retention and application of this knowledge in clinical practice remain a significant challenge. This systematic review synthesised global evidence from diverse studies on the short / long-term retention and clinical application of basic sciences among medical doctors.MethodsA comprehensive search was conducted across six databases, including Web of Science, Scopus, Medline, CINAHL, Emcare, and Informit. The review included studies that encompassed a variety of study designs, participant groups, and educational interventions. The Quality Assessment with Diverse Studies (QuADS) tool was utilised to assess the quality of the reviewed studies.ResultsA total of 10 studies were included in the review. The findings revealed that rehearsals significantly optimise the retention of basic science knowledge among medical practitioners. Retention varied by discipline, with medical practitioners retaining more knowledge in anatomy (mean scores ranging from 45.0 to 82.9%), while microbiology had the lowest retention score (39.1%). Factors influencing retention included age, gender, and curriculum type. Educational interventions such as targeted courses, integration of basic sciences with clinical skills, generative retrieval and continuous quality improvement in the curriculum were found to enhance both knowledge retention and clinical reasoning. The concept of ‘encapsulated knowledge’ demonstrates that integrated basic science knowledge helps in synthesising clinical presentations, reducing the need for detailed recall as clinical experience increases. The reviewed studies primarily involved interns and surgeons, leaving a significant gap in research for specialties like internal medicine and primary care/ general practice.ConclusionDetailed retention of basic science knowledge may diminish over time; however, the conceptual framework remains essential for ongoing learning and clinical reasoning. This review’s findings highlight the need for specialised educational interventions to improve long-term retention. Continuous professional development and targeted educational techniques are vital for maintaining clinical competence and applying basic science knowledge effectively throughout a medical career. Further research is needed to address gaps in specialty-specific knowledge application and the impact of different instructional methods.","https://www.proquest.com/docview/3115122066?accountid=16562&bdid=134394&_bd=qTuzZKVeSXp7XYcLrOpYXdMau1I%3D","https://doi.org/10.1186/s12909-024-05952-8"
"A Theory of False Cognitive Expectancies in Airline Pilots","","Cortes, Antonio I.","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2011-01-01","2011","","","","","","978-1-267-11530-0","ENG","The Theory of False Cognitive Expectancies was developed by studying high reliability flight operations. Airline pilots depend extensively on cognitive expectancies to perceive, understand, and predict actions and events. Out of 1,363 incident reports submitted by airline pilots to the National Aeronautics and Space Administration Aviation Safety Reporting System over a year's time, 110 reports were found to contain evidence of 127 false cognitive expectancies in pilots. A comprehensive taxonomy was developed with six categories of interest. The dataset of 127 false expectancies was used to initially code tentative taxon values for each category. Intermediate coding through constant comparative analysis completed the taxonomy. The taxonomy was used for the advanced coding of chronological context-dependent visualizations of expectancy factors, known as strands, which depict the major factors in the creation and propagation of each expectancy. Strands were mapped into common networks to detect highly represented expectancy processes. Theoretical integration established 11 sources of false expectancies, the most common expectancy errors, and those conspicuous factors worthy of future study. The most prevalent source of false cognitive expectancies within the dataset was determined to be unconscious individual modeling based on past events. Integrative analyses also revealed relationships between expectancies and flight deck automation, unresolved discrepancies, and levels of situation awareness. Particularly noteworthy were the findings that false expectancies can combine in three possible permutations to diminish situation awareness and examples of how false expectancies can be unwittingly transmitted from one person to another. The theory resulting from this research can enhance the error coding process used during aircraft line oriented safety audits, lays the foundation for developing expectancy management training programs, and will allow researchers to proffer hypotheses for human testing using flight simulators.","https://www.proquest.com/docview/916953379?accountid=16562&bdid=134394&_bd=K8UtNfF%2BpiE6EuXbGBzcfhkaowA%3D",""
"Multimodal Affect Assessment in Aviation Training","","Li, Tianshu","ProQuest Dissertations and Theses","Dissertations & Theses","","","","2020-01-01","2020","","","","","","9798708712912","ENG","Affect has an impact on learning by influencing various cognitive, psychomotor and motivational processes. This research aims to understand the role of affect in aviation training. We examined participants' (N = 19) affect in simulated aviation training while they perform ten aviation tasks designed to their skill level. Performance was graded with a rubric provided by our collaborator, CAE Inc. Affective states were inferred from two biometric measurements (electrodermal activity, facial expression) and one 'ground truth' measurement (experiential self-report). Convergent results were found among all the data channels: Arousal from facial expression and electrodermal activity correlated positively with each other; Correlations between biometrically inferred affect and self-reported affect correlates (workload, fatigue, effort, perceived control and value) were found and were consistent with past research. These convergent findings support the validity of the measurements. Furthermore, we found that arousal (inferred from electrodermal activity) positively predicted performance in low difficulty task, and that mental workload (as measured from self-report) negatively predicted performance in medium and difficult tasks. We found that emotions did not vary significantly by how well a task was performed.This research adds empirical evidence on the impact of affective states on aviation training performance. Furthermore it addresses a gap in the literature regarding mechanisms to demonstrate convergence between multimodal affect data. This research is a preliminary step to a comprehensive assessment of affect in aviation training, which could eventually help training instructors to allocate appropriate scaffolding to pilots where needed, thereby improving the overall training experience and pilot performance.","https://www.proquest.com/docview/2513239433?accountid=16562&bdid=134394&_bd=2EoWnd8iIPi4Q7kK2ZqtuFc2RU4%3D",""
